observedFE,source,candidateFingerprint,Cmax,TEC,TWC,parentLineageId
1,INITIAL_POPULATION,9a3def3ea03632a5244cdee1edee8c78f64a9d48b0f3f721411dab947685c6ca,861.2256245966789,23765.36825653463,52616.52240597895,-1
2,INITIAL_POPULATION,e74348b0e990aef2d55ba3ffe0380831ad03b7c44caf8fcfb5ee873f42d6f9f3,1050.8099629671897,23028.779197335483,42830.36426023154,-1
3,INITIAL_POPULATION,f49ec773b7492809528d55f931515f0b605b1b81a0ef7aa4bd15288acd4a07aa,841.6135726814693,23688.78207049463,47630.44582302419,-1
4,INITIAL_POPULATION,94967284267d632af622ec12915843306864a1e67e5a67c59294c9be1bd314b1,1049.3715331183716,22830.788004749473,43649.866429186084,-1
5,INITIAL_POPULATION,ed3dcbd679d1c4c60057e10da1ff9407c43bc5b2f84b4f78bee65f80852264b6,697.3486964696319,23626.32096372106,42868.66239214176,-1
6,INITIAL_POPULATION,c4849758893969f5058cce4c758b13959e8f3055d1b9396fbc6aa7c27e50864b,618.7845676490497,23767.593966755598,50480.52052579599,-1
7,INITIAL_POPULATION,46d5ac6f744d981631cd53b9c029507a72e12b42affdc2f3710e6e61e64aa6d7,855.504433926782,23655.070998025705,46337.019559647524,-1
8,INITIAL_POPULATION,c3b8114f5f5b54fbc018b9fcfd63b89940c5eb70ef32281595d4622e2cc75fe9,898.6303763046857,23913.459430964413,46851.99503423332,-1
9,INITIAL_POPULATION,2cfce0ec4a58a49f1baa5b3764860b26b53a034cb1890cd4a05f7f0e9ffea55b,654.1464028547952,23745.920199662753,53649.224099107065,-1
10,INITIAL_POPULATION,6b65ea80d4a4c05346714f729b8da6c596fc8192f4b3639af2f35bde7244e4d2,601.124650184637,23101.75642082664,47210.78866426418,-1
11,INITIAL_POPULATION,683d56bfb083a07d59e726fe44fcb5d6f53dcb06d37ca8348493acdfbe9352db,887.1206454855864,23473.21047623708,44057.45080735636,-1
12,INITIAL_POPULATION,bf044a74ca88d2a574d30f4113d6419a58749291d478745d981b20fead5f826e,753.5532857993119,24145.152369099305,55656.46536389977,-1
13,INITIAL_POPULATION,75f4975233fd2629fc88b563f7351814aa583167b04286fd438f4257ee11ca7c,833.8146802196765,23475.31144995641,49904.4399574396,-1
14,INITIAL_POPULATION,3d76915d4398c4f73370a58d7e232cd62d1d2b72254297e3288f89579b540e3b,795.607021781754,24227.380917739618,53091.29962232603,-1
15,INITIAL_POPULATION,f45551d5e1d1ee5c051db5dba1d537173143c4b3dbf6e2ff55e269647b993f82,545.8725014816624,24104.313264229695,52700.879027808434,-1
