instance,matrix,label,seed,status,HV,IGD,Spacing,C_A_R,C_R_A,nondominatedCount,minCmax,minTEC,minTWC
"20_2_3_1","FULL","FULL",20260808,COMPLETED,0.35452991136545140,0.28741614280199180,0.033298533069424320,0.0000000000000000,1.0000000000000000,84,201.47172103458166,9246.4616616428000,13209.778535565483
"20_2_3_1","FULL","FULL",20260809,COMPLETED,0.37784164985065610,0.28535868584065610,0.031276702690619770,0.0057142857142857140,1.0000000000000000,70,208.06573608881297,9435.3467866622450,13460.839165537383
"20_2_3_1","FULL","FULL",20260810,COMPLETED,0.42066349279913123,0.23133225359177537,0.063014396287557940,0.062857142857142860,1.0000000000000000,61,221.60622688400042,9461.0197035894630,13439.591185497615
"20_2_3_1","FV","FV-Full",20260808,COMPLETED,0.36069368744922140,0.28634745469072580,0.037341350082422224,0.0000000000000000,1.0000000000000000,54,207.08447912513319,9837.1441496847760,13261.220122554252
"20_2_3_1","FV","FV-Full",20260809,COMPLETED,0.49826169812647070,0.21533821080834445,0.033530362635082224,0.068571428571428570,1.0000000000000000,84,194.86728295461790,8972.2662549942030,13264.027725511450
"20_2_3_1","FV","FV-Full",20260810,COMPLETED,0.46417076989522820,0.20751863478807214,0.040731553218358730,0.062857142857142860,1.0000000000000000,65,222.71824934689155,9134.3137584189900,13142.842681382604
"20_2_3_1","FV","FV0",20260808,COMPLETED,0.23438897085601967,0.73709414132040050,0.0041266760856612620,0.0000000000000000,1.0000000000000000,25,112.24489795918367,11290.061486132918,9208.8626373626360
"20_2_3_1","FV","FV0",20260809,COMPLETED,0.18835397860229336,0.76730251875831660,0.0071582683484809990,0.0000000000000000,1.0000000000000000,15,113.44217687074831,11389.901883830456,9236.2344322344300
"20_2_3_1","FV","FV0",20260810,COMPLETED,0.31445093299579674,0.70174573832584080,0.010817661890075410,0.0057142857142857140,1.0000000000000000,28,113.44217687074831,11108.524332810048,9158.4816849816850
"20_2_3_1","FV","FV1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","FV","FV5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP0",20260808,COMPLETED,0.21819361446841817,0.75570910306969540,0.0065576487370483895,0.0000000000000000,1.0000000000000000,12,113.44217687074831,11325.439822082679,9211.4999999999980
"20_2_3_1","QP","QP0",20260809,COMPLETED,0.24577515659329360,0.73109418588444290,0.0061946782491836190,0.0057142857142857140,1.0000000000000000,32,112.24489795918367,11264.753270538986,9181.3168498168490
"20_2_3_1","QP","QP0",20260810,COMPLETED,0.30686353716936880,0.68186691165941150,0.010175646807253370,0.017142857142857144,1.0000000000000000,20,112.24489795918367,11120.229722658294,9204.6831501831500
"20_2_3_1","QP","QP1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","QP","QP6",20260808,COMPLETED,0.36069368744922140,0.28634745469072580,0.037341350082422224,0.0000000000000000,1.0000000000000000,54,207.08447912513319,9837.1441496847760,13261.220122554252
"20_2_3_1","QP","QP6",20260809,COMPLETED,0.49826169812647070,0.21533821080834445,0.033530362635082224,0.068571428571428570,1.0000000000000000,84,194.86728295461790,8972.2662549942030,13264.027725511450
"20_2_3_1","QP","QP6",20260810,COMPLETED,0.46417076989522820,0.20751863478807214,0.040731553218358730,0.062857142857142860,1.0000000000000000,65,222.71824934689155,9134.3137584189900,13142.842681382604
"20_2_3_1","VNS","V-Full",20260808,COMPLETED,0.35452991136545140,0.28741614280199180,0.033298533069424320,0.0000000000000000,1.0000000000000000,84,201.47172103458166,9246.4616616428000,13209.778535565483
"20_2_3_1","VNS","V-Full",20260809,COMPLETED,0.37784164985065610,0.28535868584065610,0.031276702690619770,0.0057142857142857140,1.0000000000000000,70,208.06573608881297,9435.3467866622450,13460.839165537383
"20_2_3_1","VNS","V-Full",20260810,COMPLETED,0.42066349279913123,0.23133225359177537,0.063014396287557940,0.062857142857142860,1.0000000000000000,61,221.60622688400042,9461.0197035894630,13439.591185497615
"20_2_3_1","VNS","V0",20260808,COMPLETED,0.18531670940967893,0.75029415423511700,0.0048008257000398090,0.0000000000000000,1.0000000000000000,17,113.44217687074831,11390.933542647828,9277.6611721611720
"20_2_3_1","VNS","V0",20260809,COMPLETED,0.18590765344350710,0.76752202457004230,0.0089165756563371580,0.0000000000000000,1.0000000000000000,10,112.24489795918367,11391.874149659861,9293.1501831501830
"20_2_3_1","VNS","V0",20260810,COMPLETED,0.21988116274275146,0.73894291280521460,0.012731996064326498,0.0000000000000000,1.0000000000000000,11,112.24489795918367,11320.388016745160,9242.9304029304020
"20_2_3_1","VNS","V1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"20_2_3_1","VNS","V5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM0",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM0",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM0",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FM","FM3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B0",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B0",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B0",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B6",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B6",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B6",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B7",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B7",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","B7",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","FULL",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","FULL",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FULL","FULL",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV-Full",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV-Full",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV-Full",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV0",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV0",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV0",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","FV","FV5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP0",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP0",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP0",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP3",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP4",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP4",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP4",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP5",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP5",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP5",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP6",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP6",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","QP","QP6",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V-Full",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V-Full",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V-Full",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V0",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V0",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V0",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V1",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V1",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V1",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V2",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V2",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V2",20260810,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V3",20260808,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
"chapter4-golden-10x2x2","VNS","V3",20260809,NOT_EXPOSED,NA,NA,NA,NA,NA,0,NA,NA,NA
