treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
5,10/60/20/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,85df4215d2f6b79ac3c5b7d9eb7aee7be49c067fe2facb03f6b7990f66a0857d
