outerGeneration,lineage,contextEvent,resultEvent,parentObjectives,localObjectives
11,75,"generation=11,slot=2,lineage=75,context=G4_BALANCED|EARLY|s=0|MAC,factory=1,factoryMode=UNIFORM_EXPLORATION,decision=APPLY_BEST,test=false,exploratory=false,neighborhoods=[O7_MA_LOAD_TRANSFER]","generation=11,slot=2,lineage=75,id=O7_MA_LOAD_TRANSFER,accepted=true,recoveryGain=true,qGain=0.09892916543496637,parentFingerprint=[0, 4, 6, 7, 8, 2, 3, 5, 9, 1]|[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]|[2, 1, 0, 0, 1, 1, 0, 0, 2, 2]|[0, 1, 1, 1, 1, 0, 1, 1, 1, 0],parentObjectives=[74.3834543688688,2187.7498065847863,3403.0592158416525],localFingerprint=[0, 4, 6, 7, 8, 2, 3, 5, 9, 1]|[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]|[2, 0, 0, 0, 1, 1, 0, 0, 2, 2]|[0, 1, 1, 1, 1, 0, 1, 1, 1, 0],localObjectives=[74.3834543688688,2166.4014863297543,3269.6765017873267],fe=1","[74.3834543688688, 2187.7498065847863, 3403.0592158416525]","[74.3834543688688, 2166.4014863297543, 3269.6765017873267]"
