sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
10,3,1,0,1,3,27.008869503656783,28.424849851108007,28.424849851108007,28.424849851108007,0.0,0.3697742431448021,0.3697742431448021,14.0,3.0,1.1,8.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,11.570247933884296,2.727272727272727,14.297520661157023,1.1361814412841378,13.145900973535477,3.098676658047648,16.244577631583127,44.669427482691134,0.5768103588954832,129.956621052665,178.6903539474144,false
11,5,1,0,0,2,38.47103811135481,32.39376292776852,32.39376292776852,38.47103811135481,6.077275183586288,0.16795455431016076,0.11290944539711881,15.0,2.0,1.2,9.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,13.888888888888888,2.2222222222222223,16.11111111111111,1.0463008627119421,14.53195642655475,2.32511302824876,16.85706945480351,55.32810756615832,0.2842236692022612,157.7909002768179,206.4091017455082,false
12,9,1,0,1,3,49.00893931355314,44.669427482691134,44.669427482691134,49.00893931355314,4.339511830862008,0.5768103588954832,0.4778021480635824,9.0,1.0,1.1,8.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,7.438016528925619,0.9090909090909091,8.347107438016527,1.169035939211721,8.695308638764867,1.0627599447379283,9.758068583502796,58.76700789705594,0.5889091030297298,82.40406049888438,155.07338455801286,false
13,1,1,0,0,3,62.444484087596194,55.32810756615832,58.76700789705594,62.444484087596194,3.677476190540254,0.5889091030297298,0.5020424279430222,11.0,2.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,8.333333333333332,1.8181818181818181,10.15151515151515,1.176077669498495,9.80064724582079,2.138323035451809,11.938970281272598,74.3834543688688,0.6284011387677632,114.56710905289125,209.60881482981515,false
14,4,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.1,8.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,7.575757575757575,1.6666666666666667,9.242424242424242,1.0,7.575757575757575,1.6666666666666667,9.242424242424242,9.242424242424242,0.12143668398373363,73.93939393939394,110.9090909090909,false
15,6,0,1,0,1,0.0,0.0,9.242424242424242,9.242424242424242,0.0,0.12143668398373363,0.12143668398373363,13.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,10.833333333333334,1.6666666666666667,12.5,1.0496044505638213,11.370714881108066,1.7493407509397023,13.120055632047768,22.362479874472008,0.26893450024278787,91.84038942433438,157.44066758457322,false
16,8,0,1,1,1,0.0,9.242424242424242,22.362479874472008,22.362479874472008,0.0,0.26893450024278787,0.26893450024278787,16.0,3.0,1.1,8.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,12.121212121212121,2.5,14.621212121212121,1.1030852806559006,13.370730674616977,2.7577132016397514,16.12844387625673,38.49092375072874,0.4167727964121172,142.1476066421016,350.98199409965395,false
17,4,1,1,0,2,9.242424242424242,0.0,0.0,9.242424242424242,0.0,0.0,0.0,16.0,3.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,13.333333333333334,2.5,15.833333333333334,1.0,13.333333333333334,2.5,15.833333333333334,25.075757575757578,0.3509986475232906,110.83333333333334,190.0,false
18,6,1,1,1,3,22.362479874472008,0.0,0.0,22.362479874472008,0.0,0.0,0.0,18.0,1.0,1.2,8.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,16.666666666666664,1.1111111111111112,17.777777777777775,1.0,16.666666666666664,1.1111111111111112,17.777777777777775,40.14025765224979,0.2144803983790046,142.2222222222222,159.99999999999997,false
19,8,1,1,2,2,38.49092375072874,0.0,25.075757575757578,38.49092375072874,13.415166174971162,0.3509986475232906,0.14043355282477954,10.0,1.0,0.9,6.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,9.25925925925926,0.8333333333333334,10.092592592592593,1.0568747172121553,9.785877011223661,0.8807289310101295,10.66660594223379,49.15752969296253,0.3576185354082443,63.99963565340274,127.99927130680548,false
