sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.3,12.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,6.41025641025641,0.8333333333333334,7.243589743589743,1.0,6.41025641025641,0.8333333333333334,7.243589743589743,7.243589743589743,0.1771049151396589,86.9230769230769,86.9230769230769,false
1,7,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,14.0,2.0,16.0,1.0,14.0,2.0,16.0,16.0,0.2625056414982624,112.0,160.0,false
2,2,0,0,1,0,0.0,0.0,7.243589743589743,7.243589743589743,0.0,0.1771049151396589,0.1771049151396589,12.0,2.0,1.2,10.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,8.333333333333334,1.6666666666666667,10.0,1.0705728739734333,8.921440616445278,1.7842881232890555,10.705728739734333,17.949318483324078,0.38308253929980035,107.05728739734333,128.468744876812,false
3,3,0,0,0,1,0.0,16.0,16.0,16.0,0.0,0.2625056414982624,0.2625056414982624,9.0,1.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,9.0,1.0,10.0,1.100886950365678,9.907982553291102,1.100886950365678,11.008869503656781,27.008869503656783,0.4019059205876522,77.06208652559746,110.08869503656781,false
4,5,0,0,0,1,0.0,27.008869503656783,27.008869503656783,27.008869503656783,0.0,0.4019059205876522,0.4019059205876522,8.0,2.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,8.0,2.0,10.0,1.1462168607698024,9.16973488615842,2.292433721539605,11.462168607698025,38.47103811135481,0.5191232826990679,80.23518025388617,114.62168607698025,false
5,9,0,0,2,1,0.0,7.243589743589743,38.47103811135481,38.47103811135481,0.0,0.5191232826990679,0.5191232826990679,9.0,2.0,1.3,12.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,6.9230769230769225,2.0,8.923076923076923,1.1809716864532616,8.17595782929181,2.361943372906523,10.537901202198334,49.00893931355314,0.6065068809951263,157.68226279414506,417.653495699634,false
6,1,0,0,2,0,0.0,49.00893931355314,17.949318483324078,49.00893931355314,31.059620830229065,0.38308253929980035,0.13089288362107623,16.0,3.0,1.3,12.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,10.256410256410255,2.5,12.756410256410255,1.0532386858043796,10.802448059532098,2.633096714510949,13.435544774043048,62.444484087596194,0.39458572949273196,161.22653728851657,161.22653728851657,false
7,0,1,0,0,3,7.243589743589743,0.0,0.0,7.243589743589743,0.0,0.0,0.0,8.0,1.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,6.0606060606060606,0.9090909090909091,6.96969696969697,1.0,6.0606060606060606,0.9090909090909091,6.96969696969697,14.213286713286713,0.15707012297114312,62.72727272727273,76.66666666666667,false
8,7,1,0,1,3,16.0,0.0,14.213286713286713,16.0,1.7867132867132867,0.15707012297114312,0.14535171163343105,12.0,2.0,1.1,8.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,9.917355371900825,1.8181818181818181,11.735537190082644,1.0587372056225839,10.4998731136124,1.924976737495607,12.424849851108007,28.424849851108007,0.3697742431448021,99.39879880886406,136.67334836218808,false
9,2,1,0,0,2,17.949318483324078,14.213286713286713,0.0,17.949318483324078,0.0,0.0,0.0,12.0,3.0,1.2,9.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,11.11111111111111,3.333333333333333,14.444444444444443,1.0,11.11111111111111,3.333333333333333,14.444444444444443,32.39376292776852,0.16795455431016076,133.73603177003736,163.62428593033627,false
