runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260824-ZHANGBO_A4,20260824,ZHANGBO_A4,ZHANGBO_CURRENT,COMPLETED,500000,392,91439f037899eed0654b33e964f6a08baba9abd1e33003c5678d120700711061,140368843600,0
