seed,cycle,fe,workingBestCmax,archiveBestCmax,cmaxGap,workingBestTEC,archiveBestTEC,tecGap,workingBestTWC,archiveBestTWC,twcGap,workingSize,archiveSize
20260913,1,30933,1427.1407620776165,1427.1407620776165,0.0,212354.2885649243,212354.2885649243,0.0,501170.2509537488,501170.2509537488,0.0,100,96
20260913,2,50000,1427.1407620776165,1427.1407620776165,0.0,210313.29072735726,210313.29072735726,0.0,501170.2509537488,501170.2509537488,0.0,100,73
