instance,matrix,label,seed,status,HV,IGD,Spacing,C_A_R,C_R_A,nondominatedCount,minCmax,minTEC,minTWC
"20_2_3_1","FV","FV-Full",20260808,COMPLETED,0.20608810804406360,0.43841019208950520,0.070674287210199140,0.0000000000000000,1.0000000000000000,16,243.58922432259010,10147.120349165078,13738.746327426703
"20_2_3_1","FV","FV-Full",20260809,COMPLETED,0.11849233635061894,0.53965102061298580,0.11419504579149603,0.0000000000000000,1.0000000000000000,15,232.01886933501964,10612.424205698228,13862.928852657780
"20_2_3_1","FV","FV-Full",20260810,COMPLETED,0.14679524911163472,0.52801681740066510,0.086823483864556490,0.0000000000000000,1.0000000000000000,36,227.10136842007583,9999.2678863171310,14209.033951105654
"20_2_3_1","FV","FV0",20260808,COMPLETED,0.11906578746421712,0.54587794827880640,0.088662048831229660,0.0000000000000000,1.0000000000000000,13,230.98988614636278,10475.123290273132,14057.559515502438
"20_2_3_1","FV","FV0",20260809,COMPLETED,0.14040570837114838,0.53867173502071340,0.036198566026159965,0.0000000000000000,1.0000000000000000,16,246.06963462729183,10374.110799782920,14447.506803415275
"20_2_3_1","FV","FV0",20260810,COMPLETED,0.17302479693454295,0.45480855023173890,0.10846716021889936,0.0000000000000000,1.0000000000000000,9,241.07471517436160,10206.834101442506,14614.065611163816
"20_2_3_1","FV","FV1",20260808,COMPLETED,0.071551947907036490,0.63182563787330370,0.15120155054297468,0.0000000000000000,1.0000000000000000,8,247.89459216452650,10197.540997783295,14752.306935400824
"20_2_3_1","FV","FV1",20260809,COMPLETED,0.16219877265630017,0.50645757239734490,0.095229594985647430,0.0000000000000000,1.0000000000000000,10,222.96784358177467,10224.191243368185,14553.106883289376
"20_2_3_1","FV","FV1",20260810,COMPLETED,0.083304120260203740,0.60485865792978160,0.072733750402124940,0.0000000000000000,1.0000000000000000,19,227.34250770333023,10654.944820276130,15538.313283050189
"20_2_3_1","FV","FV2",20260808,COMPLETED,0.14536414514966067,0.53351562215708030,0.12154122996167420,0.0000000000000000,1.0000000000000000,18,223.48050663281526,10529.113287420641,14099.627759495268
"20_2_3_1","FV","FV2",20260809,COMPLETED,0.10105717264374131,0.56587036997134510,0.067785198713715010,0.0000000000000000,1.0000000000000000,10,232.65749416874766,10465.947620015186,13779.938148541243
"20_2_3_1","FV","FV2",20260810,COMPLETED,0.080265779291705130,0.61799196188520790,0.080303628905537090,0.0000000000000000,1.0000000000000000,12,256.12860487983494,10654.087482780624,14689.029919067012
"20_2_3_1","FV","FV3",20260808,COMPLETED,0.12330001230442146,0.57433369851211580,0.053498659716445850,0.0000000000000000,1.0000000000000000,21,248.79509786094934,10219.711287847134,13937.796083267694
"20_2_3_1","FV","FV3",20260809,COMPLETED,0.12748528898507410,0.53653758765253990,0.051778618896066870,0.0000000000000000,1.0000000000000000,13,235.65790441001620,10276.301463673770,13527.770422999512
"20_2_3_1","FV","FV3",20260810,COMPLETED,0.18539998451498563,0.49173238212721110,0.065405742315987230,0.0000000000000000,1.0000000000000000,23,234.75945527433302,10200.407594678500,14790.094546808117
"20_2_3_1","FV","FV4",20260808,COMPLETED,0.13220709756030177,0.54690523367737960,0.066244010081894290,0.0000000000000000,1.0000000000000000,24,256.67220060392250,10271.841124403629,13880.607573674364
"20_2_3_1","FV","FV4",20260809,COMPLETED,0.11198506638999976,0.55645825949549530,0.054780546782440700,0.0000000000000000,1.0000000000000000,23,241.46523055099698,10347.014805786866,13882.361761916889
"20_2_3_1","FV","FV4",20260810,COMPLETED,0.21682298240957582,0.41800390886931240,0.080081876485454950,0.0000000000000000,1.0000000000000000,9,241.20988504772000,10275.377187495913,15605.658434834640
"20_2_3_1","FV","FV5",20260808,COMPLETED,0.11852233413534790,0.58816069121545370,0.10490609875307617,0.0000000000000000,1.0000000000000000,25,234.01085054692433,10089.280662459752,13789.619336932228
"20_2_3_1","FV","FV5",20260809,COMPLETED,0.13156678359596813,0.54384550463186250,0.035871950904015130,0.0000000000000000,1.0000000000000000,19,235.84140429407825,10533.691257502967,14950.260136582260
"20_2_3_1","FV","FV5",20260810,COMPLETED,0.15593542389689619,0.52744698531736910,0.12635874845169276,0.0000000000000000,1.0000000000000000,15,242.31930335649068,10105.467628166129,13780.891989160720
"20_2_3_1","QP","QP0",20260808,COMPLETED,0.093041630963414170,0.60120052857661830,0.095620413667354590,0.0000000000000000,1.0000000000000000,18,246.87142425703107,10281.088699228358,14005.822659418905
"20_2_3_1","QP","QP0",20260809,COMPLETED,0.097918037752767390,0.58627799760082560,0.075026831356222110,0.0000000000000000,1.0000000000000000,15,246.72311585161302,10707.817347934219,14508.523329290530
"20_2_3_1","QP","QP0",20260810,COMPLETED,0.11837748642752717,0.54310245781774840,0.14776937441011850,0.0000000000000000,1.0000000000000000,10,230.10085611786653,10314.204251583302,14875.512533833224
"20_2_3_1","QP","QP1",20260808,COMPLETED,0.12697741376403113,0.56878228994246280,0.10931595808641975,0.0000000000000000,1.0000000000000000,17,239.26956264192500,9935.2322590713170,13830.973578091489
"20_2_3_1","QP","QP1",20260809,COMPLETED,0.10988734353844537,0.59886088577824070,0.055456006516183785,0.0000000000000000,1.0000000000000000,23,236.54652962335240,10332.237160103343,14448.840859940641
"20_2_3_1","QP","QP1",20260810,COMPLETED,0.19310432716165615,0.46543178967566884,0.098961969804556740,0.0000000000000000,1.0000000000000000,17,236.19577068458432,10078.738765153370,15044.107214618773
"20_2_3_1","QP","QP2",20260808,COMPLETED,0.11745732446163622,0.55719909059665120,0.070561760048835940,0.0000000000000000,1.0000000000000000,18,234.16594925310358,10255.779289870366,14109.478512379672
"20_2_3_1","QP","QP2",20260809,COMPLETED,0.14335099914709898,0.52372761203670650,0.062576021278027930,0.0000000000000000,1.0000000000000000,20,236.54652962335240,10332.237160103343,13934.171198456253
"20_2_3_1","QP","QP2",20260810,COMPLETED,0.17612302783870126,0.51048210598235640,0.12876087384642393,0.0000000000000000,1.0000000000000000,12,233.86848211305540,10259.427209050204,14949.572491965751
"20_2_3_1","QP","QP3",20260808,COMPLETED,0.12868638069223168,0.55752902348115920,0.096437886983446000,0.0000000000000000,1.0000000000000000,18,240.79827793019643,9954.0457752700900,13585.819506891728
"20_2_3_1","QP","QP3",20260809,COMPLETED,0.098349057336024490,0.61440997127941650,0.060719700410889546,0.0000000000000000,1.0000000000000000,22,236.54652962335240,10332.237160103343,14362.548608920051
"20_2_3_1","QP","QP3",20260810,COMPLETED,0.19278871904954947,0.46543178967566884,0.10204133613568027,0.0000000000000000,1.0000000000000000,14,236.19577068458432,10078.738765153370,15044.107214618773
"20_2_3_1","QP","QP4",20260808,COMPLETED,0.11156139348703221,0.55034333956041040,0.033581027013745705,0.0000000000000000,1.0000000000000000,12,252.95532633475915,10568.671597561854,14791.535334227454
"20_2_3_1","QP","QP4",20260809,COMPLETED,0.083272838380839380,0.59693297367363710,0.090404782934452770,0.0000000000000000,1.0000000000000000,15,234.64798642649748,10613.290755922702,14700.771735322101
"20_2_3_1","QP","QP4",20260810,COMPLETED,0.21741599056696240,0.47467900032491060,0.064215283428286210,0.0000000000000000,1.0000000000000000,26,230.82788258643396,10045.981928484536,14717.835615125408
"20_2_3_1","QP","QP5",20260808,COMPLETED,0.11032638852495376,0.54157068652599690,0.057297845032201436,0.0000000000000000,1.0000000000000000,16,252.95532633475915,10568.671597561854,13736.798807510850
"20_2_3_1","QP","QP5",20260809,COMPLETED,0.10481038525298031,0.55235495801570310,0.12494059641173906,0.0000000000000000,1.0000000000000000,9,246.26598551090538,10723.312345831479,14265.035113289945
"20_2_3_1","QP","QP5",20260810,COMPLETED,0.20288136395236128,0.48189167033044280,0.043063889709721845,0.0000000000000000,1.0000000000000000,29,247.39994137690863,10045.981928484536,14386.995487572378
"20_2_3_1","QP","QP6",20260808,COMPLETED,0.20608810804406360,0.43841019208950520,0.070674287210199140,0.0000000000000000,1.0000000000000000,16,243.58922432259010,10147.120349165078,13738.746327426703
"20_2_3_1","QP","QP6",20260809,COMPLETED,0.11849233635061894,0.53965102061298580,0.11419504579149603,0.0000000000000000,1.0000000000000000,15,232.01886933501964,10612.424205698228,13862.928852657780
"20_2_3_1","QP","QP6",20260810,COMPLETED,0.14679524911163472,0.52801681740066510,0.086823483864556490,0.0000000000000000,1.0000000000000000,36,227.10136842007583,9999.2678863171310,14209.033951105654
"20_2_3_1","VNS","V-Full",20260808,COMPLETED,0.22124451874373850,0.47672204008086920,0.063655903414738520,0.0000000000000000,1.0000000000000000,25,235.31554158743808,10108.231791032165,14412.238771929688
"20_2_3_1","VNS","V-Full",20260809,COMPLETED,0.13524166393129558,0.54134054962315140,0.090592155721388700,0.0000000000000000,1.0000000000000000,20,240.23929039351530,10307.719671179850,13919.459520367891
"20_2_3_1","VNS","V-Full",20260810,COMPLETED,0.25084292935561170,0.42372679026389126,0.083911761879016620,0.0000000000000000,1.0000000000000000,15,220.60776305463392,10336.760368925634,14790.755506820196
"20_2_3_1","VNS","V0",20260808,COMPLETED,0.20608810804406360,0.43841019208950520,0.070674287210199140,0.0000000000000000,1.0000000000000000,16,243.58922432259010,10147.120349165078,13738.746327426703
"20_2_3_1","VNS","V0",20260809,COMPLETED,0.11849233635061894,0.53965102061298580,0.11419504579149603,0.0000000000000000,1.0000000000000000,15,232.01886933501964,10612.424205698228,13862.928852657780
"20_2_3_1","VNS","V0",20260810,COMPLETED,0.14679524911163472,0.52801681740066510,0.086823483864556490,0.0000000000000000,1.0000000000000000,36,227.10136842007583,9999.2678863171310,14209.033951105654
"20_2_3_1","VNS","V1",20260808,COMPLETED,0.18941455184320116,0.51718081510255260,0.045173366732263730,0.0000000000000000,1.0000000000000000,22,243.58922432259010,9436.2185101379960,14525.395463148852
"20_2_3_1","VNS","V1",20260809,COMPLETED,0.11853016473535938,0.59069020241265170,0.073835551346553580,0.0000000000000000,1.0000000000000000,16,235.18529161603210,10526.182855599340,13777.844419565540
"20_2_3_1","VNS","V1",20260810,COMPLETED,0.14870535306440810,0.53287953345187310,0.095923738843287430,0.0000000000000000,1.0000000000000000,21,227.10136842007583,10214.420425209692,14870.823988770338
"20_2_3_1","VNS","V2",20260808,COMPLETED,0.18873871647285306,0.47215676438196635,0.10130087715543859,0.0000000000000000,1.0000000000000000,19,223.76541176851717,9869.8933275213680,13837.377720498210
"20_2_3_1","VNS","V2",20260809,COMPLETED,0.17817773981327933,0.47347358544855240,0.063546613156603950,0.0000000000000000,1.0000000000000000,6,237.72068968667966,10592.070244464887,13849.999265266986
"20_2_3_1","VNS","V2",20260810,COMPLETED,0.14071223564120030,0.51978591071503020,0.11965165241131495,0.0000000000000000,1.0000000000000000,13,238.84377472667833,10440.388906302733,14962.209844603469
"20_2_3_1","VNS","V3",20260808,COMPLETED,0.19005668221946279,0.47599414066569630,0.10365016621326639,0.0000000000000000,1.0000000000000000,14,240.17789024862532,10106.257733632320,13764.175913980593
"20_2_3_1","VNS","V3",20260809,COMPLETED,0.12733335880924904,0.56956921520082090,0.059864313834595090,0.0000000000000000,1.0000000000000000,20,221.31283700829957,10478.576906601775,13905.197405805920
"20_2_3_1","VNS","V3",20260810,COMPLETED,0.20011395450029695,0.45517314227502200,0.095704855418251360,0.0000000000000000,1.0000000000000000,16,238.38158673926490,10114.628719091015,15692.678483424035
"20_2_3_1","VNS","V4",20260808,COMPLETED,0.20394600524561815,0.47924825618093600,0.050357520904169596,0.0000000000000000,1.0000000000000000,25,235.31554158743808,10281.879318315467,14281.276343642503
"20_2_3_1","VNS","V4",20260809,COMPLETED,0.16380036589543318,0.51623601056853240,0.067787273094626870,0.0000000000000000,1.0000000000000000,20,211.02823314464210,10382.869571281422,13919.459520367891
"20_2_3_1","VNS","V4",20260810,COMPLETED,0.23856086200422910,0.43756971937545760,0.067818824139537630,0.0000000000000000,1.0000000000000000,25,233.50573252460663,10112.179924141510,13675.683934727096
"20_2_3_1","VNS","V5",20260808,COMPLETED,0.17585951220662016,0.51032319494220150,0.056712369669649140,0.0000000000000000,1.0000000000000000,22,236.49322046067060,10231.828508523842,13930.797341527320
"20_2_3_1","VNS","V5",20260809,COMPLETED,0.14375239937864207,0.53778073058236380,0.040305519801875960,0.0000000000000000,1.0000000000000000,19,231.53400176983814,10603.231120501772,13919.459520367891
"20_2_3_1","VNS","V5",20260810,COMPLETED,0.30427196004052576,0.35387039579343527,0.065675833736497810,0.0000000000000000,1.0000000000000000,21,237.95220933556854,10056.585382542993,14645.792675135839
"chapter4-golden-author-bridge","FM","FM0",20260808,COMPLETED,0.91598952136524370,0.058139568366797730,0.067569057619318640,0.38636363636363635,1.0000000000000000,55,50.454545454545450,1806.4210284664828,2514.6561771561770
"chapter4-golden-author-bridge","FM","FM0",20260809,COMPLETED,0.89644361013254210,0.096196903791052710,0.057436553861348280,0.20454545454545456,1.0000000000000000,35,47.500000000000000,1841.1855442537260,2560.6701631701635
"chapter4-golden-author-bridge","FM","FM0",20260810,COMPLETED,0.97473314778643450,0.079465276484165280,0.049180029273356320,0.38636363636363635,1.0000000000000000,27,46.900826446280995,1833.4153657790018,2513.8764568764564
"chapter4-golden-author-bridge","FM","FM1",20260808,COMPLETED,0.28369224622493510,0.42577091889745430,0.044165756109214490,0.0000000000000000,1.0000000000000000,25,49.178003675849370,1978.9069009511213,2664.5256927791540
"chapter4-golden-author-bridge","FM","FM1",20260809,COMPLETED,0.28714256669881700,0.41792856520797400,0.061778198101231190,0.0000000000000000,1.0000000000000000,29,51.254824987218920,1992.6577733206318,2750.6431140333552
"chapter4-golden-author-bridge","FM","FM1",20260810,COMPLETED,0.32078178702886145,0.39983957429085400,0.038178042761214870,0.0000000000000000,1.0000000000000000,22,52.537167818540370,1980.5969895271471,2716.7303677492046
"chapter4-golden-author-bridge","FM","FM2",20260808,COMPLETED,0.35060428428723480,0.38548973169831113,0.037818859278731760,0.0000000000000000,1.0000000000000000,25,50.711424383521006,1961.3994009327298,2704.2986598856833
"chapter4-golden-author-bridge","FM","FM2",20260809,COMPLETED,0.34966009803143105,0.40903468250097980,0.028962653325274630,0.022727272727272728,1.0000000000000000,27,45.605752502831270,1964.4668869643600,2759.8121389274693
"chapter4-golden-author-bridge","FM","FM2",20260810,COMPLETED,0.34831852532577910,0.40145480749014850,0.045422570779757600,0.0000000000000000,1.0000000000000000,26,52.557040081203000,1962.2967743518702,2684.6924128414840
"chapter4-golden-author-bridge","FM","FM3",20260808,COMPLETED,0.34887911164142804,0.38777414188207600,0.036349426329631760,0.0000000000000000,1.0000000000000000,24,52.300395094526070,1963.4428870057072,2724.1871882002180
"chapter4-golden-author-bridge","FM","FM3",20260809,COMPLETED,0.31495330872319766,0.40202149371386770,0.029867009018358130,0.0000000000000000,1.0000000000000000,33,53.037469670106760,1969.6854316666909,2735.9398125116660
"chapter4-golden-author-bridge","FM","FM3",20260810,COMPLETED,0.32134890452984540,0.39837948557086894,0.047883916788707760,0.0000000000000000,1.0000000000000000,37,50.739653154422330,1973.3847031141404,2766.4887142551650
"chapter4-golden-author-bridge","FULL","B0",20260808,COMPLETED,0.91598952136524370,0.058139568366797730,0.067569057619318640,0.38636363636363635,1.0000000000000000,55,50.454545454545450,1806.4210284664828,2514.6561771561770
"chapter4-golden-author-bridge","FULL","B0",20260809,COMPLETED,0.89644361013254210,0.096196903791052710,0.057436553861348280,0.20454545454545456,1.0000000000000000,35,47.500000000000000,1841.1855442537260,2560.6701631701635
"chapter4-golden-author-bridge","FULL","B0",20260810,COMPLETED,0.97473314778643450,0.079465276484165280,0.049180029273356320,0.38636363636363635,1.0000000000000000,27,46.900826446280995,1833.4153657790018,2513.8764568764564
"chapter4-golden-author-bridge","FULL","B1",20260808,COMPLETED,0.34887911164142804,0.38777414188207600,0.036349426329631760,0.0000000000000000,1.0000000000000000,24,52.300395094526070,1963.4428870057072,2724.1871882002180
"chapter4-golden-author-bridge","FULL","B1",20260809,COMPLETED,0.31495330872319766,0.40202149371386770,0.029867009018358130,0.0000000000000000,1.0000000000000000,33,53.037469670106760,1969.6854316666909,2735.9398125116660
"chapter4-golden-author-bridge","FULL","B1",20260810,COMPLETED,0.32134890452984540,0.39837948557086894,0.047883916788707760,0.0000000000000000,1.0000000000000000,37,50.739653154422330,1973.3847031141404,2766.4887142551650
"chapter4-golden-author-bridge","FULL","B2",20260808,COMPLETED,0.35883862092718777,0.37982071070473716,0.096511207559837120,0.0000000000000000,1.0000000000000000,26,53.158634218276035,1958.8332937913508,2691.7865423308263
"chapter4-golden-author-bridge","FULL","B2",20260809,COMPLETED,0.35759456874707860,0.38092345902637710,0.053861965420752980,0.0000000000000000,1.0000000000000000,28,50.551713954856330,1954.8169305782970,2746.6731420896440
"chapter4-golden-author-bridge","FULL","B2",20260810,COMPLETED,0.33470641348029890,0.40824130092893720,0.024179245990318114,0.0000000000000000,1.0000000000000000,41,49.731859897956085,1950.9097018407258,2688.3274122412995
"chapter4-golden-author-bridge","FULL","B3",20260808,COMPLETED,0.35883862092718777,0.37982071070473716,0.096511207559837120,0.0000000000000000,1.0000000000000000,26,53.158634218276035,1958.8332937913508,2691.7865423308263
"chapter4-golden-author-bridge","FULL","B3",20260809,COMPLETED,0.35759456874707860,0.38092345902637710,0.053861965420752980,0.0000000000000000,1.0000000000000000,28,50.551713954856330,1954.8169305782970,2746.6731420896440
"chapter4-golden-author-bridge","FULL","B3",20260810,COMPLETED,0.33470641348029890,0.40824130092893720,0.024179245990318114,0.0000000000000000,1.0000000000000000,41,49.731859897956085,1950.9097018407258,2688.3274122412995
"chapter4-golden-author-bridge","FULL","B4",20260808,COMPLETED,0.32625199006417480,0.40999497425069004,0.029302349448032953,0.0000000000000000,1.0000000000000000,29,50.790374923829820,1956.2336735808890,2710.4972862650025
"chapter4-golden-author-bridge","FULL","B4",20260809,COMPLETED,0.35399057494374647,0.38141192943545066,0.057102349691151850,0.0000000000000000,1.0000000000000000,23,49.288312890819210,1974.4827538996753,2717.3581980372170
"chapter4-golden-author-bridge","FULL","B4",20260810,COMPLETED,0.32575104625770873,0.39710870312963480,0.042405526103999220,0.0000000000000000,1.0000000000000000,35,51.610985981641370,1957.4767785664540,2725.2227769924510
"chapter4-golden-author-bridge","FULL","B5",20260808,COMPLETED,0.31753927734765720,0.41379639217979130,0.042955441073638860,0.0000000000000000,1.0000000000000000,32,52.033438975012740,1956.2336735808890,2655.2352970908555
"chapter4-golden-author-bridge","FULL","B5",20260809,COMPLETED,0.32619020231863194,0.40601093679029740,0.057610979137195845,0.0000000000000000,1.0000000000000000,25,48.652110086928076,1985.3051794061760,2701.0739014667615
"chapter4-golden-author-bridge","FULL","B5",20260810,COMPLETED,0.34041331968109290,0.37920253496944983,0.037361307119213980,0.0000000000000000,1.0000000000000000,31,50.506844341244480,1956.8093248074033,2728.2464282723740
"chapter4-golden-author-bridge","FULL","B6",20260808,COMPLETED,0.34578013709117810,0.39415289468072650,0.047481567125586780,0.0000000000000000,1.0000000000000000,35,51.558540073582330,1948.2129025225990,2826.1342628497923
"chapter4-golden-author-bridge","FULL","B6",20260809,COMPLETED,0.34045084078699606,0.39483859402734030,0.040306911175658920,0.0000000000000000,1.0000000000000000,40,48.229259380756940,1980.6075815179029,2704.0876620976915
"chapter4-golden-author-bridge","FULL","B6",20260810,COMPLETED,0.33742277394512840,0.40643862677418070,0.045250216079179730,0.0000000000000000,1.0000000000000000,26,50.506844341244480,1957.3056660638651,2748.1127456760950
"chapter4-golden-author-bridge","FULL","B7",20260808,COMPLETED,0.37415712486175260,0.36711996298325555,0.053168630933338050,0.0000000000000000,1.0000000000000000,32,49.148739928942675,1958.2980314324616,2641.4433869690620
"chapter4-golden-author-bridge","FULL","B7",20260809,COMPLETED,0.37083761686496197,0.38075390008913745,0.032123770518496310,0.0000000000000000,1.0000000000000000,40,47.141582957477574,1965.4703756482913,2662.8157507114347
"chapter4-golden-author-bridge","FULL","B7",20260810,COMPLETED,0.35283608136394610,0.38741282611829087,0.034427565605831070,0.0000000000000000,1.0000000000000000,34,48.065235545459770,1952.1519732531879,2741.7207910156020
