runId,sourceRunId,reused,instance,instanceSha256,matrix,label,seed,status,reason,configurationSha256,mechanismVectorHash,initialPopulationSha256,fullEvaluations,wallClockMillis,cpuNanos,cfvfRepairs,caTaEvaluations,illegalSolutions,Fmax,Favg,FE,VarFw,highFatigueRatio,longestContinuousWork,totalNaturalRecovery,loadImbalance,frontSize
"20_2_3_1|FM|FM3|20260809","20_2_3_1|FM|FM3|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FM","FM3",20260809,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","3535106f74d8dc00cdfde73a2f73e49f34d75cf9057790ac2e947c78010c04bd","e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1955,40,31250000,0,1655,0,0.99997769412587480,0.65110825042832070,54.297693253569655,0.060061210205673800,0.081596282754104670,250.04955649869515,506.10498050693616,0.57370189326169670,27
"20_2_3_1|FM|FM3|20260810","20_2_3_1|FM|FM3|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FM","FM3",20260810,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","a869e66f0dbc5c4be8b465914c7a8e905651374d2bde13b4ed70e80ced19e8eb","e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1976,39,31250000,0,1676,0,0.99994762744086870,0.67386729090238640,51.700405817127440,0.052678893760323400,0.090141787626828900,238.75268041680127,333.61889380312573,0.52494861735970870,18
"20_2_3_1|FULL|B0|20260808","20_2_3_1|FM|FM0|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B0",20260808,COMPLETED,"EXACT_PROFILE_REUSE hash=88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8 from 20_2_3_1|FM|FM0|20260808","869b9278ddd35bd86457b4c87961d581070ab65ce41c44d2fc1cea429cb0dbf0","88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1966,26,31250000,0,1666,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,212.93879859636158,0.0000000000000000,0.53947872523447930,34
"20_2_3_1|FULL|B0|20260809","20_2_3_1|FM|FM0|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B0",20260809,COMPLETED,"EXACT_PROFILE_REUSE hash=88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8 from 20_2_3_1|FM|FM0|20260809","90facd8b11ef66f3e81ba3f66e93ae3b90e23bccbdae595c5941ccedc7f38afe","88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1962,26,31250000,0,1662,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,196.78562009419160,0.0000000000000000,0.53390893532035740,25
"20_2_3_1|FULL|B0|20260810","20_2_3_1|FM|FM0|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B0",20260810,COMPLETED,"EXACT_PROFILE_REUSE hash=88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8 from 20_2_3_1|FM|FM0|20260810","da5e2eb108cc90a71102e96807b1953914b6f4d1f72f9f1017b639d584b063e6","88e759a873549e8d5cb344311f9b0ffa33e7c3c50aa9c3179187f860c06ac7d8","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1965,24,15625000,0,1665,0,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,211.20956728489523,0.0000000000000000,0.54731026583458190,31
"20_2_3_1|FULL|B1|20260808","20_2_3_1|FM|FM3|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B1",20260808,COMPLETED,"EXACT_PROFILE_REUSE hash=e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f from 20_2_3_1|FM|FM3|20260808","c48424e29a74581f226b5561235bd1478dcc15eecd3b3056fdddb0293bd7146a","e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1974,42,46875000,0,1674,0,0.99999905932373180,0.67359142229908240,62.178917122131860,0.059382075004723735,0.090370466862343600,266.14023386343720,385.37736990165920,0.60206186108673780,36
"20_2_3_1|FULL|B1|20260809","20_2_3_1|FM|FM3|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B1",20260809,COMPLETED,"EXACT_PROFILE_REUSE hash=e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f from 20_2_3_1|FM|FM3|20260809","3535106f74d8dc00cdfde73a2f73e49f34d75cf9057790ac2e947c78010c04bd","e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1955,40,31250000,0,1655,0,0.99997769412587480,0.65110825042832070,54.297693253569655,0.060061210205673800,0.081596282754104670,250.04955649869515,506.10498050693616,0.57370189326169670,27
"20_2_3_1|FULL|B1|20260810","20_2_3_1|FM|FM3|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B1",20260810,COMPLETED,"EXACT_PROFILE_REUSE hash=e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f from 20_2_3_1|FM|FM3|20260810","a869e66f0dbc5c4be8b465914c7a8e905651374d2bde13b4ed70e80ced19e8eb","e0bef85c2e2395491016f9ef93b53f4b0422cc765597aa967ea2ba7ac5479a3f","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1976,39,31250000,0,1676,0,0.99994762744086870,0.67386729090238640,51.700405817127440,0.052678893760323400,0.090141787626828900,238.75268041680127,333.61889380312573,0.52494861735970870,18
"20_2_3_1|FULL|B2|20260808","20_2_3_1|FULL|B2|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B2",20260808,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","57f5e45798ef8f72353bbfb3051df02dd3b7143d04f2a97fb3dacdde3190e52e","4bc8c04ad3475efecb3910740783b176571a95c4fd477a550e79c012fcdaa0a0","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1965,45,46875000,0,1665,0,0.99998014694657410,0.66688929843282550,52.278241663271950,0.053654240078138994,0.080975743539975570,246.30416507272420,390.58046833832844,0.56461787335247940,51
"20_2_3_1|FULL|B2|20260809","20_2_3_1|FULL|B2|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B2",20260809,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","16315dd4126ff0f92da0092ce3a50a33dc0f4ea8809ce49da81acf04f56f857a","4bc8c04ad3475efecb3910740783b176571a95c4fd477a550e79c012fcdaa0a0","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1968,44,46875000,0,1668,0,0.99998946928567940,0.66366458353740110,49.047533798843900,0.052423942973846690,0.089451132512977470,233.51168190966230,351.66352303466830,0.54910720839017210,30
"20_2_3_1|FULL|B2|20260810","20_2_3_1|FULL|B2|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B2",20260810,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","b5d02924adf474c907e7c0bfd28aab0b051ba9c186e6c5de09f3c6fb7cc618e0","4bc8c04ad3475efecb3910740783b176571a95c4fd477a550e79c012fcdaa0a0","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1977,44,31250000,0,1677,0,0.99999119988751710,0.67490135985776480,50.486875808965415,0.053439361568192185,0.086921023686639370,217.36454786816670,385.29637420528030,0.54026253194713660,25
"20_2_3_1|FULL|B3|20260808","20_2_3_1|FULL|B3|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B3",20260808,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","fa772db16812ead9e9870dd2b6b0fb9b7eb9f3fd82835e1e73384ae10b57ffae","563049f334f97839083f0185325716edc88e7dc6517a56cc6936284f141bca00","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1965,55,31250000,0,1665,0,0.99998014694657410,0.66688929843282550,52.278241663271950,0.053654240078138994,0.080975743539975570,246.30416507272420,390.58046833832844,0.56461787335247940,51
"20_2_3_1|FULL|B3|20260809","20_2_3_1|FULL|B3|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B3",20260809,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","3537185ba3742db4588c4500d17adf6e6ed453a54ed33243efbc31dee33b05f2","563049f334f97839083f0185325716edc88e7dc6517a56cc6936284f141bca00","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1968,53,62500000,0,1668,0,0.99998946928567940,0.66366458353740110,49.047533798843900,0.052423942973846690,0.089451132512977470,233.51168190966230,351.66352303466830,0.54910720839017210,30
"20_2_3_1|FULL|B3|20260810","20_2_3_1|FULL|B3|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B3",20260810,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","df2ae17d9f889d4b7267cf1cdd070ee05d1faa3c6b1c23a098879aa969cc0d27","563049f334f97839083f0185325716edc88e7dc6517a56cc6936284f141bca00","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1977,56,31250000,0,1677,0,0.99999119988751710,0.67490135985776480,50.486875808965415,0.053439361568192185,0.086921023686639370,217.36454786816670,385.29637420528030,0.54026253194713660,25
"20_2_3_1|FULL|B4|20260808","20_2_3_1|FULL|B4|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B4",20260808,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","26ee68abec75df1aa3d452621a2c0901ad32bfe5db4727b4bcd5053d89b108e4","01ccda74628eb0f1166c55504174ae0b56f8420b991a985aeda8395c04312ca3","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1942,60,62500000,0,1642,0,0.99986534028239760,0.65214260918163960,42.364169257589240,0.048197105451318100,0.080415824318300940,210.46248473929546,481.00680380992450,0.51655405174631160,28
"20_2_3_1|FULL|B4|20260809","20_2_3_1|FULL|B4|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B4",20260809,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","ee7844601408ccc054fc6026c132e4ead3e39107da979cc8ddf81e87cefcfc0f","01ccda74628eb0f1166c55504174ae0b56f8420b991a985aeda8395c04312ca3","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1968,58,62500000,0,1668,0,0.99999425829224210,0.66929079181665430,54.590318906408040,0.051756583655451306,0.082584897043511600,264.96873108588740,384.97053734890625,0.59691668728855350,28
"20_2_3_1|FULL|B4|20260810","20_2_3_1|FULL|B4|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B4",20260810,COMPLETED,"BUDGET_BEFORE_PARTIAL_GENERATION","1f4342d4e674d55d55eb0757dc0c034a83adb09433396db708f419399eff34f0","01ccda74628eb0f1166c55504174ae0b56f8420b991a985aeda8395c04312ca3","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1973,63,78125000,0,1673,0,0.99968796949867160,0.66721389619416570,44.143245101345116,0.050110079382829740,0.087130562283111130,221.42303018840158,362.70361677181904,0.52074170724144040,33
"20_2_3_1|FULL|B5|20260808","20_2_3_1|FV|FV-Full|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260808,COMPLETED,"EXACT_PROFILE_REUSE hash=97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583 from 20_2_3_1|FV|FV-Full|20260808","a9a5ee7575df741e7ac2ca3ba4ef6bc32d55458af4471d67bdf8335259b17c32","97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",1953,60,62500000,0,1653,0,0.99995759314716640,0.64760764250291480,37.894588981446994,0.047765794163525490,0.078774501022540970,205.35854202226784,500.56144255523180,0.49731244614415180,22
"20_2_3_1|FULL|B5|20260809","20_2_3_1|FV|FV-Full|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260809,COMPLETED,"EXACT_PROFILE_REUSE hash=97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583 from 20_2_3_1|FV|FV-Full|20260809","ced81acf635180810f762dd44efbacdf030877fd90aa9316a7938d78a9e93516","97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",1971,56,62500000,0,1671,0,0.99999440125405440,0.67341870237900540,56.754269465509770,0.056309523833767110,0.099740604025396200,264.69910890065347,342.02609434746506,0.57287873014614430,34
"20_2_3_1|FULL|B5|20260810","20_2_3_1|FV|FV-Full|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B5",20260810,COMPLETED,"EXACT_PROFILE_REUSE hash=97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583 from 20_2_3_1|FV|FV-Full|20260810","5ffaed824ffa0b5ed80a4296a0c15333ae9639eef155ea29342f426845f1ef24","97bc400ebd39037f6bd11d26a53080c09ca06439d6bf9f6061cf3cf8cd85b583","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",1960,65,46875000,0,1660,0,0.99999853930754610,0.66655693996055780,43.275340018929704,0.051340157403912790,0.081014314855970340,224.32905278487553,379.04380965386156,0.53327059597766470,50
"20_2_3_1|FULL|B6|20260808","20_2_3_1|VNS|V1|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B6",20260808,COMPLETED,"EXACT_PROFILE_REUSE hash=bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139 from 20_2_3_1|VNS|V1|20260808","2e682d7042316c8cbaf4df8a9dce3b7cc5508596adf1c46ac86a9fffd9f6ae6d","bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",2000,79,62500000,0,1700,0,0.99962109710467970,0.64800302896792690,37.301656013553550,0.043192315293344774,0.078413724196774840,190.70110047589253,462.66504583575556,0.51319796933811290,26
"20_2_3_1|FULL|B6|20260809","20_2_3_1|VNS|V1|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B6",20260809,COMPLETED,"EXACT_PROFILE_REUSE hash=bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139 from 20_2_3_1|VNS|V1|20260809","3a5a90b3cef6fa0c2df177ab16b8841071fcec4b5080b45d12a07d5d0bbf9a93","bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",2000,80,78125000,0,1700,0,0.99999010123242530,0.65104414337007910,44.132607632221130,0.051623182710118905,0.083149909437308750,220.82908682470608,387.96264849013113,0.51413822435677060,24
"20_2_3_1|FULL|B6|20260810","20_2_3_1|VNS|V1|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B6",20260810,COMPLETED,"EXACT_PROFILE_REUSE hash=bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139 from 20_2_3_1|VNS|V1|20260810","48de18795444bc2103a6423d7fe39dfd39567245fc14ba9ba5ab90c5554dd30e","bb78cbb181058240156e2a37888279e64e02df8447d4822e9491cf5df18ea139","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",2000,78,78125000,0,1700,0,0.99965853601623080,0.67037392044913370,45.244505582454785,0.054847379946981180,0.083758935466744660,222.84007958443580,361.86223238916097,0.48259784483104520,27
"20_2_3_1|FULL|B7|20260808","20_2_3_1|VNS|V5|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B7",20260808,COMPLETED,"EXACT_PROFILE_REUSE hash=cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e from 20_2_3_1|VNS|V5|20260808","14b9271d04e5933a808dbb7c2ec1a67490deede431024f013fa4c6e8a2fca21c","cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e","ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe",2000,135,140625000,0,1500,0,0.99999864269717340,0.65939168757789870,50.566754365571630,0.052706995148148070,0.098481603901176550,224.51602137529100,410.49097407473516,0.54833002977386090,40
"20_2_3_1|FULL|B7|20260809","20_2_3_1|VNS|V5|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B7",20260809,COMPLETED,"EXACT_PROFILE_REUSE hash=cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e from 20_2_3_1|VNS|V5|20260809","3bf6618c68f9221ff7ce91e8d6e88db8dbced6f89181bf687ef85b5a07eb7614","cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e","53768fbc14fa722afe25c9c5862be2bf9ec16f9bf121a398b4e498607b65830b",2000,127,125000000,0,1500,0,0.99999010123242530,0.67049493043869990,57.204811936810120,0.056780014329649770,0.098086054408351720,247.77839784053003,392.44104903257710,0.56833883385848070,33
"20_2_3_1|FULL|B7|20260810","20_2_3_1|VNS|V5|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B7",20260810,COMPLETED,"EXACT_PROFILE_REUSE hash=cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e from 20_2_3_1|VNS|V5|20260810","0ddd66e7a1ffecc211647cda24cc43a3b1416c7306e680ddbabb639e8f338e61","cefeff7f34282a63293ab60f86fef4017897e3df277152b9ddc23d172e9b8d5e","bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62",2000,128,109375000,0,1500,0,0.99992651574841710,0.66371402842327500,38.445897002181960,0.047495596686356950,0.085074478879179200,203.97062966289235,378.39145571232393,0.48447563781804504,25
