runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260820-A0,2,20260820,A0,COMPLETED,100000,121,9105a0a72f9765afa0970dc18e728de14c2f358a3b0f030bcb094a56bd70a763,3583371700
