checkpointTargetFE,checkpointObservedFE,overshootFE,frontType,candidateFingerprint,Cmax,TEC,TWC
25000,25000,0,checkpoint-decision-front,d4a80a7a0aae0db2311db7c011d1c058812f00d6818b9bd0095cfbe7d249630f,807.0648341963946,127567.85008626644,360709.77498068457
25000,25000,0,checkpoint-decision-front,5f112ba312e4469df9a91819ac44ddb5c22dea7448b20e2143b775908f3aaccf,866.3369810692393,125966.52237330984,371303.08401236474
25000,25000,0,checkpoint-decision-front,4274255fe9702f4e61d6fcac405c9fc3d1b794c063420655c7d0ea390f0e1911,879.7334656047958,125677.05286899989,354194.2699209208
25000,25000,0,checkpoint-decision-front,4238e5c2dd42080680686fe0716bd6548c40d6a27f3b5d73342bddb99270e18a,896.7241905828815,124877.53377019172,350991.0152735506
25000,25000,0,checkpoint-decision-front,36a424465b2de996dc727fb392f295645038c68f7d9dc9b7e6e36d6c04338f0b,895.1310499302677,124924.9990924197,353009.42584945844
25000,25000,0,checkpoint-decision-front,c9d6d8fe1730e6b972051e2bf86a10cab6184b842713226bb3a4e654148bd7f4,843.2251834505458,126331.15947793372,352441.76225128514
25000,25000,0,checkpoint-decision-front,63ed3d66d723c53f7cc0484c90e6f552257a650051e015805ced1098799be0fc,839.9461401630512,126977.2569171857,351735.05550379225
25000,25000,0,checkpoint-decision-front,78440bb20d0d6e1f67b66811bca11ffd6f2fdb1c69a7cd0f5cff6afa0232f434,821.7705419882881,127203.1807830518,355148.0153174193
25000,25000,0,checkpoint-decision-front,9d1be85bfdc0473f686b11a174417eef34ed2a6142bc7d52497199180ad7b24b,824.9091137428226,127041.37327808801,353042.99708817335
25000,25000,0,checkpoint-decision-front,d9276a545ac7f552779352cc62440a0d50c5b1b0345db6e1f715ee58e19070a6,836.6419689393604,127492.47892811,352273.17221167986
25000,25000,0,checkpoint-decision-front,d1288c2001ae808eef2f48f12038e565c238bcfae7537892e180814556489c88,840.6794398479379,126933.82374178818,356784.15570896916
25000,25000,0,checkpoint-decision-front,55b72f4ef97baff9fdb79bb58cc6cb73520cd8d8fbf76b421142d9e676ab76e5,870.6329252484468,125168.80473142833,358465.25540467363
25000,25000,0,checkpoint-decision-front,f973bba3d3a352de81ee0155d818f6d61a080a3cfa8b7fa1455c3c0c7504873f,842.5996911880164,126342.1746188099,361039.66371798055
25000,25000,0,checkpoint-decision-front,822e93fd78190149f3b182673332812c25e73c03874a50318704302c49d6582a,805.4911454598697,127754.18319764857,358387.2983193812
25000,25000,0,checkpoint-decision-front,24bb2f8051fb16b6ca4f337b02a07d4d4a89188a2508bbc812520dc5ec963197,822.4479761034045,127704.28186164194,355024.946834581
25000,25000,0,checkpoint-decision-front,b476c116639e8ced6019382e5f36dbb6e7c79d6ac7ee5812487aeff6c192eeb3,816.2776794528936,127536.0959005169,357688.4054342043
25000,25000,0,checkpoint-decision-front,2ed8b5647334e7ee79d75a2682419706eb4745814969a429bdd55e13634e7b63,838.5558168022238,127551.18280854808,351225.9484966838
25000,25000,0,checkpoint-decision-front,0c66ccf52b8c128b8584732189d2cfb8742ddafd40ee62ee13414a29abcecc81,813.743527359883,127472.74070889509,358864.6717843106
25000,25000,0,checkpoint-decision-front,d5578888f2e21302e06554252b5844573402f67228004a910f5bb5fa4d089ef2,822.4479761034045,127777.52766003556,354010.02831861976
25000,25000,0,checkpoint-decision-front,402174507fcc882575557bd262261a9a35926ed6c0ff3f5e35b62c39d2920a4e,875.0570794044934,125962.49118632931,355149.3810924601
25000,25000,0,checkpoint-decision-front,8a03d29d0884a202b144e8f15372ddcbbf83ac70d82c4ec2e1d23fcb31f5be15,851.3084352673868,126202.19723910285,356217.6476859787
25000,25000,0,checkpoint-decision-front,f8c71eb4785de1f9ae213d6be4453c2cb3e6d0c1561751910ca8a7841f71bdf8,785.6674426545097,129374.20785873354,354185.8634592886
25000,25000,0,checkpoint-decision-front,5fb13cc6f1602cc12c791428c40b1f075b514cb917459445fb19ec9b321fcdab,782.4145383923086,129593.56965834516,353118.4057720248
25000,25000,0,checkpoint-decision-front,e3d33ee07241843b94809e765f9cedeb65b129875c819e8cdfa61d51235d699c,776.8749579141363,129901.75842364176,351722.0925267316
25000,25000,0,checkpoint-decision-front,1315cad3cd74ea61e947a841edc3b8785db158456c6330767154313da0a32444,832.5727024897242,127646.53801362385,348135.12645052373
25000,25000,0,checkpoint-decision-front,14e28c2944da7ed0c4479aae24ea2008e299437d3b6e38a6abf987745b1d727c,856.9036952881572,126512.03400175512,348277.04470380355
25000,25000,0,checkpoint-decision-front,8c4cf518adf4f39e5c6046782c7b7acf00566e3b9751ebe156010d9f77ac846d,813.3021327358242,127215.239649552,360775.04167452094
25000,25000,0,checkpoint-decision-front,43ba93ffd94e58311869f50d10c0299ad039e804cc1bd4b73dab657fa7b2c7f6,890.3885009209961,125022.16683807885,365094.3976151097
25000,25000,0,checkpoint-decision-front,ba67179ef203e93f25eb8c70ceb0a90a41a7679b174b541f770fd93a727e3418,864.2451076814699,125447.82081090655,376412.308621362
25000,25000,0,checkpoint-decision-front,c8964b7423982091cbd95505fd835373bf1d04942e31cfb72aec48391dabb6db,866.7477574551177,125498.07627584398,364648.2373908806
25000,25000,0,checkpoint-decision-front,1cb0bc69e7f9dbf7a90fca14913fb369967e8b69fc7f84dac26a4d0e6606ff51,837.4053677339455,126484.22304047058,358939.4514032873
25000,25000,0,checkpoint-decision-front,d3aa17c6415bbdcb7e98837fc16d20a726a54c39ca39b7379ef8855d16c6301e,830.533419416505,126428.23236972568,360051.8694247482
25000,25000,0,checkpoint-decision-front,3fecb9cd01f13223935b472099bd80c2a4bce7f0b94bb1b2dca762c8749cc809,824.7564271218208,126802.49854380351,364017.48733767285
25000,25000,0,checkpoint-decision-front,e9064d79b7766575f369c12e071c701bd55802788e3703005126f3a689700290,841.1554422583508,126171.61189449164,367906.91792807716
25000,25000,0,checkpoint-decision-front,62aff891a3cdd9d17d6371267bb92108f1433f5633206570ed325bfe07026666,881.4563014967262,125441.36543408695,349971.7981509147
