runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260824-MOPSO_F,3,20260824,MOPSO_F,COMPLETED,50000,209,91439f037899eed0654b33e964f6a08baba9abd1e33003c5678d120700711061,9223123512
