path	bytes	sha256	coldArchivePath
02-remote-run/results/SA-HARD-V5-500k/source-ledger.csv	164588161	4ff24a1465a622eb6f58aa0d27c35bda4554e4d4e22f3b71b734d5e97cbf55bb	G:/ResearchArchive/ZhangBo-V35-Paper-Evidence-20260823/packages/v35-source-attribution-v5-sa-hard-500k/source-ledger.csv
02-remote-run/results/SA-HARD-V5-500k/source-lifecycle-events.csv	447875375	9a6c8360ebc7eaaab65e7d6db18c22dfea124941447abbceedc5e60704fe77b6	G:/ResearchArchive/ZhangBo-V35-Paper-Evidence-20260823/packages/v35-source-attribution-v5-sa-hard-500k/source-lifecycle-events.csv
