granularity,instance,seed,arm,cohortWindowEndFE,representative,poolRepresentatives,pddrSelected,poolToPddrRate,enteredNextPopulation,poolToNextRate,nextCycleEligible,survivedNextCycle,nextToNextCycleRate,teacherUsed,nextToTeacherRate,teacherExposure,teacherProducedImprovement,teacherToImprovementRate,improvedOffspringCount
LABEL_EVENT,100_5_3_1,20260902,A4,150000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,318,7,1.0,109
LABEL_EVENT,100_5_3_1,20260902,A4,150000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,5,0.8333333333333334,4,0.6666666666666666,5355,4,1.0,2448
LABEL_EVENT,100_5_3_1,20260902,A4,150000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,275,7,1.0,314
LABEL_EVENT,100_5_3_1,20260902,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,5,1.0,30,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A4,200000,E_C,5,5,1.0,5,1.0,5,5,1.0,5,1.0,99,4,0.8,40
LABEL_EVENT,100_5_3_1,20260902,A4,200000,E_E,5,3,0.6,3,0.6,3,3,1.0,3,1.0,440,3,1.0,204
LABEL_EVENT,100_5_3_1,20260902,A4,200000,E_W,5,5,1.0,5,1.0,5,3,0.6,4,0.8,106,3,0.75,53
LABEL_EVENT,100_5_3_1,20260902,A4,250000,E_B,5,5,1.0,5,1.0,4,3,0.75,1,0.2,2,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A4,250000,E_C,5,4,0.8,4,0.8,3,2,0.6666666666666666,3,0.75,7,0,0.0,0
LABEL_EVENT,100_5_3_1,20260902,A4,250000,E_E,5,4,0.8,4,0.8,3,0,0.0,2,0.5,281,2,1.0,136
LABEL_EVENT,100_5_3_1,20260902,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,52,3,0.75,17
LABEL_EVENT,100_5_3_1,20260903,A2,50000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,50000,E_W,1,1,1.0,1,1.0,1,1,1.0,1,1.0,77,1,1.0,161
LABEL_EVENT,100_5_3_1,20260903,A2,100000,E_B,2,2,1.0,2,1.0,2,0,0.0,1,0.5,1,0,0.0,0
LABEL_EVENT,100_5_3_1,20260903,A2,100000,E_C,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,100000,E_E,2,2,1.0,2,1.0,2,1,0.5,1,0.5,1,0,0.0,0
LABEL_EVENT,100_5_3_1,20260903,A2,100000,E_W,2,2,1.0,2,1.0,2,1,0.5,1,0.5,1,1,1.0,4
LABEL_EVENT,100_5_3_1,20260903,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,2,1,1.0,16
LABEL_EVENT,100_5_3_1,20260903,A2,150000,E_E,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,150000,E_W,1,1,1.0,1,1.0,1,0,0.0,1,1.0,1,1,1.0,19
LABEL_EVENT,100_5_3_1,20260903,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,200000,E_C,2,1,0.5,1,0.5,1,0,0.0,1,1.0,29,1,1.0,231
LABEL_EVENT,100_5_3_1,20260903,A2,200000,E_E,2,1,0.5,1,0.5,1,0,0.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,250000,E_B,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A2,250000,E_C,2,2,1.0,2,1.0,1,1,1.0,1,0.5,2,1,1.0,16
LABEL_EVENT,100_5_3_1,20260903,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,33,1,1.0,123
LABEL_EVENT,100_5_3_1,20260903,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
LABEL_EVENT,100_5_3_1,20260903,A4,50000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,5,0.7142857142857143,36,2,0.4,2
LABEL_EVENT,100_5_3_1,20260903,A4,50000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,8861,7,1.0,5760
LABEL_EVENT,100_5_3_1,20260903,A4,50000,E_E,7,7,1.0,7,1.0,7,2,0.2857142857142857,6,0.8571428571428571,433,5,0.8333333333333334,161
LABEL_EVENT,100_5_3_1,20260903,A4,50000,E_W,7,7,1.0,7,1.0,7,5,0.7142857142857143,6,0.8571428571428571,1843,6,1.0,585
LABEL_EVENT,100_5_3_1,20260903,A4,100000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,6,0.8571428571428571,76,6,1.0,6
LABEL_EVENT,100_5_3_1,20260903,A4,100000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,12191,7,1.0,10228
LABEL_EVENT,100_5_3_1,20260903,A4,100000,E_E,7,7,1.0,7,1.0,7,6,0.8571428571428571,6,0.8571428571428571,332,5,0.8333333333333334,180
LABEL_EVENT,100_5_3_1,20260903,A4,100000,E_W,7,6,0.8571428571428571,6,0.8571428571428571,6,5,0.8333333333333334,6,1.0,852,6,1.0,468
LABEL_EVENT,100_5_3_1,20260903,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,6,0.8571428571428571,110,6,1.0,8
LABEL_EVENT,100_5_3_1,20260903,A4,150000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,5359,7,1.0,10743
LABEL_EVENT,100_5_3_1,20260903,A4,150000,E_E,7,7,1.0,7,1.0,7,5,0.7142857142857143,4,0.5714285714285714,175,3,0.75,106
LABEL_EVENT,100_5_3_1,20260903,A4,150000,E_W,7,6,0.8571428571428571,6,0.8571428571428571,6,5,0.8333333333333334,5,0.8333333333333334,123,5,1.0,136
LABEL_EVENT,100_5_3_1,20260903,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,2,0.4,2,0,0.0,0
LABEL_EVENT,100_5_3_1,20260903,A4,200000,E_C,5,5,1.0,5,1.0,5,5,1.0,5,1.0,1355,5,1.0,3800
LABEL_EVENT,100_5_3_1,20260903,A4,200000,E_E,5,4,0.8,4,0.8,4,3,0.75,4,1.0,7347,4,1.0,2664
LABEL_EVENT,100_5_3_1,20260903,A4,200000,E_W,5,4,0.8,4,0.8,4,3,0.75,4,1.0,1239,3,0.75,397
LABEL_EVENT,100_5_3_1,20260903,A4,250000,E_B,5,5,1.0,5,1.0,4,2,0.5,1,0.2,1,0,0.0,0
LABEL_EVENT,100_5_3_1,20260903,A4,250000,E_C,5,5,1.0,5,1.0,4,4,1.0,4,0.8,120,2,0.5,8
LABEL_EVENT,100_5_3_1,20260903,A4,250000,E_E,5,4,0.8,4,0.8,4,3,0.75,4,1.0,90,4,1.0,30
LABEL_EVENT,100_5_3_1,20260903,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,13,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,50000,E_B,1,1,1.0,1,1.0,1,0,0.0,1,1.0,3,1,1.0,3
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,82,1,1.0,200
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,50000,E_W,1,1,1.0,1,1.0,1,0,0.0,1,1.0,4,1,1.0,24
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,100000,E_B,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,100000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,112,2,1.0,229
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,100000,E_E,2,2,1.0,2,1.0,2,2,1.0,1,0.5,3,1,1.0,35
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,100000,E_W,2,2,1.0,2,1.0,2,2,1.0,2,1.0,41,2,1.0,53
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,44,1,1.0,97
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,150000,E_E,1,1,1.0,1,1.0,1,1,1.0,1,1.0,3,1,1.0,84
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,150000,E_W,1,1,1.0,1,1.0,1,1,1.0,1,1.0,21,1,1.0,21
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,54,2,1.0,153
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,200000,E_E,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,1.0,64
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,2,1.0,54,2,1.0,112
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,250000,E_B,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,250000,E_C,2,1,0.5,1,0.5,1,0,0.0,1,1.0,11,1,1.0,26
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,1,1,1.0,32
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,1,0.5,4,1,1.0,17
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,50000,E_B,6,6,1.0,6,1.0,6,5,0.8333333333333334,6,1.0,2597,3,0.5,87
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,50000,E_B+E_W,1,1,1.0,1,1.0,1,0,0.0,1,1.0,62,1,1.0,13
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,50000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,655,5,0.7142857142857143,1662
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,50000,E_E,7,7,1.0,7,1.0,7,3,0.42857142857142855,6,0.8571428571428571,2546,6,1.0,1031
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,50000,E_W,6,6,1.0,6,1.0,6,3,0.5,6,1.0,447,4,0.6666666666666666,183
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,100000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,5,0.7142857142857143,21,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,100000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,1062,7,1.0,2769
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,100000,E_E,7,7,1.0,7,1.0,7,4,0.5714285714285714,7,1.0,1110,7,1.0,558
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,100000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,245,6,0.8571428571428571,347
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,7,1.0,76,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,150000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,440,7,1.0,1359
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,150000,E_E,7,7,1.0,7,1.0,7,5,0.7142857142857143,6,0.8571428571428571,1524,6,1.0,711
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,150000,E_W,7,7,1.0,7,1.0,7,3,0.42857142857142855,7,1.0,1233,5,0.7142857142857143,411
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,4,0.8,64,1,0.25,3
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,200000,E_C,5,4,0.8,4,0.8,4,3,0.75,4,1.0,32,3,0.75,62
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,200000,E_E,5,5,1.0,5,1.0,5,4,0.8,5,1.0,2490,4,0.8,1033
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,200000,E_W,5,5,1.0,5,1.0,5,4,0.8,5,1.0,699,5,1.0,268
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,250000,E_B,5,5,1.0,5,1.0,4,4,1.0,1,0.2,4,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,250000,E_C,5,5,1.0,5,1.0,4,4,1.0,3,0.6,3,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,250000,E_E,5,5,1.0,5,1.0,4,3,0.75,4,0.8,1029,4,1.0,648
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260901,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,218,4,1.0,68
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,50000,E_B,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,12,1,1.0,65
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,50000,E_E,1,1,1.0,1,1.0,1,0,0.0,1,1.0,11,1,1.0,92
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,50000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,100000,E_B,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,100000,E_C,2,2,1.0,2,1.0,2,1,0.5,2,1.0,22,2,1.0,96
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,100000,E_E,2,2,1.0,2,1.0,2,1,0.5,1,0.5,23,1,1.0,185
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,100000,E_W,2,2,1.0,2,1.0,2,2,1.0,1,0.5,144,1,1.0,536
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,134,1,1.0,689
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,150000,E_E,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,150000,E_W,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,200000,E_B,2,2,1.0,2,1.0,2,2,1.0,1,0.5,28,1,1.0,30
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,170,2,1.0,908
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,200000,E_E,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,250000,E_B,2,2,1.0,2,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,250000,E_C,2,2,1.0,2,1.0,1,1,1.0,1,0.5,39,1,1.0,206
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,3,1,1.0,75
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,50000,E_B,7,7,1.0,7,1.0,7,5,0.7142857142857143,4,0.5714285714285714,3288,2,0.5,101
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,50000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,1782,6,0.8571428571428571,4254
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,50000,E_E,7,7,1.0,7,1.0,7,2,0.2857142857142857,6,0.8571428571428571,628,6,1.0,306
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,50000,E_W,7,7,1.0,7,1.0,7,3,0.42857142857142855,6,0.8571428571428571,140,5,0.8333333333333334,42
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,100000,E_B,7,7,1.0,7,1.0,7,6,0.8571428571428571,6,0.8571428571428571,33,1,0.16666666666666666,4
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,100000,E_C,7,7,1.0,7,1.0,7,7,1.0,7,1.0,1906,7,1.0,4759
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,100000,E_E,7,7,1.0,7,1.0,7,5,0.7142857142857143,7,1.0,620,7,1.0,368
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,100000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,2960,7,1.0,710
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,6,0.8571428571428571,53,1,0.16666666666666666,1
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,150000,E_C,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,657,7,1.0,1266
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,150000,E_E,7,7,1.0,7,1.0,7,4,0.5714285714285714,3,0.42857142857142855,8,2,0.6666666666666666,2
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,150000,E_W,7,7,1.0,7,1.0,7,6,0.8571428571428571,7,1.0,1028,7,1.0,237
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,200000,E_B,5,5,1.0,5,1.0,5,5,1.0,3,0.6,12,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,200000,E_C,5,5,1.0,5,1.0,5,5,1.0,5,1.0,217,5,1.0,103
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,200000,E_E,5,5,1.0,5,1.0,5,4,0.8,2,0.4,113,2,1.0,40
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,200000,E_W,5,5,1.0,5,1.0,5,3,0.6,5,1.0,45,4,0.8,7
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,250000,E_B,5,5,1.0,5,1.0,4,4,1.0,1,0.2,106,1,1.0,6
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,250000,E_C,5,3,0.6,3,0.6,3,2,0.6666666666666666,3,1.0,51,3,1.0,39
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,250000,E_E,5,4,0.8,4,0.8,3,1,0.3333333333333333,3,0.75,54,3,1.0,23
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260902,A4,250000,E_W,5,5,1.0,5,1.0,4,4,1.0,4,0.8,90,4,1.0,17
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,50000,E_B,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,50000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,46,1,1.0,293
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,50000,E_E,1,1,1.0,1,1.0,1,1,1.0,1,1.0,3,1,1.0,25
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,50000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,100000,E_B,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,1,0.5,1
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,100000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,92,2,1.0,586
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,100000,E_E,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,100000,E_W,2,2,1.0,2,1.0,2,1,0.5,1,0.5,3,1,1.0,31
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,150000,E_B,1,1,1.0,1,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,150000,E_C,1,1,1.0,1,1.0,1,1,1.0,1,1.0,46,1,1.0,293
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,150000,E_E,1,1,1.0,1,1.0,1,0,0.0,1,1.0,1,1,1.0,21
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,150000,E_W,1,1,1.0,1,1.0,1,0,0.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,200000,E_B,2,2,1.0,2,1.0,2,1,0.5,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,200000,E_C,2,2,1.0,2,1.0,2,2,1.0,2,1.0,92,2,1.0,586
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,200000,E_E,2,2,1.0,2,1.0,2,1,0.5,1,0.5,1,1,1.0,5
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,200000,E_W,2,2,1.0,2,1.0,2,2,1.0,2,1.0,2,2,1.0,2
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,250000,E_B,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,250000,E_C,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,250000,E_E,2,2,1.0,2,1.0,1,1,1.0,1,0.5,1,1,1.0,5
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A2,250000,E_W,2,2,1.0,2,1.0,1,1,1.0,0,0.0,0,0,,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,50000,E_B,7,7,1.0,7,1.0,7,4,0.5714285714285714,5,0.7142857142857143,3703,2,0.4,98
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,50000,E_C,7,7,1.0,7,1.0,7,5,0.7142857142857143,6,0.8571428571428571,162,5,0.8333333333333334,977
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,50000,E_E,7,7,1.0,7,1.0,7,2,0.2857142857142857,7,1.0,2553,7,1.0,740
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,50000,E_W,7,7,1.0,7,1.0,7,1,0.14285714285714285,6,0.8571428571428571,463,6,1.0,147
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,100000,E_B,7,7,1.0,7,1.0,7,7,1.0,4,0.5714285714285714,32,1,0.25,1
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,100000,E_C,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,5,0.8333333333333334,75,3,0.6,538
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,100000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,817,4,0.6666666666666666,324
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,100000,E_W,7,7,1.0,7,1.0,7,4,0.5714285714285714,7,1.0,1421,6,0.8571428571428571,484
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,150000,E_B,7,7,1.0,7,1.0,7,7,1.0,4,0.5714285714285714,6,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,150000,E_C,7,7,1.0,7,1.0,7,5,0.7142857142857143,4,0.5714285714285714,4721,2,0.5,865
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,150000,E_E,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,651,6,1.0,287
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,150000,E_W,7,6,0.8571428571428571,6,0.8571428571428571,6,4,0.6666666666666666,6,1.0,1457,3,0.5,399
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,200000,E_B,5,5,1.0,5,1.0,5,4,0.8,4,0.8,9,0,0.0,0
UNIQUE_FINGERPRINT_PER_CYCLE,100_2_4_1,20260903,A4,200000,E_C,5,3,0.6,3,0.6,3,2,0.6666666666666666,2,0.6666666666666666,42,2,1.0,283
