instance,seed,arm,checkpointFE,referenceFamily,frontType,frontSize,minCmax,minTEC,minTWC,HV,IGD
100_2_4_1,20260902,A4,150000,DISCOVERY_OBSERVED,workingPopulationND,29,614.4405230391595,44712.779100649306,70106.83668539365,0.46462108469553154,0.26795287488136277
100_2_4_1,20260902,A4,150000,DISCOVERY_OBSERVED,decisionArchiveFront,222,596.6234068343277,44528.33701580485,69866.7199450499,0.5499259077769041,0.21205517986330594
100_2_4_1,20260902,A4,150000,DISCOVERY_OBSERVED,observedFullFront,264,596.6234068343277,44528.33701580485,69866.7199450499,0.5516030763987463,0.21105768230889727
100_2_4_1,20260902,A4,175000,DISCOVERY_OBSERVED,workingPopulationND,16,616.7017557899842,44444.75278199295,70132.34521133169,0.46652378640372993,0.2599374130421639
100_2_4_1,20260902,A4,175000,DISCOVERY_OBSERVED,decisionArchiveFront,229,595.7717843625286,44266.970619305794,69533.31834233152,0.5921786748746736,0.1984185961947978
100_2_4_1,20260902,A4,175000,DISCOVERY_OBSERVED,observedFullFront,265,595.2081205114579,44266.970619305794,69533.31834233152,0.5962432774741313,0.19878192832275346
100_2_4_1,20260902,A4,200000,DISCOVERY_OBSERVED,workingPopulationND,20,617.0312437874262,44367.28272729904,69836.58256900607,0.5186361855845119,0.22634897286602032
100_2_4_1,20260902,A4,200000,DISCOVERY_OBSERVED,decisionArchiveFront,257,595.2081205114579,44139.9949758348,69475.0092279582,0.6115123182548883,0.1833503482773153
100_2_4_1,20260902,A4,200000,DISCOVERY_OBSERVED,observedFullFront,301,595.2081205114579,44139.9949758348,69475.0092279582,0.6128691124930369,0.1825456293966255
100_2_4_1,20260902,A4,225000,DISCOVERY_OBSERVED,workingPopulationND,24,615.6961922518233,44399.950680069676,69567.11164192771,0.5089797587588797,0.24526395197752568
100_2_4_1,20260902,A4,225000,DISCOVERY_OBSERVED,decisionArchiveFront,283,595.2081205114579,43085.93292106481,69215.21966192381,0.6248356144146148,0.1756690154434776
100_2_4_1,20260902,A4,225000,DISCOVERY_OBSERVED,observedFullFront,345,595.2081205114579,43085.93292106481,69215.21966192381,0.632013480944728,0.1724109290797105
100_2_4_1,20260902,A4,250000,DISCOVERY_OBSERVED,workingPopulationND,66,597.6930007035875,43094.65567253626,69380.48114434708,0.5986666129041994,0.1982294896772174
100_2_4_1,20260902,A4,250000,DISCOVERY_OBSERVED,decisionArchiveFront,315,595.2081205114579,42630.15173356875,69215.21966192381,0.665056099246495,0.15977989347141086
100_2_4_1,20260902,A4,250000,DISCOVERY_OBSERVED,observedFullFront,378,592.5487187223935,42630.15173356875,69215.21966192381,0.6669893215413966,0.15576458160781476
100_2_4_1,20260903,A2,25000,DISCOVERY_OBSERVED,workingPopulationND,28,633.9022347782654,45414.90112525747,71815.43054434248,0.30426857396054036,0.4130660129964096
100_2_4_1,20260903,A2,25000,DISCOVERY_OBSERVED,decisionArchiveFront,86,614.5250684363914,45414.90112525747,71815.43054434248,0.3346492206532596,0.4054112123596181
100_2_4_1,20260903,A2,25000,DISCOVERY_OBSERVED,observedFullFront,214,600.5778129881518,44673.47462690294,71815.43054434248,0.37554551064799735,0.3831001971542829
100_2_4_1,20260903,A2,50000,DISCOVERY_OBSERVED,workingPopulationND,26,627.0433870167351,44669.3125832734,71554.57068072645,0.3851738821766573,0.3170308962974978
100_2_4_1,20260903,A2,50000,DISCOVERY_OBSERVED,decisionArchiveFront,95,600.5778129881518,44181.602790232406,69949.89559292118,0.48632678943438845,0.24419574928640037
100_2_4_1,20260903,A2,50000,DISCOVERY_OBSERVED,observedFullFront,203,600.5778129881518,44058.38320570935,69949.89559292118,0.5178261699542026,0.23565569431072803
100_2_4_1,20260903,A2,75000,DISCOVERY_OBSERVED,workingPopulationND,19,654.099696923211,44277.38890245859,70214.9680908245,0.43885332397690113,0.24838096197514475
100_2_4_1,20260903,A2,75000,DISCOVERY_OBSERVED,decisionArchiveFront,97,600.5778129881518,43474.08062626116,69407.87448269915,0.5712013001288294,0.18880419022654257
100_2_4_1,20260903,A2,75000,DISCOVERY_OBSERVED,observedFullFront,161,600.5778129881518,43474.08062626116,69407.87448269915,0.5790952299335969,0.18684935209596
100_2_4_1,20260903,A2,100000,DISCOVERY_OBSERVED,workingPopulationND,16,662.7524749893408,43896.548874957116,68342.15125854206,0.5600608275883947,0.19702336614325378
100_2_4_1,20260903,A2,100000,DISCOVERY_OBSERVED,decisionArchiveFront,62,600.5778129881518,43070.44594798888,67583.19442790464,0.6956565328970767,0.13314127564411865
100_2_4_1,20260903,A2,100000,DISCOVERY_OBSERVED,observedFullFront,160,600.5778129881518,43070.44594798888,67583.19442790464,0.7037422649582085,0.12983881902450506
100_2_4_1,20260903,A2,125000,DISCOVERY_OBSERVED,workingPopulationND,20,690.8920055549443,44055.31213273492,68127.01430760109,0.5173884177583392,0.22604104305248082
100_2_4_1,20260903,A2,125000,DISCOVERY_OBSERVED,decisionArchiveFront,69,600.5778129881518,43070.44594798888,67583.19442790464,0.702541360958403,0.12748267834899357
100_2_4_1,20260903,A2,125000,DISCOVERY_OBSERVED,observedFullFront,160,600.5778129881518,42413.69214811401,67449.83126427804,0.7372349810950484,0.118522265012778
100_2_4_1,20260903,A2,150000,DISCOVERY_OBSERVED,workingPopulationND,19,653.3648394160211,42813.50672235391,68309.89867618083,0.550899768901857,0.2263204435523152
100_2_4_1,20260903,A2,150000,DISCOVERY_OBSERVED,decisionArchiveFront,113,600.5778129881518,42550.508384837885,67449.83126427804,0.7260141736296992,0.11544156919747077
100_2_4_1,20260903,A2,150000,DISCOVERY_OBSERVED,observedFullFront,215,600.5778129881518,41794.6722242556,67449.83126427804,0.7477695041804675,0.11200627511711593
100_2_4_1,20260903,A2,175000,DISCOVERY_OBSERVED,workingPopulationND,24,664.3191009865587,42326.34851974755,67715.34338963062,0.5988377803161737,0.19632493839679013
100_2_4_1,20260903,A2,175000,DISCOVERY_OBSERVED,decisionArchiveFront,125,600.5778129881518,41842.73411991822,67193.85441317552,0.7696286670545581,0.10404403425444951
100_2_4_1,20260903,A2,175000,DISCOVERY_OBSERVED,observedFullFront,209,600.5778129881518,41794.6722242556,67193.85441317552,0.7765126719932828,0.10253759362798699
100_2_4_1,20260903,A2,200000,DISCOVERY_OBSERVED,workingPopulationND,21,631.4067800867284,42860.911690552595,67912.43837133815,0.5925336019289817,0.21734303097415195
100_2_4_1,20260903,A2,200000,DISCOVERY_OBSERVED,decisionArchiveFront,145,600.5778129881518,41724.858309541116,67152.28594696625,0.785952742958189,0.0992415037279157
100_2_4_1,20260903,A2,200000,DISCOVERY_OBSERVED,observedFullFront,231,598.5782982772212,41724.858309541116,67152.28594696625,0.792759955360441,0.09752036076724736
100_2_4_1,20260903,A2,225000,DISCOVERY_OBSERVED,workingPopulationND,19,660.1493917618478,42611.00710890426,67285.97452691916,0.6315629035142213,0.21187998066319827
100_2_4_1,20260903,A2,225000,DISCOVERY_OBSERVED,decisionArchiveFront,170,598.5782982772212,41633.79394179987,66902.43422569586,0.7988787583806077,0.09799838368473902
100_2_4_1,20260903,A2,225000,DISCOVERY_OBSERVED,observedFullFront,291,598.5782982772212,41633.79394179987,66902.43422569586,0.8078843238095439,0.09502381007070716
100_2_4_1,20260903,A2,250000,DISCOVERY_OBSERVED,workingPopulationND,64,598.5782982772212,41310.53007649315,66949.00569325493,0.7562350217859688,0.13248254021585718
100_2_4_1,20260903,A2,250000,DISCOVERY_OBSERVED,decisionArchiveFront,144,598.5782982772212,41310.53007649315,66902.43422569586,0.8103000458607886,0.09789627958081625
100_2_4_1,20260903,A2,250000,DISCOVERY_OBSERVED,observedFullFront,295,598.5782982772212,41310.53007649315,66902.43422569586,0.824345002133044,0.09234558111656382
100_2_4_1,20260903,A4,25000,DISCOVERY_OBSERVED,workingPopulationND,20,623.3796196871826,45563.50431834441,73148.83490137,0.33461563210581025,0.40717953796263073
100_2_4_1,20260903,A4,25000,DISCOVERY_OBSERVED,decisionArchiveFront,87,605.4384931986937,45376.90580707118,72740.15810615246,0.3912982030833193,0.34256715007575045
100_2_4_1,20260903,A4,25000,DISCOVERY_OBSERVED,observedFullFront,87,605.4384931986937,45376.90580707118,72740.15810615246,0.39133298192562216,0.34256715007575045
100_2_4_1,20260903,A4,50000,DISCOVERY_OBSERVED,workingPopulationND,22,605.4384920785103,44660.036833739665,70422.94314955748,0.5080753160805771,0.2332210274712661
100_2_4_1,20260903,A4,50000,DISCOVERY_OBSERVED,decisionArchiveFront,145,593.4428722062963,44414.33423678481,70008.41907706257,0.5883453021835254,0.1783632017877897
100_2_4_1,20260903,A4,50000,DISCOVERY_OBSERVED,observedFullFront,146,593.4428722062963,44414.33423678481,70008.41907706257,0.5889119936975643,0.17748740781473887
100_2_4_1,20260903,A4,75000,DISCOVERY_OBSERVED,workingPopulationND,19,599.2066794169463,43841.09560654736,69709.69339335413,0.5846665421095034,0.19331379182250844
100_2_4_1,20260903,A4,75000,DISCOVERY_OBSERVED,decisionArchiveFront,202,593.4428722062963,43341.8442515156,69342.83136210062,0.6756813843899011,0.1398388496317686
100_2_4_1,20260903,A4,75000,DISCOVERY_OBSERVED,observedFullFront,201,593.4428722062963,43341.8442515156,69342.83136210062,0.6765952261555656,0.13847516250321174
100_2_4_1,20260903,A4,100000,DISCOVERY_OBSERVED,workingPopulationND,22,619.6049162574552,43551.93794356409,68927.82393936315,0.6182822498546623,0.15934957040510955
100_2_4_1,20260903,A4,100000,DISCOVERY_OBSERVED,decisionArchiveFront,216,592.9502808536482,43287.89581101171,68467.02884094417,0.7384473183470539,0.10985685433676443
100_2_4_1,20260903,A4,100000,DISCOVERY_OBSERVED,observedFullFront,261,592.9502808536482,43287.89581101171,68467.02884094417,0.7394980987483415,0.10798331668409625
100_2_4_1,20260903,A4,125000,DISCOVERY_OBSERVED,workingPopulationND,18,621.1984420078521,43375.94607694482,68245.61543133117,0.6655280502554151,0.14851230030582482
100_2_4_1,20260903,A4,125000,DISCOVERY_OBSERVED,decisionArchiveFront,284,592.9502808536482,43039.83110375994,68131.63695098291,0.7765949340757958,0.08909007099463623
100_2_4_1,20260903,A4,125000,DISCOVERY_OBSERVED,observedFullFront,325,592.9502808536482,43039.83110375994,68131.63695098291,0.7776388064442319,0.08841459836642307
100_2_4_1,20260903,A4,150000,DISCOVERY_OBSERVED,workingPopulationND,21,600.9420455886781,43013.83469078445,68127.62373651138,0.7241901440670182,0.1328214356603432
100_2_4_1,20260903,A4,150000,DISCOVERY_OBSERVED,decisionArchiveFront,273,592.9502808536482,42730.131757780735,67971.10774325233,0.8106446372997123,0.07358112307349186
100_2_4_1,20260903,A4,150000,DISCOVERY_OBSERVED,observedFullFront,301,592.9502808536482,42730.131757780735,67971.10774325233,0.8115585872790176,0.07270481435341866
100_2_4_1,20260903,A4,175000,DISCOVERY_OBSERVED,workingPopulationND,30,613.4712892699082,42813.31051851889,68022.23619887698,0.7100786081710286,0.12428243848552031
100_2_4_1,20260903,A4,175000,DISCOVERY_OBSERVED,decisionArchiveFront,298,592.9502808536482,42711.624683251735,67814.16603504881,0.8340893224071637,0.06442945101971524
100_2_4_1,20260903,A4,175000,DISCOVERY_OBSERVED,observedFullFront,362,592.9502808536482,42711.624683251735,67814.16603504881,0.835635692933473,0.06233700844160286
100_2_4_1,20260903,A4,200000,DISCOVERY_OBSERVED,workingPopulationND,23,603.7241214898097,42708.20073491407,67737.26027413903,0.7257788615510958,0.13152071644274285
100_2_4_1,20260903,A4,200000,DISCOVERY_OBSERVED,decisionArchiveFront,345,592.9502808536482,42606.01465748124,67416.37034714672,0.8597226343441864,0.05759240134264131
100_2_4_1,20260903,A4,200000,DISCOVERY_OBSERVED,observedFullFront,397,592.9502808536482,42606.01465748124,67416.37034714672,0.8604283896789027,0.05585726849198124
100_2_4_1,20260903,A4,225000,DISCOVERY_OBSERVED,workingPopulationND,25,597.3045114657439,42459.79735284599,67297.86280512344,0.7384857488597325,0.142569919285441
100_2_4_1,20260903,A4,225000,DISCOVERY_OBSERVED,decisionArchiveFront,374,592.9502808536482,42374.15835535073,67099.25506604864,0.8834969389113756,0.0532991631687185
100_2_4_1,20260903,A4,225000,DISCOVERY_OBSERVED,observedFullFront,435,592.9502808536482,42374.15835535073,67099.25506604864,0.8851092833908383,0.0508235306484332
100_2_4_1,20260903,A4,250000,DISCOVERY_OBSERVED,workingPopulationND,66,594.7221306812612,42421.30383940301,67219.87791362815,0.8137047322503372,0.09336970800925475
100_2_4_1,20260903,A4,250000,DISCOVERY_OBSERVED,decisionArchiveFront,412,592.9502808536482,42289.87677040818,66860.73392511037,0.898484616847893,0.046646163480044606
100_2_4_1,20260903,A4,250000,DISCOVERY_OBSERVED,observedFullFront,480,592.9502808536482,42289.87677040818,66860.73392511037,0.8998377114664482,0.04319105426238924
100_5_3_1,20260901,A2,25000,FORMAL_DECISION,decisionArchiveFront,67,821.8936726292303,117605.62717437894,322870.09046575,0.3870463765148143,0.31546341074602685
100_5_3_1,20260901,A2,50000,FORMAL_DECISION,decisionArchiveFront,131,802.7420863712446,115166.92042172729,312491.59605632053,0.538518976929273,0.1863084886497836
100_5_3_1,20260901,A2,75000,FORMAL_DECISION,decisionArchiveFront,168,790.0168355867415,114270.4497580115,306555.28969552054,0.6134413894981522,0.13532575209428088
100_5_3_1,20260901,A2,100000,FORMAL_DECISION,decisionArchiveFront,180,790.0168355867415,113215.28670587477,305180.33355175034,0.6497507321614597,0.10117152033181766
100_5_3_1,20260901,A2,125000,FORMAL_DECISION,decisionArchiveFront,203,790.0168355867415,113010.16476485351,303630.0993719732,0.6603747843279,0.09378328326156317
100_5_3_1,20260901,A2,150000,FORMAL_DECISION,decisionArchiveFront,174,790.0168355867415,112305.97474624959,297377.4179642381,0.7287696241368029,0.054175637959039805
100_5_3_1,20260901,A2,175000,FORMAL_DECISION,decisionArchiveFront,225,785.8860947070074,111621.26439060661,294772.4577013396,0.7639843700328002,0.04082447018261417
100_5_3_1,20260901,A2,200000,FORMAL_DECISION,decisionArchiveFront,249,785.8860947070074,111227.18498688821,292023.6511757595,0.7846122165294775,0.03136534586721384
100_5_3_1,20260901,A2,225000,FORMAL_DECISION,decisionArchiveFront,249,785.8860947070074,111227.18498688821,292023.6511757595,0.7846122165294775,0.03136534586721384
100_5_3_1,20260901,A2,250000,FORMAL_DECISION,decisionArchiveFront,270,785.8860947070074,111227.18498688821,292023.6511757595,0.7894076323043264,0.03031676216940844
100_5_3_1,20260901,A4,25000,FORMAL_DECISION,decisionArchiveFront,138,776.8749579141363,120284.29350632915,326897.7888857402,0.27499953888053735,0.44813406768406
100_5_3_1,20260901,A4,50000,FORMAL_DECISION,decisionArchiveFront,228,772.9455536380596,118588.36267324511,321640.79667833727,0.35779535356101094,0.31889165468252156
100_5_3_1,20260901,A4,75000,FORMAL_DECISION,decisionArchiveFront,298,772.9455536380596,117226.33930329263,316906.9250496579,0.4145585224585327,0.263146588461911
100_5_3_1,20260901,A4,100000,FORMAL_DECISION,decisionArchiveFront,345,771.3558061981317,116172.52434378874,313749.20661174296,0.45716392671706785,0.22589436699400384
100_5_3_1,20260901,A4,125000,FORMAL_DECISION,decisionArchiveFront,316,771.3558061981317,115806.22328735598,307655.7965787514,0.5011685923120426,0.18629443581113736
100_5_3_1,20260901,A4,150000,FORMAL_DECISION,decisionArchiveFront,282,771.3558061981317,115256.59406962803,303213.6368561739,0.5467645559889974,0.15900412342746753
100_5_3_1,20260901,A4,175000,FORMAL_DECISION,decisionArchiveFront,304,761.9763239699076,114523.80406453983,302310.26622379496,0.5779776535490111,0.13475890068250665
100_5_3_1,20260901,A4,200000,FORMAL_DECISION,decisionArchiveFront,298,761.9763239699076,114462.47903967969,301801.22974578914,0.5865627259134469,0.1389920088146475
100_5_3_1,20260901,A4,225000,FORMAL_DECISION,decisionArchiveFront,310,761.9763239699076,114262.94284574402,301801.22974578914,0.5911404729350827,0.13818827663836997
100_5_3_1,20260901,A4,250000,FORMAL_DECISION,decisionArchiveFront,338,761.3825230832067,114262.94284574402,301269.44457527355,0.5977268578035683,0.13209840201634412
100_5_3_1,20260902,A2,25000,FORMAL_DECISION,decisionArchiveFront,76,820.3776527123916,118775.72520259656,322021.0421840034,0.32549086478781714,0.35108374269364884
100_5_3_1,20260902,A2,50000,FORMAL_DECISION,decisionArchiveFront,140,785.6732528453233,117042.13997889715,310598.80735125573,0.4642916039549712,0.2234277436788075
100_5_3_1,20260902,A2,75000,FORMAL_DECISION,decisionArchiveFront,162,785.6732528453233,115417.39933102479,303432.9952499061,0.540401394990522,0.17261157496259735
100_5_3_1,20260902,A2,100000,FORMAL_DECISION,decisionArchiveFront,189,783.6097406875377,115191.07207290296,300330.7185286413,0.5638381407120864,0.16162670274659943
100_5_3_1,20260902,A2,125000,FORMAL_DECISION,decisionArchiveFront,190,783.6097406875377,115191.07207290296,300330.7185286413,0.5666951073868665,0.15873181245464676
100_5_3_1,20260902,A2,150000,FORMAL_DECISION,decisionArchiveFront,185,783.6097406875377,114906.28690607328,300330.7185286413,0.5759915573545482,0.14722714944218473
100_5_3_1,20260902,A2,175000,FORMAL_DECISION,decisionArchiveFront,204,783.6097406875377,114536.86263586159,298303.09187949385,0.5941481507768847,0.1298560697150093
100_5_3_1,20260902,A2,200000,FORMAL_DECISION,decisionArchiveFront,224,783.6097406875377,114356.11939050653,298303.09187949385,0.6004997925182418,0.12147594014158121
100_5_3_1,20260902,A2,225000,FORMAL_DECISION,decisionArchiveFront,224,783.6097406875377,114356.11939050653,298303.09187949385,0.6004997925182418,0.12147594014158121
100_5_3_1,20260902,A2,250000,FORMAL_DECISION,decisionArchiveFront,228,783.6097406875377,113929.14249176392,298303.09187949385,0.6102439888862583,0.11466359022055123
100_5_3_1,20260902,A4,25000,FORMAL_DECISION,decisionArchiveFront,134,769.5531325373788,120029.47199924887,324704.90490113565,0.2910186617081635,0.3811768979251714
100_5_3_1,20260902,A4,50000,FORMAL_DECISION,decisionArchiveFront,188,769.0191270594423,117511.93090794605,309657.5392815622,0.4497202232221896,0.2631290847626028
100_5_3_1,20260902,A4,75000,FORMAL_DECISION,decisionArchiveFront,219,764.2176034225025,116445.67391668391,307921.73291914264,0.4943171732815095,0.21659458823305575
100_5_3_1,20260902,A4,100000,FORMAL_DECISION,decisionArchiveFront,281,764.2176034225025,115652.97204401743,307921.73291914264,0.516167971694619,0.1812646319487962
100_5_3_1,20260902,A4,125000,FORMAL_DECISION,decisionArchiveFront,319,764.2176034225025,115634.29528533755,306778.3668540664,0.5298300017114084,0.1647106378991996
100_5_3_1,20260902,A4,150000,FORMAL_DECISION,decisionArchiveFront,345,764.2176034225025,115072.43185148551,304940.4456157564,0.5473394786230401,0.15028251534052134
100_5_3_1,20260902,A4,175000,FORMAL_DECISION,decisionArchiveFront,351,764.2176034225025,115072.43185148551,303071.0182311567,0.5633634153179959,0.1379381987555528
100_5_3_1,20260902,A4,200000,FORMAL_DECISION,decisionArchiveFront,355,764.2176034225025,114867.55308444737,303071.0182311567,0.5725919570621658,0.1348905453332387
100_5_3_1,20260902,A4,225000,FORMAL_DECISION,decisionArchiveFront,395,764.2176034225025,114362.20546477404,301587.1100181987,0.5876807747668146,0.12820241081100803
100_5_3_1,20260902,A4,250000,FORMAL_DECISION,decisionArchiveFront,444,764.2176034225025,114315.40938169564,300959.39149230474,0.593816714600053,0.12032138912542782
100_5_3_1,20260903,A2,25000,FORMAL_DECISION,decisionArchiveFront,59,823.4556215460819,116995.77175529618,327298.02340904763,0.32977245594077775,0.3614049968206969
100_5_3_1,20260903,A2,50000,FORMAL_DECISION,decisionArchiveFront,109,791.8843638603888,113263.94270244337,316848.93715205474,0.5004670819129791,0.2214436635066224
100_5_3_1,20260903,A2,75000,FORMAL_DECISION,decisionArchiveFront,104,791.8843638603888,112086.15656243915,312137.94530879316,0.5810764809816547,0.14578871718987868
100_5_3_1,20260903,A2,100000,FORMAL_DECISION,decisionArchiveFront,129,791.8843638603888,111212.3425820798,305843.3093887788,0.6312972168968931,0.12242389198198446
100_5_3_1,20260903,A2,125000,FORMAL_DECISION,decisionArchiveFront,145,791.8843638603888,111212.3425820798,304294.24234047055,0.6506821495134532,0.1008185369084718
100_5_3_1,20260903,A2,150000,FORMAL_DECISION,decisionArchiveFront,162,791.4040602683089,111212.3425820798,301234.19814293465,0.7022826307857698,0.09054688103145103
100_5_3_1,20260903,A2,175000,FORMAL_DECISION,decisionArchiveFront,171,785.3005060714595,111185.60251982804,296989.5097869084,0.729816840919251,0.07406037389283879
100_5_3_1,20260903,A2,200000,FORMAL_DECISION,decisionArchiveFront,174,785.3005060714595,111185.60251982804,296989.5097869084,0.7330010160204941,0.0697672105948947
100_5_3_1,20260903,A2,225000,FORMAL_DECISION,decisionArchiveFront,174,785.3005060714595,111185.60251982804,296989.5097869084,0.7330010160204941,0.0697672105948947
100_5_3_1,20260903,A2,250000,FORMAL_DECISION,decisionArchiveFront,166,785.3005060714595,110557.86249918635,296989.5097869084,0.7493823170279112,0.06850758307400588
100_5_3_1,20260903,A4,25000,FORMAL_DECISION,decisionArchiveFront,152,786.4353927130601,117695.78883909064,319863.78810180875,0.3679478401754023,0.32000502495314426
100_5_3_1,20260903,A4,50000,FORMAL_DECISION,decisionArchiveFront,208,774.0030984135617,115470.95645581446,312283.5317407129,0.47247506053527344,0.20149246459134423
100_5_3_1,20260903,A4,75000,FORMAL_DECISION,decisionArchiveFront,246,772.1814773152729,113876.68615423939,299959.34784435155,0.5680093835718982,0.13338567436550627
100_5_3_1,20260903,A4,100000,FORMAL_DECISION,decisionArchiveFront,292,772.1814773152729,112988.31067649147,297872.9073851085,0.6112687173310654,0.10486357857467794
100_5_3_1,20260903,A4,125000,FORMAL_DECISION,decisionArchiveFront,335,771.0258767877992,112575.88560752376,297064.5788761038,0.6233272685708968,0.10122383230993655
100_5_3_1,20260903,A4,150000,FORMAL_DECISION,decisionArchiveFront,365,771.0258767877992,111986.38476003546,292256.517278712,0.6532242660918683,0.090012112515748
100_5_3_1,20260903,A4,175000,FORMAL_DECISION,decisionArchiveFront,371,771.0258767877992,111986.38476003546,290909.40256976953,0.6641714685643282,0.0857001563379268
100_5_3_1,20260903,A4,200000,FORMAL_DECISION,decisionArchiveFront,341,765.6810942958559,111837.1428965422,290636.8215088204,0.6748949663886513,0.08127697763893717
100_5_3_1,20260903,A4,225000,FORMAL_DECISION,decisionArchiveFront,369,765.6810942958559,111681.03458272995,289313.9159500589,0.6850577543141261,0.07910629758891269
100_5_3_1,20260903,A4,250000,FORMAL_DECISION,decisionArchiveFront,369,765.6810942958559,111681.03458272995,289313.9159500589,0.6872551000279806,0.0774366796564705
100_5_3_1,20260901,A2,25000,DISCOVERY_OBSERVED,workingPopulationND,20,831.6675995480422,118155.12850348142,326237.1399180184,0.35321445212266467,0.3199157926763662
100_5_3_1,20260901,A2,25000,DISCOVERY_OBSERVED,decisionArchiveFront,67,821.8936726292303,117605.62717437894,322870.09046575,0.398679381884857,0.28584260831109753
100_5_3_1,20260901,A2,25000,DISCOVERY_OBSERVED,observedFullFront,140,802.7420863712446,117528.65248328255,320769.12076441257,0.42171302124746574,0.25621964950878057
100_5_3_1,20260901,A2,50000,DISCOVERY_OBSERVED,workingPopulationND,30,859.1406853387743,115872.93949842526,316391.4852810832,0.4640636415467372,0.20847627438343147
100_5_3_1,20260901,A2,50000,DISCOVERY_OBSERVED,decisionArchiveFront,131,802.7420863712446,115166.92042172729,312491.59605632053,0.5495259093882687,0.1705517361798585
100_5_3_1,20260901,A2,50000,DISCOVERY_OBSERVED,observedFullFront,173,790.0168355867415,115166.92042172729,312491.59605632053,0.5560822667608546,0.17333149021880395
100_5_3_1,20260901,A2,75000,DISCOVERY_OBSERVED,workingPopulationND,31,844.4750182253595,114800.26697355139,310229.4411693327,0.5073563353672147,0.19690804920431199
100_5_3_1,20260901,A2,75000,DISCOVERY_OBSERVED,decisionArchiveFront,168,790.0168355867415,114270.4497580115,306555.28969552054,0.6235828576059992,0.12823422992966818
100_5_3_1,20260901,A2,75000,DISCOVERY_OBSERVED,observedFullFront,238,790.0168355867415,114270.4497580115,306555.28969552054,0.627130299673194,0.11691895358217765
100_5_3_1,20260901,A2,100000,DISCOVERY_OBSERVED,workingPopulationND,32,827.7753803179368,113807.35874813212,307716.05916619726,0.5292408147549095,0.17241839841624437
100_5_3_1,20260901,A2,100000,DISCOVERY_OBSERVED,decisionArchiveFront,180,790.0168355867415,113215.28670587477,305180.33355175034,0.6593399709111851,0.09706748158549659
100_5_3_1,20260901,A2,100000,DISCOVERY_OBSERVED,observedFullFront,264,790.0168355867415,113215.28670587477,305180.33355175034,0.6626555022892003,0.09157654721054848
100_5_3_1,20260901,A2,125000,DISCOVERY_OBSERVED,workingPopulationND,29,842.5568350843283,113769.55976832891,304790.6157390541,0.537108085511396,0.16981266565256062
100_5_3_1,20260901,A2,125000,DISCOVERY_OBSERVED,decisionArchiveFront,203,790.0168355867415,113010.16476485351,303630.0993719732,0.6698172446034473,0.09063127955632283
100_5_3_1,20260901,A2,125000,DISCOVERY_OBSERVED,observedFullFront,291,790.0168355867415,112987.97592008737,300551.9288355425,0.6890606478332114,0.07335834521967013
100_5_3_1,20260901,A2,150000,DISCOVERY_OBSERVED,workingPopulationND,29,836.2630538266226,112974.51038902893,300130.3769373643,0.5786754131412416,0.14299087515650333
100_5_3_1,20260901,A2,150000,DISCOVERY_OBSERVED,decisionArchiveFront,174,790.0168355867415,112305.97474624959,297377.4179642381,0.7371488962597557,0.05760464652691514
100_5_3_1,20260901,A2,150000,DISCOVERY_OBSERVED,observedFullFront,223,785.8860947070074,112305.97474624959,297377.4179642381,0.7417663775196539,0.04983544219230731
100_5_3_1,20260901,A2,175000,DISCOVERY_OBSERVED,workingPopulationND,31,858.2842215921663,111707.79990959638,298158.8865112379,0.6384031682599989,0.1245624835838038
100_5_3_1,20260901,A2,175000,DISCOVERY_OBSERVED,decisionArchiveFront,225,785.8860947070074,111621.26439060661,294772.4577013396,0.7718737172867456,0.047363631113511044
100_5_3_1,20260901,A2,175000,DISCOVERY_OBSERVED,observedFullFront,290,785.8860947070074,111621.26439060661,294772.4577013396,0.7749482332336874,0.040051708101329374
100_5_3_1,20260901,A2,200000,DISCOVERY_OBSERVED,workingPopulationND,27,849.2101564392402,111719.57591971567,294982.962226989,0.6132327351398147,0.12316416250203029
100_5_3_1,20260901,A2,200000,DISCOVERY_OBSERVED,decisionArchiveFront,249,785.8860947070074,111227.18498688821,292023.6511757595,0.7921615921003847,0.036939124135396836
100_5_3_1,20260901,A2,200000,DISCOVERY_OBSERVED,observedFullFront,315,785.8860947070074,111227.18498688821,292023.6511757595,0.7951119755088564,0.030856247236284086
100_5_3_1,20260901,A2,225000,DISCOVERY_OBSERVED,workingPopulationND,27,849.2101564392402,111719.57591971567,294982.962226989,0.6132327351398147,0.12316416250203029
100_5_3_1,20260901,A2,225000,DISCOVERY_OBSERVED,decisionArchiveFront,249,785.8860947070074,111227.18498688821,292023.6511757595,0.7921615921003847,0.036939124135396836
100_5_3_1,20260901,A2,225000,DISCOVERY_OBSERVED,observedFullFront,339,785.8860947070074,111099.07740715126,292023.6511757595,0.7986688079061389,0.02937356747357002
100_5_3_1,20260901,A2,250000,DISCOVERY_OBSERVED,workingPopulationND,60,790.0168355867415,111580.70994307406,293422.8242415328,0.7222570933953172,0.08138491463058226
100_5_3_1,20260901,A2,250000,DISCOVERY_OBSERVED,decisionArchiveFront,270,785.8860947070074,111227.18498688821,292023.6511757595,0.7968574255420746,0.037689495918779986
100_5_3_1,20260901,A2,250000,DISCOVERY_OBSERVED,observedFullFront,344,785.8860947070074,111099.07740715126,292023.6511757595,0.8019122481298822,0.028134592889846717
