instance,seed,arm,checkpointFE,referenceFamily,frontType,frontSize,minCmax,minTEC,minTWC,HV,IGD
100_2_4_1,20260903,A4,175000,FORMAL_DECISION,decisionArchiveFront,298,592.9502808536482,42711.624683251735,67814.16603504881,0.6557940464586025,0.06685412499192861
100_2_4_1,20260903,A4,200000,FORMAL_DECISION,decisionArchiveFront,345,592.9502808536482,42606.01465748124,67416.37034714672,0.6933740836447259,0.05291410026531966
100_2_4_1,20260903,A4,225000,FORMAL_DECISION,decisionArchiveFront,374,592.9502808536482,42374.15835535073,67099.25506604864,0.7230490888331159,0.046390151917914936
100_2_4_1,20260903,A4,250000,FORMAL_DECISION,decisionArchiveFront,412,592.9502808536482,42289.87677040818,66860.73392511037,0.745705573349974,0.036833875442577164
100_2_4_1,20260901,A2,25000,DISCOVERY_OBSERVED,workingPopulationND,13,655.9904145088582,46871.64044074042,81928.48544880663,0.007262523004180911,1.0331082583416473
100_2_4_1,20260901,A2,25000,DISCOVERY_OBSERVED,decisionArchiveFront,48,647.3694943984907,46871.64044074042,79803.87983667271,0.016404776186404787,0.9401883282669967
100_2_4_1,20260901,A2,25000,DISCOVERY_OBSERVED,observedFullFront,158,620.1836997274739,45128.674758722234,78293.88099011798,0.09860683843704249,0.7296943262041155
100_2_4_1,20260901,A2,50000,DISCOVERY_OBSERVED,workingPopulationND,22,671.7732630860555,44126.631927173665,70885.57372495488,0.4852852142255716,0.2503074793891612
100_2_4_1,20260901,A2,50000,DISCOVERY_OBSERVED,decisionArchiveFront,58,620.1836997274739,43946.34447675728,70218.97503209114,0.5696897704102537,0.19655523936283448
100_2_4_1,20260901,A2,50000,DISCOVERY_OBSERVED,observedFullFront,116,620.1836997274739,43311.445048944675,70218.97503209114,0.6172345109278996,0.1787499637835229
100_2_4_1,20260901,A2,75000,DISCOVERY_OBSERVED,workingPopulationND,30,656.2007456039345,43314.54033168794,70240.75456462297,0.577720975839044,0.19893519564514905
100_2_4_1,20260901,A2,75000,DISCOVERY_OBSERVED,decisionArchiveFront,118,620.1836997274739,42847.834577542846,68757.48219259059,0.6963888331878538,0.13453174527656667
100_2_4_1,20260901,A2,75000,DISCOVERY_OBSERVED,observedFullFront,217,620.1836997274739,42698.29286609408,68757.48219259059,0.737805836317469,0.11948415535947501
100_2_4_1,20260901,A2,100000,DISCOVERY_OBSERVED,workingPopulationND,19,665.0214183208088,43641.28262321305,68866.67951404097,0.6220880199897496,0.1952353035139455
100_2_4_1,20260901,A2,100000,DISCOVERY_OBSERVED,decisionArchiveFront,135,620.1836997274739,42047.03304501456,67777.65752884252,0.7859739276676427,0.10593308418692546
100_2_4_1,20260901,A2,100000,DISCOVERY_OBSERVED,observedFullFront,245,620.1836997274739,42047.03304501456,67777.65752884252,0.8031838533923562,0.09589849772339643
100_2_4_1,20260901,A2,125000,DISCOVERY_OBSERVED,workingPopulationND,28,681.237996809269,43370.03701067141,69155.39584959375,0.5968593116498238,0.2131346971655243
100_2_4_1,20260901,A2,125000,DISCOVERY_OBSERVED,decisionArchiveFront,130,620.1836997274739,42047.03304501456,67777.65752884252,0.7879923719478759,0.10478952679377707
100_2_4_1,20260901,A2,125000,DISCOVERY_OBSERVED,observedFullFront,312,620.1836997274739,41155.503462225824,67777.65752884252,0.8363077360012572,0.08708547540895457
100_2_4_1,20260901,A2,150000,DISCOVERY_OBSERVED,workingPopulationND,27,653.1000233990778,43403.74542849138,68632.61125517296,0.6114963652534957,0.20971239081373316
100_2_4_1,20260901,A2,150000,DISCOVERY_OBSERVED,decisionArchiveFront,129,620.1836997274739,41155.503462225824,67777.65752884252,0.8272359892822255,0.09191771613930179
100_2_4_1,20260901,A2,150000,DISCOVERY_OBSERVED,observedFullFront,332,620.1836997274739,41155.503462225824,67777.65752884252,0.8460191982057792,0.08093268019589074
100_2_4_1,20260901,A2,175000,DISCOVERY_OBSERVED,workingPopulationND,16,706.8006791571893,42335.143298474395,69532.72341239467,0.5143160852690272,0.27378466552605746
100_2_4_1,20260901,A2,175000,DISCOVERY_OBSERVED,decisionArchiveFront,134,620.1836997274739,41155.503462225824,67464.91751050897,0.8407342491401831,0.08884631434068337
100_2_4_1,20260901,A2,175000,DISCOVERY_OBSERVED,observedFullFront,332,620.1836997274739,41155.503462225824,67464.91751050897,0.8559011571179251,0.07910046816508497
100_2_4_1,20260901,A2,200000,DISCOVERY_OBSERVED,workingPopulationND,14,696.5393566586015,42759.58920475818,68807.04122053212,0.5783222664978105,0.25613315836226674
100_2_4_1,20260901,A2,200000,DISCOVERY_OBSERVED,decisionArchiveFront,139,620.1836997274739,41155.503462225824,67464.91751050897,0.8501844260233791,0.08624948661085877
100_2_4_1,20260901,A2,200000,DISCOVERY_OBSERVED,observedFullFront,307,620.1836997274739,41155.503462225824,67464.91751050897,0.8666120270683352,0.07556724993511987
100_2_4_1,20260901,A2,225000,DISCOVERY_OBSERVED,workingPopulationND,18,681.1129019668039,42824.63066382542,69487.30678267952,0.5456619559707195,0.2469575640608844
100_2_4_1,20260901,A2,225000,DISCOVERY_OBSERVED,decisionArchiveFront,141,620.1836997274739,41155.503462225824,67323.9215374865,0.859848794038836,0.0841983321263039
100_2_4_1,20260901,A2,225000,DISCOVERY_OBSERVED,observedFullFront,318,620.1836997274739,41155.503462225824,67323.9215374865,0.8805528181333991,0.06985954883589093
100_2_4_1,20260901,A2,250000,DISCOVERY_OBSERVED,workingPopulationND,68,620.8914899372593,41155.503462225824,67323.9215374865,0.8347859752794886,0.11697969198748495
100_2_4_1,20260901,A2,250000,DISCOVERY_OBSERVED,decisionArchiveFront,143,620.1836997274739,41155.503462225824,67323.9215374865,0.861794655500437,0.08388140041176445
100_2_4_1,20260901,A2,250000,DISCOVERY_OBSERVED,observedFullFront,328,620.1836997274739,41155.503462225824,67323.9215374865,0.8810020750495854,0.06918443165085204
100_2_4_1,20260901,A4,25000,DISCOVERY_OBSERVED,workingPopulationND,21,633.3666168514956,47016.77441352923,75390.798093613,0.19775931323258328,0.5343462036006098
100_2_4_1,20260901,A4,25000,DISCOVERY_OBSERVED,decisionArchiveFront,56,616.2104485298418,46743.101697748,74734.09056798131,0.23609179644450182,0.47350384560093634
100_2_4_1,20260901,A4,25000,DISCOVERY_OBSERVED,observedFullFront,63,616.2104485298418,46743.101697748,74734.09056798131,0.23614709671633466,0.4734754536617326
100_2_4_1,20260901,A4,50000,DISCOVERY_OBSERVED,workingPopulationND,22,630.8371263219062,46193.34773796682,73433.04841882641,0.2999219654455353,0.3967355510734937
100_2_4_1,20260901,A4,50000,DISCOVERY_OBSERVED,decisionArchiveFront,128,599.9797345869551,45858.801518536355,73001.36899830676,0.35219468686852884,0.3699496582746393
100_2_4_1,20260901,A4,50000,DISCOVERY_OBSERVED,observedFullFront,154,599.9797345869551,45858.801518536355,73001.36899830676,0.3530406473219962,0.3695345862113732
100_2_4_1,20260901,A4,75000,DISCOVERY_OBSERVED,workingPopulationND,20,628.6947193582024,45385.79457868926,72428.51345565138,0.379791515100629,0.3317279278434144
100_2_4_1,20260901,A4,75000,DISCOVERY_OBSERVED,decisionArchiveFront,165,599.9797345869551,45070.555816940265,71893.01989121905,0.43155678228309646,0.2962488947402551
100_2_4_1,20260901,A4,75000,DISCOVERY_OBSERVED,observedFullFront,198,599.9797345869551,45070.555816940265,71893.01989121905,0.4328029356124012,0.2957028057218643
100_2_4_1,20260901,A4,100000,DISCOVERY_OBSERVED,workingPopulationND,23,635.9842250537098,44894.42266881412,71654.81096381228,0.41444477581389416,0.29634708423492057
100_2_4_1,20260901,A4,100000,DISCOVERY_OBSERVED,decisionArchiveFront,145,599.9797345869551,44760.235958671,71301.88519388529,0.48772426386333384,0.25626697382043656
100_2_4_1,20260901,A4,100000,DISCOVERY_OBSERVED,observedFullFront,171,599.9797345869551,44760.235958671,71301.88519388529,0.48795170585937414,0.2559873275532051
100_2_4_1,20260901,A4,125000,DISCOVERY_OBSERVED,workingPopulationND,22,641.1270831989012,44790.35429703012,71157.79637927792,0.44684600165555144,0.267231438370048
100_2_4_1,20260901,A4,125000,DISCOVERY_OBSERVED,decisionArchiveFront,173,599.9797345869551,44513.28302652425,70903.4672604312,0.5201179245638425,0.2261355424953531
100_2_4_1,20260901,A4,125000,DISCOVERY_OBSERVED,observedFullFront,196,599.9797345869551,44513.28302652425,70903.4672604312,0.5203556084842282,0.22578454194364483
100_2_4_1,20260901,A4,150000,DISCOVERY_OBSERVED,workingPopulationND,19,612.1359324884858,44466.71297237683,70746.78781098484,0.5087822833752175,0.2273293681798483
100_2_4_1,20260901,A4,150000,DISCOVERY_OBSERVED,decisionArchiveFront,187,599.9797345869551,44327.136295932,70291.2675766577,0.5683853532634715,0.18508516038375072
100_2_4_1,20260901,A4,150000,DISCOVERY_OBSERVED,observedFullFront,210,599.9797345869551,44327.136295932,70291.2675766577,0.5688297410937196,0.18423752892931836
100_2_4_1,20260901,A4,175000,DISCOVERY_OBSERVED,workingPopulationND,19,655.3040754217591,44353.44003992069,69539.5901495712,0.5336730623479065,0.20311283813090492
100_2_4_1,20260901,A4,175000,DISCOVERY_OBSERVED,decisionArchiveFront,194,599.9797345869551,44205.60152108848,69131.65365588958,0.6246819067662779,0.1516838784083008
100_2_4_1,20260901,A4,175000,DISCOVERY_OBSERVED,observedFullFront,221,599.9797345869551,44205.60152108848,69131.65365588958,0.6251232558438229,0.1509210756237768
100_2_4_1,20260901,A4,200000,DISCOVERY_OBSERVED,workingPopulationND,29,667.1605187643756,44061.69497128822,69529.48885943061,0.5303817966696933,0.2217725303498938
100_2_4_1,20260901,A4,200000,DISCOVERY_OBSERVED,decisionArchiveFront,225,599.9797345869551,43950.255020186916,69023.62704438687,0.6474222452525522,0.14494928579105287
100_2_4_1,20260901,A4,200000,DISCOVERY_OBSERVED,observedFullFront,273,599.9797345869551,43950.255020186916,69023.62704438687,0.6483503597524647,0.1422626652975344
100_2_4_1,20260901,A4,225000,DISCOVERY_OBSERVED,workingPopulationND,20,672.0543511266304,43833.228971942124,69207.57482769771,0.5505751175753546,0.19805949418415458
100_2_4_1,20260901,A4,225000,DISCOVERY_OBSERVED,decisionArchiveFront,257,599.9797345869551,43617.11888519773,68714.1162760748,0.6784357853739909,0.12995105047011365
100_2_4_1,20260901,A4,225000,DISCOVERY_OBSERVED,observedFullFront,307,599.9797345869551,43617.11888519773,68714.1162760748,0.6791654923978689,0.12855542221877686
100_2_4_1,20260901,A4,250000,DISCOVERY_OBSERVED,workingPopulationND,62,607.607920823544,43782.84726258197,68871.96783050222,0.6481522573054798,0.14448252282673876
100_2_4_1,20260901,A4,250000,DISCOVERY_OBSERVED,decisionArchiveFront,259,599.9797345869551,43617.11888519773,68714.1162760748,0.6876423721383711,0.1213045878683393
100_2_4_1,20260901,A4,250000,DISCOVERY_OBSERVED,observedFullFront,320,599.9797345869551,43617.11888519773,68714.1162760748,0.6895955766096153,0.11904874626256262
100_2_4_1,20260902,A2,25000,DISCOVERY_OBSERVED,workingPopulationND,20,661.9167553022596,45683.31332779419,76028.22416183745,0.18236373334031464,0.542595332928372
100_2_4_1,20260902,A2,25000,DISCOVERY_OBSERVED,decisionArchiveFront,37,649.6717786536759,45551.435765155315,75587.38458972896,0.21088188166278515,0.5228574686470279
100_2_4_1,20260902,A2,25000,DISCOVERY_OBSERVED,observedFullFront,192,621.8799906687234,44328.25088094675,74372.51538602053,0.28403331426977513,0.4465247419637862
100_2_4_1,20260902,A2,50000,DISCOVERY_OBSERVED,workingPopulationND,22,664.2991534230813,43988.751769886796,72858.28626408621,0.3213535991341746,0.3640588266048719
100_2_4_1,20260902,A2,50000,DISCOVERY_OBSERVED,decisionArchiveFront,70,621.8799906687234,43554.943838235355,72115.99482593755,0.3896848912494155,0.34478782356476245
100_2_4_1,20260902,A2,50000,DISCOVERY_OBSERVED,observedFullFront,218,621.8799906687234,43554.943838235355,72115.99482593755,0.40365166977608224,0.33575173339517234
100_2_4_1,20260902,A2,75000,DISCOVERY_OBSERVED,workingPopulationND,19,667.3590160282367,43209.99542243438,73119.88417817108,0.32621869525493413,0.3851090450345476
100_2_4_1,20260902,A2,75000,DISCOVERY_OBSERVED,decisionArchiveFront,105,621.8799906687234,42922.275733140385,71207.98296589578,0.4674163234933275,0.2753647741531132
100_2_4_1,20260902,A2,75000,DISCOVERY_OBSERVED,observedFullFront,199,621.8799906687234,42922.275733140385,71207.98296589578,0.47708423133225913,0.2711868524130561
100_2_4_1,20260902,A2,100000,DISCOVERY_OBSERVED,workingPopulationND,21,664.0518610279187,43259.10541523747,74476.10477303393,0.20285406569280015,0.5705109149879586
100_2_4_1,20260902,A2,100000,DISCOVERY_OBSERVED,decisionArchiveFront,128,621.8799906687234,42237.32661214767,70106.36629002559,0.5285782407087545,0.2515289682299857
100_2_4_1,20260902,A2,100000,DISCOVERY_OBSERVED,observedFullFront,258,620.1427172903796,42237.32661214767,70106.36629002559,0.5411093560484244,0.24394695930995802
100_2_4_1,20260902,A2,125000,DISCOVERY_OBSERVED,workingPopulationND,21,664.0518610279187,43259.10541523747,74476.10477303393,0.20285406569280015,0.5705109149879586
100_2_4_1,20260902,A2,125000,DISCOVERY_OBSERVED,decisionArchiveFront,128,621.8799906687234,42237.32661214767,70106.36629002559,0.5285782407087545,0.2515289682299857
100_2_4_1,20260902,A2,125000,DISCOVERY_OBSERVED,observedFullFront,283,618.4355074031091,42218.737518761576,70106.36629002559,0.5428177666284209,0.24403766911626043
100_2_4_1,20260902,A2,150000,DISCOVERY_OBSERVED,workingPopulationND,17,656.0206729166047,43229.99917970723,74625.45657343946,0.3166608533818963,0.41062105829625506
100_2_4_1,20260902,A2,150000,DISCOVERY_OBSERVED,decisionArchiveFront,105,618.4355074031091,42218.737518761576,70106.36629002559,0.5462069346693719,0.23713125223306025
100_2_4_1,20260902,A2,150000,DISCOVERY_OBSERVED,observedFullFront,249,618.4355074031091,42218.737518761576,70106.36629002559,0.5591409205379598,0.23270812191074
100_2_4_1,20260902,A2,175000,DISCOVERY_OBSERVED,workingPopulationND,8,685.3959663199705,42887.896333390396,70917.44790792502,0.35156643253759245,0.47404746731734587
100_2_4_1,20260902,A2,175000,DISCOVERY_OBSERVED,decisionArchiveFront,109,618.4355074031091,42218.737518761576,70106.36629002559,0.5804246249243208,0.21684658180133934
100_2_4_1,20260902,A2,175000,DISCOVERY_OBSERVED,observedFullFront,227,618.4355074031091,42218.737518761576,70106.36629002559,0.5956946197667623,0.2090800911447558
100_2_4_1,20260902,A2,200000,DISCOVERY_OBSERVED,workingPopulationND,15,653.3350152029252,42605.32010532082,75010.48892294928,0.237404634216015,0.5344296001736184
100_2_4_1,20260902,A2,200000,DISCOVERY_OBSERVED,decisionArchiveFront,108,618.4355074031091,41855.58384922796,68841.764437712,0.6264431898859003,0.20487394120599065
100_2_4_1,20260902,A2,200000,DISCOVERY_OBSERVED,observedFullFront,257,618.4355074031091,41855.58384922796,68841.764437712,0.6405848690935999,0.19739283421918777
100_2_4_1,20260902,A2,225000,DISCOVERY_OBSERVED,workingPopulationND,12,673.9157164218537,42636.68660784724,72239.39124199939,0.3430343278507853,0.43396459116532066
100_2_4_1,20260902,A2,225000,DISCOVERY_OBSERVED,decisionArchiveFront,110,618.4355074031091,41793.93436635659,68841.764437712,0.6333486452102712,0.20385875788776392
100_2_4_1,20260902,A2,225000,DISCOVERY_OBSERVED,observedFullFront,263,618.4355074031091,41793.93436635659,68841.764437712,0.6457942901514159,0.19703904190811106
100_2_4_1,20260902,A2,250000,DISCOVERY_OBSERVED,workingPopulationND,52,618.4355074031091,41793.93436635659,68841.764437712,0.594202134685874,0.21982280074362506
100_2_4_1,20260902,A2,250000,DISCOVERY_OBSERVED,decisionArchiveFront,109,618.4355074031091,41793.93436635659,68841.764437712,0.6427735909818596,0.19297421028856443
100_2_4_1,20260902,A2,250000,DISCOVERY_OBSERVED,observedFullFront,280,618.4355074031091,41793.93436635659,68841.764437712,0.6575976999071993,0.18696280018943753
100_2_4_1,20260902,A4,25000,DISCOVERY_OBSERVED,workingPopulationND,20,614.2537440021346,47587.61095061971,73665.17877067561,0.16186698718786502,0.5951612638713077
100_2_4_1,20260902,A4,25000,DISCOVERY_OBSERVED,decisionArchiveFront,73,596.6234068343277,47062.15032390838,73525.18336986512,0.20543310847695362,0.5410050998902446
100_2_4_1,20260902,A4,25000,DISCOVERY_OBSERVED,observedFullFront,119,596.6234068343277,47062.15032390838,73525.18336986512,0.20592883270074275,0.5408919672568042
100_2_4_1,20260902,A4,50000,DISCOVERY_OBSERVED,workingPopulationND,30,606.5901880630554,46337.028754534316,73317.98287634677,0.2702032422735573,0.44810329112953323
100_2_4_1,20260902,A4,50000,DISCOVERY_OBSERVED,decisionArchiveFront,161,596.6234068343277,46088.28238807993,72530.3462104695,0.31898439628749287,0.4032839607660606
100_2_4_1,20260902,A4,50000,DISCOVERY_OBSERVED,observedFullFront,200,596.6234068343277,46088.28238807993,72530.3462104695,0.31930784924452726,0.4029661683582398
100_2_4_1,20260902,A4,75000,DISCOVERY_OBSERVED,workingPopulationND,21,621.1794595948417,45530.103529998625,71266.58602713872,0.3703987130870132,0.34889781782014606
100_2_4_1,20260902,A4,75000,DISCOVERY_OBSERVED,decisionArchiveFront,154,596.6234068343277,45315.48132911233,70991.00751972663,0.42576897688629456,0.3171326005898695
100_2_4_1,20260902,A4,75000,DISCOVERY_OBSERVED,observedFullFront,196,596.6234068343277,45315.48132911233,70991.00751972663,0.42670217279436673,0.31668168565934146
100_2_4_1,20260902,A4,100000,DISCOVERY_OBSERVED,workingPopulationND,17,657.1322092487004,45050.74506647802,72937.98846600014,0.35997883766032146,0.3357895679826532
100_2_4_1,20260902,A4,100000,DISCOVERY_OBSERVED,decisionArchiveFront,212,596.6234068343277,44837.050482822786,70398.73774754404,0.5015940917698533,0.2499682443081221
100_2_4_1,20260902,A4,100000,DISCOVERY_OBSERVED,observedFullFront,261,596.6234068343277,44837.050482822786,70398.73774754404,0.5022373025184534,0.24966751469966253
100_2_4_1,20260902,A4,125000,DISCOVERY_OBSERVED,workingPopulationND,18,624.6983870250147,44842.24200141891,70678.34569241035,0.439249388249587,0.27614800259974015
100_2_4_1,20260902,A4,125000,DISCOVERY_OBSERVED,decisionArchiveFront,267,596.6234068343277,44534.76190474133,70398.73774754404,0.5270752841611437,0.22974307828401913
100_2_4_1,20260902,A4,125000,DISCOVERY_OBSERVED,observedFullFront,302,596.6234068343277,44534.76190474133,70398.73774754404,0.5282122185647767,0.22939239314754867
