instance,referenceFamily,Cmax,TEC,TWC
100_2_4_1,DISCOVERY_OBSERVED,596.1140352752677,47525.54792959869,69534.4460226994
100_2_4_1,DISCOVERY_OBSERVED,596.1140352752677,47538.038079967984,69459.68088241146
100_2_4_1,DISCOVERY_OBSERVED,596.1538669659117,47488.28283369906,71822.622729415
100_2_4_1,DISCOVERY_OBSERVED,596.1539869336556,47483.18956402196,71774.10581252008
100_2_4_1,DISCOVERY_OBSERVED,596.1547066661487,47479.09939574637,71678.32818135919
100_2_4_1,DISCOVERY_OBSERVED,596.1700280265437,47475.05369215237,71682.7292241766
100_2_4_1,DISCOVERY_OBSERVED,596.1738226394793,47467.96451328184,71214.11280430507
100_2_4_1,DISCOVERY_OBSERVED,596.1920357746186,47427.28589986257,70655.94714994915
100_2_4_1,DISCOVERY_OBSERVED,596.2570046465198,47418.172259364925,70416.96176855132
100_2_4_1,DISCOVERY_OBSERVED,596.7768243627253,47368.08560401799,71652.45791842864
100_2_4_1,DISCOVERY_OBSERVED,596.7816228637844,47416.662944645905,70250.95156822294
100_2_4_1,DISCOVERY_OBSERVED,596.7817175831036,47412.213890217776,70238.82525664009
100_2_4_1,DISCOVERY_OBSERVED,596.7902119112989,47373.194584017416,70980.78143798924
100_2_4_1,DISCOVERY_OBSERVED,596.7903007060962,47370.8695311472,70976.39044716327
100_2_4_1,DISCOVERY_OBSERVED,596.7914349473166,47398.51744451885,69957.63101764831
100_2_4_1,DISCOVERY_OBSERVED,596.7971488659999,47356.23914400809,70563.70356381273
100_2_4_1,DISCOVERY_OBSERVED,596.7979495221837,47603.21703611475,69211.18079098649
100_2_4_1,DISCOVERY_OBSERVED,596.8259137141986,47375.252111047244,69851.03794227651
100_2_4_1,DISCOVERY_OBSERVED,596.8725928527386,47553.33518608834,69389.4838188365
100_2_4_1,DISCOVERY_OBSERVED,597.2426354568216,47580.03563194427,68932.52558049417
100_2_4_1,DISCOVERY_OBSERVED,597.3045114657439,47529.21709480233,69457.12411053784
100_2_4_1,DISCOVERY_OBSERVED,597.340701191914,47503.702283313054,69361.39240974322
100_2_4_1,DISCOVERY_OBSERVED,597.4307597845353,47370.41688509865,69928.96108639667
100_2_4_1,DISCOVERY_OBSERVED,597.4488078908338,47371.62221718616,69779.06373621411
100_2_4_1,DISCOVERY_OBSERVED,597.4683814201301,47356.00703183209,69748.51611780637
100_2_4_1,DISCOVERY_OBSERVED,597.4683869668427,47352.51138064459,69741.51982620053
100_2_4_1,DISCOVERY_OBSERVED,597.4691994690003,47348.230426220834,69624.00402679313
100_2_4_1,DISCOVERY_OBSERVED,597.4728921185422,47341.04144909301,69668.97910173866
100_2_4_1,DISCOVERY_OBSERVED,597.9949825281209,47497.8551355248,69518.54450732864
100_2_4_1,DISCOVERY_OBSERVED,598.207425077677,47481.45119621011,69491.73100755668
100_2_4_1,DISCOVERY_OBSERVED,598.2082062498127,47477.428282350855,69345.0101367599
100_2_4_1,DISCOVERY_OBSERVED,598.2082441924983,47475.36846048583,69340.41082938883
100_2_4_1,DISCOVERY_OBSERVED,598.4283519407212,47176.16662890365,70899.56542070734
100_2_4_1,DISCOVERY_OBSERVED,598.4283519407212,47186.93606357369,70793.17388502162
100_2_4_1,DISCOVERY_OBSERVED,598.6240044236968,47315.983400409925,69503.22105844188
100_2_4_1,DISCOVERY_OBSERVED,599.1383074851533,47384.83516922954,69488.6228159589
100_2_4_1,DISCOVERY_OBSERVED,599.1383685519679,47392.92679820149,69436.82145858032
100_2_4_1,DISCOVERY_OBSERVED,599.4949859383472,47473.1381316316,69320.15049152506
100_2_4_1,DISCOVERY_OBSERVED,599.7568912800565,47317.7486811755,69469.36266363818
100_2_4_1,DISCOVERY_OBSERVED,599.8232771815851,47080.457560260475,74333.58315779337
100_2_4_1,DISCOVERY_OBSERVED,599.8242056604968,47080.2101882296,74332.48166391058
100_2_4_1,DISCOVERY_OBSERVED,600.0261923666341,47053.01139217234,73192.92408288555
100_2_4_1,DISCOVERY_OBSERVED,600.056907945137,47090.820341627645,72451.43123193203
100_2_4_1,DISCOVERY_OBSERVED,600.3640451737928,47169.76225779286,71863.72076826294
100_2_4_1,DISCOVERY_OBSERVED,600.4237810204729,47165.99601091368,71680.25881561667
100_2_4_1,DISCOVERY_OBSERVED,600.5109276169636,47440.646492785,69335.65655792189
100_2_4_1,DISCOVERY_OBSERVED,600.5822419508384,47166.40810318885,71265.91008230789
100_2_4_1,DISCOVERY_OBSERVED,600.9793650640945,47295.47854649726,70452.56072394963
100_2_4_1,DISCOVERY_OBSERVED,601.1609098863165,47276.24083373074,70408.06248530775
100_2_4_1,DISCOVERY_OBSERVED,602.0039042503055,47206.47600347038,69554.6932789681
100_2_4_1,DISCOVERY_OBSERVED,602.4718631549015,47188.484757317165,70237.06504233305
100_2_4_1,DISCOVERY_OBSERVED,602.495071407544,47393.927603385135,69281.96327231177
100_2_4_1,DISCOVERY_OBSERVED,602.495071407544,47534.50736323815,69270.11813038128
100_2_4_1,DISCOVERY_OBSERVED,602.7446192966121,47103.580264914126,70989.69206209359
100_2_4_1,DISCOVERY_OBSERVED,603.0531131976422,47169.79304751908,70464.61893175449
100_2_4_1,DISCOVERY_OBSERVED,603.8997395780767,47137.94591767617,70304.53559217646
100_2_4_1,DISCOVERY_OBSERVED,604.0662860701193,47104.6705083984,70423.82673594462
100_2_4_1,DISCOVERY_OBSERVED,604.3147287294269,47320.43968747964,69386.49485531524
100_2_4_1,DISCOVERY_OBSERVED,605.2760834399603,47084.400157740674,72395.11230901541
100_2_4_1,DISCOVERY_OBSERVED,605.3660444556756,47096.255257529665,71687.43088814567
100_2_4_1,DISCOVERY_OBSERVED,605.4046835627935,47042.288209574384,71308.51627496637
100_2_4_1,DISCOVERY_OBSERVED,605.4384931986937,47039.03256008499,71215.94321835376
100_2_4_1,DISCOVERY_OBSERVED,606.0996502509554,47539.613260152815,69234.60674557254
100_2_4_1,DISCOVERY_OBSERVED,607.2529814323099,47060.497413350924,70703.40190802288
100_2_4_1,DISCOVERY_OBSERVED,607.6625627571589,47385.0623211826,69080.10928784346
100_2_4_1,DISCOVERY_OBSERVED,608.0116506541762,47260.12986149525,69237.65489342493
100_2_4_1,DISCOVERY_OBSERVED,608.1644107328773,47177.41009326777,70202.28643560072
100_2_4_1,DISCOVERY_OBSERVED,608.1700543808696,47153.12323630712,69705.44051966822
100_2_4_1,DISCOVERY_OBSERVED,608.5903636873422,46920.10042374005,72586.78751199757
100_2_4_1,DISCOVERY_OBSERVED,610.165335779818,47052.909644524,70906.63038657584
100_2_4_1,DISCOVERY_OBSERVED,610.3738239727404,47230.01208841711,69355.56282969457
100_2_4_1,DISCOVERY_OBSERVED,610.590096148431,47046.458670589156,70748.22716134004
100_2_4_1,DISCOVERY_OBSERVED,610.899747963176,47170.53752880471,69438.28624021508
100_2_4_1,DISCOVERY_OBSERVED,610.899747963176,47198.893822182064,69322.25551009757
100_2_4_1,DISCOVERY_OBSERVED,612.063615537518,46976.11997150891,72151.02602225485
100_2_4_1,DISCOVERY_OBSERVED,612.3647841596324,47100.038165000835,70231.57835571362
100_2_4_1,DISCOVERY_OBSERVED,612.5461840032867,47023.20825501556,69698.22279996217
100_2_4_1,DISCOVERY_OBSERVED,613.2240901647315,46969.97288109459,71076.84144148888
100_2_4_1,DISCOVERY_OBSERVED,613.328190609769,46947.5694790481,71196.54757616358
100_2_4_1,DISCOVERY_OBSERVED,613.4171490992711,46924.26855189406,72041.11937048059
100_2_4_1,DISCOVERY_OBSERVED,613.4623099315506,46896.475263511726,69224.92906285395
100_2_4_1,DISCOVERY_OBSERVED,613.4623099315506,47011.66135957731,69199.96394117971
100_2_4_1,DISCOVERY_OBSERVED,613.4754945784437,47331.590143382346,69172.1791337838
100_2_4_1,DISCOVERY_OBSERVED,613.4754945784437,47338.77701945517,69146.5056576223
100_2_4_1,DISCOVERY_OBSERVED,613.4755884092928,47138.854787673365,69153.39383311073
100_2_4_1,DISCOVERY_OBSERVED,613.5969130941193,46885.000012853525,69365.80853465239
100_2_4_1,DISCOVERY_OBSERVED,613.8997182271548,47132.89706177951,69114.7694423172
100_2_4_1,DISCOVERY_OBSERVED,613.8997182271548,47135.13758279402,69032.03788233724
100_2_4_1,DISCOVERY_OBSERVED,613.8997182271548,47231.30615188175,68977.11082616939
100_2_4_1,DISCOVERY_OBSERVED,614.1605697057709,46852.97740762503,70768.0240379217
100_2_4_1,DISCOVERY_OBSERVED,614.8469900127787,46742.400257110334,73989.33241900842
100_2_4_1,DISCOVERY_OBSERVED,614.8516986307211,46814.864910957505,73826.35327931657
100_2_4_1,DISCOVERY_OBSERVED,614.8517496552182,46771.64740644522,72277.573683635
100_2_4_1,DISCOVERY_OBSERVED,614.85556697591,46686.7623451929,72318.26127909157
100_2_4_1,DISCOVERY_OBSERVED,614.85556697591,46734.08583566514,71687.39675377963
100_2_4_1,DISCOVERY_OBSERVED,614.8562475926595,46649.185592315946,72265.03597817737
100_2_4_1,DISCOVERY_OBSERVED,614.8562475926595,46689.08323388729,71517.79646065945
100_2_4_1,DISCOVERY_OBSERVED,614.8564459586313,46613.305141495395,72278.88541026726
100_2_4_1,DISCOVERY_OBSERVED,614.8565836281826,46686.90372732556,71623.12989026944
100_2_4_1,DISCOVERY_OBSERVED,614.8958751038963,46684.18850333076,71721.04473323797
100_2_4_1,DISCOVERY_OBSERVED,614.8964986965823,46599.862935411926,71985.01261555987
100_2_4_1,DISCOVERY_OBSERVED,614.9014420969941,46666.19938405914,71824.60460219598
100_2_4_1,DISCOVERY_OBSERVED,614.9255599998957,46671.84073575531,71483.13301125792
100_2_4_1,DISCOVERY_OBSERVED,614.9258642964127,46588.99883382912,71902.46267445832
100_2_4_1,DISCOVERY_OBSERVED,614.9269312915055,46612.04217803927,71709.16273873206
100_2_4_1,DISCOVERY_OBSERVED,615.0146077340455,46650.0712003661,71540.58767559718
100_2_4_1,DISCOVERY_OBSERVED,615.7537419918832,47115.78456578803,69092.0074765317
100_2_4_1,DISCOVERY_OBSERVED,616.9947689514514,46924.74050259811,69212.72793468581
100_2_4_1,DISCOVERY_OBSERVED,617.2337888952655,46938.763231888835,69171.95629602263
100_2_4_1,DISCOVERY_OBSERVED,617.9473337565387,46731.21199040931,69880.04635706054
100_2_4_1,DISCOVERY_OBSERVED,617.9473337565387,46838.62501622313,69772.22558187757
100_2_4_1,DISCOVERY_OBSERVED,617.9473337565387,46875.97851638317,69635.58815313442
100_2_4_1,DISCOVERY_OBSERVED,620.0165811835894,47028.66850883397,69129.08698349759
100_2_4_1,DISCOVERY_OBSERVED,620.8270214242152,46346.59384860172,72346.97945475497
100_2_4_1,DISCOVERY_OBSERVED,620.8914899372593,46243.866533039574,72957.36372454083
100_2_4_1,DISCOVERY_OBSERVED,620.8915154528058,46191.762448854846,72860.10903977655
100_2_4_1,DISCOVERY_OBSERVED,621.3759319767905,46926.149934577275,69199.18974350076
100_2_4_1,DISCOVERY_OBSERVED,621.5762575607595,46770.571465852954,69847.92553569259
100_2_4_1,DISCOVERY_OBSERVED,621.5762575607595,46829.16407435248,69056.44520137315
100_2_4_1,DISCOVERY_OBSERVED,621.5762575607595,46869.850784751616,69030.88532543801
100_2_4_1,DISCOVERY_OBSERVED,621.5762575607595,46965.018190569186,68977.42834504828
100_2_4_1,DISCOVERY_OBSERVED,622.8579220155971,47002.132109248734,68812.62713489789
100_2_4_1,DISCOVERY_OBSERVED,623.4711510059175,46722.97471779218,70247.01349471702
100_2_4_1,DISCOVERY_OBSERVED,623.5831719933957,46530.3221363328,71972.66901183293
100_2_4_1,DISCOVERY_OBSERVED,623.8061137073354,46775.88761072918,69810.2004184543
100_2_4_1,DISCOVERY_OBSERVED,624.0347223539541,46674.03046662212,71152.97286137487
100_2_4_1,DISCOVERY_OBSERVED,624.197867781713,46671.68618494723,71202.80841236781
100_2_4_1,DISCOVERY_OBSERVED,624.197867781713,46824.722988330584,69611.46666372704
100_2_4_1,DISCOVERY_OBSERVED,624.4405672390051,46819.9178975263,69163.22285866993
100_2_4_1,DISCOVERY_OBSERVED,624.4405672390051,46935.82035044287,68765.85897758501
100_2_4_1,DISCOVERY_OBSERVED,624.4405672390051,47045.42493318133,68509.90223318513
100_2_4_1,DISCOVERY_OBSERVED,624.8190867734019,46907.665331187796,68907.03799284062
100_2_4_1,DISCOVERY_OBSERVED,625.5418897649349,46709.91155452812,70139.7454650333
100_2_4_1,DISCOVERY_OBSERVED,625.7011780331535,46161.44904185258,73124.63944473922
100_2_4_1,DISCOVERY_OBSERVED,625.7607097551778,46809.86878637166,69018.50629176326
100_2_4_1,DISCOVERY_OBSERVED,625.7615130497101,46678.629039321146,70537.97323996664
100_2_4_1,DISCOVERY_OBSERVED,625.762592998845,46774.66875996493,69712.3031450153
100_2_4_1,DISCOVERY_OBSERVED,626.1168073539973,46629.45025397504,70534.83951548605
100_2_4_1,DISCOVERY_OBSERVED,626.610311352266,46431.33125280045,70679.21433025056
100_2_4_1,DISCOVERY_OBSERVED,626.6988463435156,46418.4902343524,70446.93189429925
100_2_4_1,DISCOVERY_OBSERVED,626.9414792743289,46161.30499553756,73333.52340779861
100_2_4_1,DISCOVERY_OBSERVED,627.2997160764246,46745.769114468574,68871.2942914048
100_2_4_1,DISCOVERY_OBSERVED,627.895296959118,46072.10096762356,73048.24553235051
100_2_4_1,DISCOVERY_OBSERVED,628.3379658857099,46408.357930812796,71965.47618790473
100_2_4_1,DISCOVERY_OBSERVED,629.3275494740758,46105.12714530954,72302.3912697559
100_2_4_1,DISCOVERY_OBSERVED,629.4889470001726,46088.58355130743,72669.06302828123
100_2_4_1,DISCOVERY_OBSERVED,630.4608756061915,46606.70037634419,68953.2118279208
100_2_4_1,DISCOVERY_OBSERVED,630.5452759954812,46811.17337554485,68841.96904177516
100_2_4_1,DISCOVERY_OBSERVED,630.6161294917121,46004.4788408961,72402.47612499227
100_2_4_1,DISCOVERY_OBSERVED,630.7432297925026,46476.6337961472,70279.52117725572
100_2_4_1,DISCOVERY_OBSERVED,631.4329700868216,46121.666005416926,72114.90920785158
100_2_4_1,DISCOVERY_OBSERVED,631.4744065712538,46543.689571948096,70229.67037941316
100_2_4_1,DISCOVERY_OBSERVED,631.5169204947744,45975.433988981706,72731.3629172329
100_2_4_1,DISCOVERY_OBSERVED,631.7549842092993,46713.30134965846,68819.09500579008
100_2_4_1,DISCOVERY_OBSERVED,631.9712992734605,46879.3693659043,68550.47715893587
100_2_4_1,DISCOVERY_OBSERVED,632.7461064838567,46404.722304807045,70112.59914402384
100_2_4_1,DISCOVERY_OBSERVED,633.133289838723,45922.32433528638,73271.6215419379
100_2_4_1,DISCOVERY_OBSERVED,633.1339009224598,45901.792321018875,73234.18915734759
100_2_4_1,DISCOVERY_OBSERVED,633.1391372115285,45845.85320526615,73748.55847649234
100_2_4_1,DISCOVERY_OBSERVED,633.1442037518127,45837.697027096576,73734.75605654423
100_2_4_1,DISCOVERY_OBSERVED,633.1506846662359,45795.92637273352,73672.86667501254
100_2_4_1,DISCOVERY_OBSERVED,633.1620685329749,45756.47736849004,73597.30384622965
100_2_4_1,DISCOVERY_OBSERVED,633.1627407321718,45841.45718647594,72917.73283890856
100_2_4_1,DISCOVERY_OBSERVED,633.1629493560438,45826.035205329594,73535.14821195827
100_2_4_1,DISCOVERY_OBSERVED,633.171851357764,45754.11110009045,73591.4691139126
100_2_4_1,DISCOVERY_OBSERVED,633.3455701046004,45662.942929411445,73881.71304714077
100_2_4_1,DISCOVERY_OBSERVED,633.4601743244867,46274.11161912169,70911.64411681709
100_2_4_1,DISCOVERY_OBSERVED,633.8320788253968,45966.301593558834,72796.76007153827
100_2_4_1,DISCOVERY_OBSERVED,634.0583150456737,45661.48312886855,73893.2550063123
100_2_4_1,DISCOVERY_OBSERVED,634.2131387006489,47338.668102973505,68493.89467401251
100_2_4_1,DISCOVERY_OBSERVED,634.2160101295244,45643.9543231087,73960.65567584743
100_2_4_1,DISCOVERY_OBSERVED,634.2977730296277,45735.11284433238,73614.7036564371
100_2_4_1,DISCOVERY_OBSERVED,634.2984865568637,45734.96419558149,73614.71077081726
100_2_4_1,DISCOVERY_OBSERVED,634.2984946428403,45734.37271543988,73613.52752338411
100_2_4_1,DISCOVERY_OBSERVED,634.298495351055,45731.60382267584,73605.80560775395
100_2_4_1,DISCOVERY_OBSERVED,634.3999520291914,46932.73239045152,68470.6506711366
100_2_4_1,DISCOVERY_OBSERVED,634.527212778102,45691.2855261901,73535.33770288955
100_2_4_1,DISCOVERY_OBSERVED,634.7218728483036,46732.51930322984,68761.10462690634
100_2_4_1,DISCOVERY_OBSERVED,634.721905764174,46840.33038833266,68753.9293918481
100_2_4_1,DISCOVERY_OBSERVED,635.4233147028954,45671.50181197596,73863.73443916715
100_2_4_1,DISCOVERY_OBSERVED,635.4235948449759,45670.677802277016,73863.23853147822
100_2_4_1,DISCOVERY_OBSERVED,635.6138183283759,45636.49170226231,73876.57955933132
100_2_4_1,DISCOVERY_OBSERVED,636.1411307658317,46382.52505490845,70901.58997891333
100_2_4_1,DISCOVERY_OBSERVED,636.1411307658317,46569.788165887745,69074.8617746197
100_2_4_1,DISCOVERY_OBSERVED,636.3897040534329,46318.51431524147,70638.66998208617
100_2_4_1,DISCOVERY_OBSERVED,636.3897040534329,46361.92213952067,70470.19331261396
100_2_4_1,DISCOVERY_OBSERVED,636.3897040534329,46377.692724384455,69954.36131463696
100_2_4_1,DISCOVERY_OBSERVED,636.7168720637329,46258.992573106094,71079.82162469297
100_2_4_1,DISCOVERY_OBSERVED,637.4185280309455,46364.17143719355,69701.99341361079
100_2_4_1,DISCOVERY_OBSERVED,637.8780721094394,46046.82898885208,72393.50629498975
100_2_4_1,DISCOVERY_OBSERVED,637.9491343458249,46785.34931541478,68475.04158225039
100_2_4_1,DISCOVERY_OBSERVED,637.967572775256,46696.043803664536,68470.11568533293
100_2_4_1,DISCOVERY_OBSERVED,638.1029809958684,45775.98646894845,73151.45597974476
100_2_4_1,DISCOVERY_OBSERVED,638.7068949050171,46637.79704246941,68898.08847737718
100_2_4_1,DISCOVERY_OBSERVED,639.2759647179206,46224.08183979109,70125.87469919075
100_2_4_1,DISCOVERY_OBSERVED,639.5797103844025,46073.77637240979,71770.61267506088
100_2_4_1,DISCOVERY_OBSERVED,639.9703453025961,46668.372990990356,68802.19633123383
100_2_4_1,DISCOVERY_OBSERVED,639.9705802937792,46586.01592210488,68704.58488080396
100_2_4_1,DISCOVERY_OBSERVED,639.9706806846843,46669.076106014705,68603.22032501396
100_2_4_1,DISCOVERY_OBSERVED,639.9712358855872,46585.57262411676,69041.74173366155
100_2_4_1,DISCOVERY_OBSERVED,639.9745837712422,46603.64892946488,68584.17833833126
100_2_4_1,DISCOVERY_OBSERVED,641.2020029198823,46793.44565736594,68180.63684292324
100_2_4_1,DISCOVERY_OBSERVED,641.2919140073756,46618.299776816515,68569.02456489595
100_2_4_1,DISCOVERY_OBSERVED,641.871084525288,45784.885874072126,71291.34684595588
100_2_4_1,DISCOVERY_OBSERVED,642.0751264976338,45628.82207977453,73976.21205530973
100_2_4_1,DISCOVERY_OBSERVED,642.362367279841,45644.54791455448,73629.80642960605
100_2_4_1,DISCOVERY_OBSERVED,642.3927516339559,45678.48775350946,72811.29475445356
100_2_4_1,DISCOVERY_OBSERVED,643.3196978682895,46509.60007790486,68547.70186285117
100_2_4_1,DISCOVERY_OBSERVED,643.3865858866128,46684.308040523785,68503.93751746682
100_2_4_1,DISCOVERY_OBSERVED,644.2992702158137,46010.63544041487,69932.11252370784
100_2_4_1,DISCOVERY_OBSERVED,646.0342931953081,45606.45101147053,73742.08155974494
100_2_4_1,DISCOVERY_OBSERVED,646.0489147258137,46500.44065412465,69250.23483258694
100_2_4_1,DISCOVERY_OBSERVED,646.1063391923332,46534.17357880657,68521.49029729152
100_2_4_1,DISCOVERY_OBSERVED,646.2845661117815,46651.631256349094,68235.67894147024
100_2_4_1,DISCOVERY_OBSERVED,646.3465244594278,45579.01451935287,70999.72660299984
100_2_4_1,DISCOVERY_OBSERVED,646.4841559954973,46473.855813690345,69273.16856037088
100_2_4_1,DISCOVERY_OBSERVED,647.0885593599698,46337.33682799974,69883.39271590451
100_2_4_1,DISCOVERY_OBSERVED,648.734058125556,46516.049699293326,68425.3206736529
100_2_4_1,DISCOVERY_OBSERVED,649.6208196596485,44941.56204371149,72085.7915604409
100_2_4_1,DISCOVERY_OBSERVED,650.6471256775123,45538.215081209026,70835.8394600115
100_2_4_1,DISCOVERY_OBSERVED,650.7361030365525,46580.828184956925,68340.58182784848
100_2_4_1,DISCOVERY_OBSERVED,650.8401446032539,45154.017152642504,70892.29150044062
100_2_4_1,DISCOVERY_OBSERVED,650.8589147557585,44907.86808514445,72092.53962237395
100_2_4_1,DISCOVERY_OBSERVED,650.9296878243048,46433.82855410523,69631.4098813539
100_2_4_1,DISCOVERY_OBSERVED,651.0068086675905,45102.03654086192,70827.49063133047
100_2_4_1,DISCOVERY_OBSERVED,651.3423333381411,46462.51740246781,68320.41208389033
100_2_4_1,DISCOVERY_OBSERVED,651.5144986164504,46455.34909886855,69482.91230276687
100_2_4_1,DISCOVERY_OBSERVED,651.7611758539517,47031.263592130446,68005.58770883807
100_2_4_1,DISCOVERY_OBSERVED,651.8786263766513,45940.53105389076,70395.8733917034
100_2_4_1,DISCOVERY_OBSERVED,651.9511202065459,44938.680869039315,72089.9640486775
100_2_4_1,DISCOVERY_OBSERVED,652.512519144096,46565.46966247934,68182.04970555312
100_2_4_1,DISCOVERY_OBSERVED,652.512519144096,46890.20797917899,67810.32175779952
100_2_4_1,DISCOVERY_OBSERVED,652.6021178667004,45089.118900266425,71154.98817925977
100_2_4_1,DISCOVERY_OBSERVED,652.7845654247315,46413.05235723502,68263.07132153581
100_2_4_1,DISCOVERY_OBSERVED,652.7845654247315,46507.13526518084,68154.95435432975
100_2_4_1,DISCOVERY_OBSERVED,652.7845654247315,46579.08564225564,68151.62239766425
100_2_4_1,DISCOVERY_OBSERVED,652.7845654247315,46606.534429200154,68108.33763900063
100_2_4_1,DISCOVERY_OBSERVED,652.7845654247315,46664.3775520628,67589.40930751726
100_2_4_1,DISCOVERY_OBSERVED,652.9383754465706,46424.578301576345,68204.1231052237
100_2_4_1,DISCOVERY_OBSERVED,653.1892152891381,44910.4229913669,72074.87924684153
100_2_4_1,DISCOVERY_OBSERVED,653.2130262548612,46657.29737001516,68000.70639080499
100_2_4_1,DISCOVERY_OBSERVED,653.4308513076027,46574.710667596446,68148.75466910767
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46292.84852896167,69814.16724849708
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46304.01910595086,69573.89489552405
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46361.388961943565,68878.0144032101
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46379.05377219593,68497.92980436291
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46407.118260987074,68464.6018812443
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46412.607492531126,68164.06387557065
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46413.991820162126,68063.13235883493
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46457.7301541563,68051.65326430401
100_2_4_1,DISCOVERY_OBSERVED,653.4333924992742,46588.861646225785,67958.13111357417
100_2_4_1,DISCOVERY_OBSERVED,653.4334224129857,46513.28323961215,68025.69422258892
100_2_4_1,DISCOVERY_OBSERVED,653.4594543251476,46115.553374825846,69482.22103551847
100_2_4_1,DISCOVERY_OBSERVED,653.4594543251476,46287.168584428626,69101.3444452892
100_2_4_1,DISCOVERY_OBSERVED,653.542525071055,46180.392641857004,69223.08692160995
100_2_4_1,DISCOVERY_OBSERVED,653.542525071055,46320.473876676726,69092.79136764359
100_2_4_1,DISCOVERY_OBSERVED,653.5425260058418,46352.71402953126,68780.28611259116
100_2_4_1,DISCOVERY_OBSERVED,653.8521717775695,45578.167164200866,70460.7937748294
100_2_4_1,DISCOVERY_OBSERVED,653.9045376714221,46324.83772581952,68247.64756287127
100_2_4_1,DISCOVERY_OBSERVED,654.0583642932278,46625.0361434318,67774.88987466262
100_2_4_1,DISCOVERY_OBSERVED,654.4142491863709,45181.86868984214,70773.46376853218
100_2_4_1,DISCOVERY_OBSERVED,654.6417046697129,46399.54682107259,68095.3709488902
100_2_4_1,DISCOVERY_OBSERVED,654.9950396532772,46440.518874479254,68022.10868233706
100_2_4_1,DISCOVERY_OBSERVED,656.2490588694249,46502.53139589142,67731.63343333351
100_2_4_1,DISCOVERY_OBSERVED,656.2490588694249,46710.289067178936,67375.1442371377
100_2_4_1,DISCOVERY_OBSERVED,656.5702977044303,45034.67659543965,72048.33965354801
100_2_4_1,DISCOVERY_OBSERVED,656.6762258007577,46375.28559086719,68065.540906033
100_2_4_1,DISCOVERY_OBSERVED,656.7247809345262,44991.13109873243,71065.05791135594
100_2_4_1,DISCOVERY_OBSERVED,656.7377275656426,46573.7967997235,67481.48546167993
100_2_4_1,DISCOVERY_OBSERVED,657.1719856194348,44954.710067879154,72064.3291314207
100_2_4_1,DISCOVERY_OBSERVED,657.4698382566754,45540.67204875965,70405.05027570842
100_2_4_1,DISCOVERY_OBSERVED,658.0311054329713,45085.87893196958,70918.40675554148
100_2_4_1,DISCOVERY_OBSERVED,658.2044178923713,46203.946075031454,69004.78640836597
100_2_4_1,DISCOVERY_OBSERVED,658.6104132567855,46478.207609423764,67936.57551970395
100_2_4_1,DISCOVERY_OBSERVED,658.6106599372396,46529.70640886021,67714.17765738326
100_2_4_1,DISCOVERY_OBSERVED,658.9481589394508,46414.51330818195,67864.00709040376
100_2_4_1,DISCOVERY_OBSERVED,659.1057348929982,44977.8654015734,70979.40190681646
100_2_4_1,DISCOVERY_OBSERVED,659.1071446965755,46006.0223380971,70037.81729164589
100_2_4_1,DISCOVERY_OBSERVED,659.607509643545,46749.11394415365,67359.78285779517
100_2_4_1,DISCOVERY_OBSERVED,659.8322863021785,46479.90459109502,67817.05358476634
100_2_4_1,DISCOVERY_OBSERVED,660.5226599531537,46308.24690828985,68078.5795861898
100_2_4_1,DISCOVERY_OBSERVED,661.676983001844,46334.26982491478,68065.41301044555
100_2_4_1,DISCOVERY_OBSERVED,661.8796919610191,46266.406429743045,68329.80985139716
100_2_4_1,DISCOVERY_OBSERVED,662.1002228805667,46502.34538644403,67508.99993389864
100_2_4_1,DISCOVERY_OBSERVED,662.1057126968013,46090.382059037845,69929.89710487708
100_2_4_1,DISCOVERY_OBSERVED,662.1672434403265,46394.184975812765,67724.76939619743
100_2_4_1,DISCOVERY_OBSERVED,662.1672434403265,46443.47683575899,67587.8769276526
100_2_4_1,DISCOVERY_OBSERVED,662.3537888078629,46116.787183541666,68397.98835305653
100_2_4_1,DISCOVERY_OBSERVED,662.4708101877518,46261.57615335554,67815.88593531711
100_2_4_1,DISCOVERY_OBSERVED,662.5416576966718,45929.18820746507,70364.52479702994
100_2_4_1,DISCOVERY_OBSERVED,662.9595595656895,45991.775946958674,69506.20238313053
100_2_4_1,DISCOVERY_OBSERVED,663.2336036673063,46191.16041509672,68333.81805272699
100_2_4_1,DISCOVERY_OBSERVED,663.2949911091854,45471.17362432447,70583.73328548917
100_2_4_1,DISCOVERY_OBSERVED,663.3068368370596,45440.243620613015,70459.22537591867
100_2_4_1,DISCOVERY_OBSERVED,663.6121232366552,46673.95946573863,67481.0570140826
100_2_4_1,DISCOVERY_OBSERVED,663.6121232366552,46681.73099531945,67434.50665279914
100_2_4_1,DISCOVERY_OBSERVED,663.6571882139386,46438.69313718726,67718.18254509284
100_2_4_1,DISCOVERY_OBSERVED,663.6571887337043,46298.32055226742,67600.28948004275
