runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260821-A4,3,20260821,A4,COMPLETED,100000,144,850fcc9afb4629d76152a53b56f04fd1846e0398272d5e80816bc101ab8813dc,9286225100
