algorithm,status,seed,fullEvaluations,wallClockMillis,cpuNanos,frontSize,minCmax,minTEC,minTWC,maxCmax,maxTEC,maxTWC,cfvfRepairs,localFullEvaluations,illegalSolutions,configurationSha256,initialPopulationSha256,reason
"ZHANGBO-FULL",COMPLETED,20260808,100000,53626,53020910030,287,201.109390145,8484.46857128,12796.3685178,445.503440133,11195.5296291,19788.1863492,0,79900,0,6454415e8276be070c1063e26314ddff5b76ed9e26a75a820befe98c2bdcf4f6,ffca83d43be7a67b8860ad5ccbd5e3d51c2a0f7880509879c59ecbeac0dc9ebe,"MAX_FES_REACHED"
