cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,56,44,0,0,"{}",Infinity
1,PARENT,0,0,0,100,10,90,0,0,"{}",Infinity
1,CATA_TEST,221,50,23,27,14,13,221,0,"{}",242.78994686312151
1,CATA_APPLY,51,25,0,25,14,11,51,0,"{}",228.97787127582714
1,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",259.79510887671455
1,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",243.8644811546715
1,O1_O9,1383,41,35,6,6,0,1383,0,"{}",204.85061728847194
2,GLOBAL_Q_FINAL,0,0,0,100,49,51,0,0,"{}",Infinity
2,PARENT,0,0,0,100,26,74,0,0,"{}",Infinity
2,CATA_TEST,196,43,15,28,11,17,196,0,"{}",226.67110500301823
2,CATA_APPLY,57,18,0,18,9,9,57,0,"{}",211.2681840233106
2,CRITICAL_SWAP,6,1,1,0,0,0,6,0,"{}",241.48758623519615
2,CRITICAL_INSERT,6,3,3,0,0,0,6,0,"{}",227.43379752348415
2,O1_O9,1403,59,53,6,5,1,1403,0,"{}",209.9565601461677
3,GLOBAL_Q_FINAL,0,0,0,100,33,67,0,0,"{}",Infinity
3,PARENT,0,0,0,100,50,50,0,0,"{}",Infinity
3,CATA_TEST,171,40,18,22,7,15,171,0,"{}",224.62823958342443
3,CATA_APPLY,62,29,1,28,7,21,62,0,"{}",210.62878808899384
3,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",226.35174885818194
3,CRITICAL_INSERT,6,3,3,0,0,0,6,0,"{}",199.55529693772766
3,O1_O9,1426,26,20,6,3,3,1426,0,"{}",193.27065847223167
4,GLOBAL_Q_FINAL,0,0,0,100,25,75,0,0,"{}",Infinity
4,PARENT,0,0,0,100,60,40,0,0,"{}",Infinity
4,CATA_TEST,209,40,16,24,5,19,209,0,"{}",206.70477305061678
4,CATA_APPLY,54,22,0,22,6,16,54,0,"{}",210.95694456905073
4,CRITICAL_SWAP,6,0,0,0,0,0,6,0,"{}",215.9980966730531
4,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",205.70099298690008
4,O1_O9,1400,24,18,6,4,2,1400,0,"{}",196.35532759792306
5,GLOBAL_Q_FINAL,0,0,0,100,20,80,0,0,"{}",Infinity
5,PARENT,0,0,0,100,76,24,0,0,"{}",Infinity
5,CATA_TEST,183,46,26,20,2,18,183,0,"{}",246.00659110131494
5,CATA_APPLY,60,17,2,15,1,14,60,0,"{}",212.02974793407145
