sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
1,1,5100,0,1,G1_CMAX,MAC,MAC,0.7622308065642298,WOR,0.7234103614802634,0.038820445083966426,0.6915379190978945,0.7622308065642298,0.7234103614802634,0.20158228100898545,0.40053928028320596,N1,false,310.5160497417199,12125.335430244926,21490.287556537845,0.03396036603277964,true,false,false,0.25380846068994883
1,1,5100,0,1,G1_CMAX,MAC,MAC,0.7622308065642298,WOR,0.7234103614802634,0.038820445083966426,0.6915379190978945,0.7622308065642298,0.7234103614802634,0.20158228100898545,0.40053928028320596,N2,true,355.82832887247935,12542.027530705931,22975.714816936103,-0.36866999987701154,false,false,false,0.25380846068994883
1,1,5100,0,1,G1_CMAX,MAC,MAC,0.7622308065642298,WOR,0.7234103614802634,0.038820445083966426,0.6915379190978945,0.7622308065642298,0.7234103614802634,0.20158228100898545,0.40053928028320596,N3,false,314.337971075405,12232.07358389523,21953.942515968047,0.0,false,false,false,0.25380846068994883
1,1,5100,0,1,G1_CMAX,MAC,MAC,0.7622308065642298,WOR,0.7234103614802634,0.038820445083966426,0.6915379190978945,0.7622308065642298,0.7234103614802634,0.20158228100898545,0.40053928028320596,N4,true,314.337971075405,11839.247821563535,21673.980083448536,0.0,false,false,false,0.25380846068994883
1,1,5100,0,1,G1_CMAX,MAC,MAC,0.7622308065642298,WOR,0.7234103614802634,0.038820445083966426,0.6915379190978945,0.7622308065642298,0.7234103614802634,0.20158228100898545,0.40053928028320596,N5,false,285.77420442918026,11832.464693468904,20905.54217588226,0.25380846068994883,true,true,false,0.25380846068994883
2,1,5133,20,0,G4_BALANCED,BAL,MAC,0.6966159299503474,SEQ,0.6716464561187523,0.02496947383159509,0.6716464561187523,0.6966159299503474,0.6347927690429915,0.14677377307008466,0.4775204156668039,N1,true,300.165921396613,10220.392613619042,16333.226804661384,-0.025136066541546154,false,false,false,0.0
2,1,5133,20,0,G4_BALANCED,BAL,MAC,0.6966159299503474,SEQ,0.6716464561187523,0.02496947383159509,0.6716464561187523,0.6966159299503474,0.6347927690429915,0.14677377307008466,0.4775204156668039,N2,true,334.28138746688046,10463.450577946915,16944.809989864603,-0.27593041008404806,false,false,false,0.0
2,1,5133,20,0,G4_BALANCED,BAL,MAC,0.6966159299503474,SEQ,0.6716464561187523,0.02496947383159509,0.6716464561187523,0.6966159299503474,0.6347927690429915,0.14677377307008466,0.4775204156668039,N3,true,300.165921396613,10213.55133481951,16227.002851770329,-0.018077034222797737,true,true,true,0.0
2,1,5133,20,0,G4_BALANCED,BAL,MAC,0.6966159299503474,SEQ,0.6716464561187523,0.02496947383159509,0.6716464561187523,0.6966159299503474,0.6347927690429915,0.14677377307008466,0.4775204156668039,N4,true,300.165921396613,10454.206096777903,16234.661983463764,-0.26639168300475063,false,false,false,0.0
2,1,5133,20,0,G4_BALANCED,BAL,MAC,0.6966159299503474,SEQ,0.6716464561187523,0.02496947383159509,0.6716464561187523,0.6966159299503474,0.6347927690429915,0.14677377307008466,0.4775204156668039,N5,true,300.165921396613,10205.985888764404,16287.238518309008,-0.010270784868889335,false,false,false,0.0
3,1,5168,40,2,G4_BALANCED,BAL,MAC,0.5753737158542748,SEQ,0.5728374115481878,0.0025363043060869783,0.5728374115481878,0.5753737158542748,0.5178813302445523,0.18037793912467937,0.3708050986021374,N1,true,420.2645834548032,11662.463272570723,26432.375622910797,-0.0034060131109767172,true,false,false,0.0
3,1,5168,40,2,G4_BALANCED,BAL,MAC,0.5753737158542748,SEQ,0.5728374115481878,0.0025363043060869783,0.5728374115481878,0.5753737158542748,0.5178813302445523,0.18037793912467937,0.3708050986021374,N2,true,473.59937213673646,12046.928695117702,27535.725307597124,-0.08729945908267084,false,false,false,0.0
3,1,5168,40,2,G4_BALANCED,BAL,MAC,0.5753737158542748,SEQ,0.5728374115481878,0.0025363043060869783,0.5728374115481878,0.5753737158542748,0.5178813302445523,0.18037793912467937,0.3708050986021374,N3,true,417.45027114859886,11546.479309587083,25288.15304294886,0.08359521281398388,true,false,false,0.0
3,1,5168,40,2,G4_BALANCED,BAL,MAC,0.5753737158542748,SEQ,0.5728374115481878,0.0025363043060869783,0.5728374115481878,0.5753737158542748,0.5178813302445523,0.18037793912467937,0.3708050986021374,N4,true,349.71987933965363,11093.029553444032,23857.079569455796,0.19240721212510561,false,false,false,0.0
3,1,5168,40,2,G4_BALANCED,BAL,MAC,0.5753737158542748,SEQ,0.5728374115481878,0.0025363043060869783,0.5728374115481878,0.5753737158542748,0.5178813302445523,0.18037793912467937,0.3708050986021374,N5,true,341.3656637410951,11358.995960734148,22592.950328567058,0.2885255684754659,true,true,true,0.0
4,1,5202,60,0,G2_TEC,BAL,MAC,0.5703645457010816,SEQ,0.5604687020502724,0.0098958436508092,0.5604687020502724,0.5703645457010816,0.5571700069237838,0.14896781074381615,0.475860250235588,N1,true,325.7862519031165,10141.69871840065,18569.098468854507,-0.007637955205752673,false,false,false,0.0
4,1,5202,60,0,G2_TEC,BAL,MAC,0.5703645457010816,SEQ,0.5604687020502724,0.0098958436508092,0.5604687020502724,0.5703645457010816,0.5571700069237838,0.14896781074381615,0.475860250235588,N2,true,359.3700092945224,10251.25556678913,18587.148016468203,-0.12831057400941326,false,false,false,0.0
4,1,5202,60,0,G2_TEC,BAL,MAC,0.5703645457010816,SEQ,0.5604687020502724,0.0098958436508092,0.5604687020502724,0.5703645457010816,0.5571700069237838,0.14896781074381615,0.475860250235588,N3,true,325.7862519031165,10141.69871840065,18569.098468854507,-0.007637955205752673,false,false,false,0.0
4,1,5202,60,0,G2_TEC,BAL,MAC,0.5703645457010816,SEQ,0.5604687020502724,0.0098958436508092,0.5604687020502724,0.5703645457010816,0.5571700069237838,0.14896781074381615,0.475860250235588,N4,true,294.3383350192422,10524.459122763777,18295.75009560583,-0.4292336933842113,false,false,false,0.0
4,1,5202,60,0,G2_TEC,BAL,MAC,0.5703645457010816,SEQ,0.5604687020502724,0.0098958436508092,0.5604687020502724,0.5703645457010816,0.5571700069237838,0.14896781074381615,0.475860250235588,N5,true,312.2993596886426,10389.988283236433,20069.34091108122,-0.28111927975164663,false,false,false,0.0
5,1,5238,80,0,G3_TWC,BAL,MAC,0.6926222707368499,SEQ,0.6698818318298477,0.02274043890700217,0.6698818318298477,0.6926222707368499,0.6455569506976354,0.14491032598269743,0.5924595349508964,N1,true,464.9311895751247,11283.58089258197,17891.390524410654,0.0,false,false,false,0.0
5,1,5238,80,0,G3_TWC,BAL,MAC,0.6926222707368499,SEQ,0.6698818318298477,0.02274043890700217,0.6698818318298477,0.6926222707368499,0.6455569506976354,0.14491032598269743,0.5924595349508964,N2,true,486.5587040009737,11188.296346681438,17787.77534861712,0.022255990129953343,true,false,false,0.0
5,1,5238,80,0,G3_TWC,BAL,MAC,0.6926222707368499,SEQ,0.6698818318298477,0.02274043890700217,0.6698818318298477,0.6926222707368499,0.6455569506976354,0.14491032598269743,0.5924595349508964,N3,true,485.137610045256,11222.233839421788,17451.839379665154,0.094413254276176,true,true,true,0.0
5,1,5238,80,0,G3_TWC,BAL,MAC,0.6926222707368499,SEQ,0.6698818318298477,0.02274043890700217,0.6698818318298477,0.6926222707368499,0.6455569506976354,0.14491032598269743,0.5924595349508964,N4,true,464.91893503590325,11816.276211140099,17830.742113213593,0.013026957013408395,true,false,false,0.0
5,1,5238,80,0,G3_TWC,BAL,MAC,0.6926222707368499,SEQ,0.6698818318298477,0.02274043890700217,0.6698818318298477,0.6926222707368499,0.6455569506976354,0.14491032598269743,0.5924595349508964,N5,true,437.3433006282272,11384.978758250014,18054.12076806459,-0.03495359312832397,false,false,false,0.0
