runId,seed,arm,frontSize,exactUniqueFrontSize,minCmax,minTEC,minTWC,HV,IGD,Spacing,actualFE,decoderCalls,initialPopulationHash,qpSettlementPolicy,qpTrainedTransitions,qpFrozenObservations,qpRewardSamples,qpTableHash,sourceRunId
20260822:D1_PA_DIRECTIONAL,20260822,D1_PA_DIRECTIONAL,126,126,197.96111808476982,8712.543648075249,12857.686011736765,0.9779017691046796,0.058659471978107613,0.03676324032327286,50000,50000,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,STANDARD_BY_DUAL_Q,0,0,0,disabled,V35-A2-A3-CAUSAL-AUDIT
20260822:Q0_QP_OBSERVE_ONLY,20260822,Q0_QP_OBSERVE_ONLY,147,147,197.96111808476982,8791.950104706495,13023.125336664627,0.8704595012910346,0.11439081983044591,0.02504210805602727,50000,50000,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,OBSERVE_ONLY_ALL_CYCLES,0,10000,0,4A6EA04ADD51DF5C34CB94585D94069396C85DA2665C0D347146FCDF380C178A,D1_PA_DIRECTIONAL@20260822;D2_QP_SYNCHRONOUS@20260822
20260822:D2_QP_SYNCHRONOUS,20260822,D2_QP_SYNCHRONOUS,104,104,183.3983599631338,8766.59841036019,12998.545703018826,0.9345958057185009,0.07559217350127057,0.03414088564745598,50000,50000,165ad2bc3a58953ed2f10674b2162bf18eb9960667e33e7de6133317297e77f2,STANDARD_BY_DUAL_Q,10000,0,10000,BE1D17903310914737D0DA18887D67A55DAD635E75E58FB55D7A78E5788138FE,V35-A2-A3-CAUSAL-AUDIT
20260823:D1_PA_DIRECTIONAL,20260823,D1_PA_DIRECTIONAL,104,104,202.37276168642302,8607.459519167496,12745.88707348048,1.0027368527002287,0.0521834340808204,0.02658722213701726,50000,50000,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,STANDARD_BY_DUAL_Q,0,0,0,disabled,V35-A2-A3-CAUSAL-AUDIT
20260823:Q0_QP_OBSERVE_ONLY,20260823,Q0_QP_OBSERVE_ONLY,102,102,200.40464069364995,8577.60729660999,12805.715992083906,1.018147315255684,0.04353543130947099,0.03323963201415425,50000,50000,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,OBSERVE_ONLY_ALL_CYCLES,0,10000,0,4A6EA04ADD51DF5C34CB94585D94069396C85DA2665C0D347146FCDF380C178A,D1_PA_DIRECTIONAL@20260823;D2_QP_SYNCHRONOUS@20260823
20260823:D2_QP_SYNCHRONOUS,20260823,D2_QP_SYNCHRONOUS,107,107,203.4634393230276,8636.089519664833,12707.667888790347,0.949249468705559,0.08286524219848894,0.02999053711503439,50000,50000,c2e535bb0da51a986255463f078c0d649170b5f8f306a6b868866af1dc7bccbb,STANDARD_BY_DUAL_Q,10000,0,10000,6D08E4F0D935D1FC8C3DBBA97BBC9D59B3FE316B5978BBC38518A3725214AD7F,V35-A2-A3-CAUSAL-AUDIT
20260824:D1_PA_DIRECTIONAL,20260824,D1_PA_DIRECTIONAL,130,130,195.73516147199453,8697.313615424897,12750.233111415484,0.9531475309089193,0.06841907275281282,0.031034243490575247,50000,50000,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,STANDARD_BY_DUAL_Q,0,0,0,disabled,V35-A2-A3-CAUSAL-AUDIT
20260824:Q0_QP_OBSERVE_ONLY,20260824,Q0_QP_OBSERVE_ONLY,153,153,195.73516147199453,8590.482185919152,12828.649614764177,0.9322252342400552,0.07612224201453477,0.03288605129686793,50000,50000,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,OBSERVE_ONLY_ALL_CYCLES,0,10000,0,4A6EA04ADD51DF5C34CB94585D94069396C85DA2665C0D347146FCDF380C178A,D1_PA_DIRECTIONAL@20260824;D2_QP_SYNCHRONOUS@20260824
20260824:D2_QP_SYNCHRONOUS,20260824,D2_QP_SYNCHRONOUS,136,136,195.73516147199453,8555.2252992029,12828.649614764177,0.9412842288514218,0.08028083832827235,0.02883823272085223,50000,50000,5c87299719b1fe1ca5aed031d768ec1ba6278d7e352515e6189c3906ea6c7131,STANDARD_BY_DUAL_Q,10000,0,10000,12B57FCCBDD84381C3E86FA6BBBFC7146E275B699F94A9A4D03BA2077140C7F3,V35-A2-A3-CAUSAL-AUDIT
