pair,seed,fromArm,toArm,deltaCmax,deltaTEC,deltaTWC,deltaHVCommonReference,deltaIGDCommonReference,deltaHVPairReference,deltaIGDPairReference,coverageToFrom,coverageFromTo
D1_PA_DIRECTIONAL->Q0_QP_OBSERVE_ONLY,20260822,D1_PA_DIRECTIONAL,Q0_QP_OBSERVE_ONLY,0.0,-0.00903172284710062,-0.012703504009294347,-0.1098702049716242,0.9500826716124869,-0.11037386308288563,1.0315683891111735,0.05555555555555555,0.9659863945578231
D1_PA_DIRECTIONAL->Q0_QP_OBSERVE_ONLY,20260823,D1_PA_DIRECTIONAL,Q0_QP_OBSERVE_ONLY,0.009820735617503235,0.003480250555339032,-0.004672047907388365,0.015368401504299953,-0.1657231442061785,0.015564349160035759,-0.16513831132978524,0.5096153846153846,0.3333333333333333
D1_PA_DIRECTIONAL->Q0_QP_OBSERVE_ONLY,20260824,D1_PA_DIRECTIONAL,Q0_QP_OBSERVE_ONLY,0.0,0.012436022471573728,-0.006112607772718786,-0.021950743185488487,0.11258803944263122,-0.022370202154803794,0.14133352829541868,0.3,0.5424836601307189
Q0_QP_OBSERVE_ONLY->D2_QP_SYNCHRONOUS,20260822,Q0_QP_OBSERVE_ONLY,D2_QP_SYNCHRONOUS,0.07940506188039732,0.002891850768063631,0.0018909525886493736,0.07368097462586327,-0.33917622398968783,0.07368097462586327,-0.34051631144998407,0.7687074829931972,0.16346153846153846
Q0_QP_OBSERVE_ONLY->D2_QP_SYNCHRONOUS,20260823,Q0_QP_OBSERVE_ONLY,D2_QP_SYNCHRONOUS,-0.01503365243188163,-0.006771840764465943,0.00771566460121676,-0.06766982097558524,0.9033977545655296,-0.06766982097558524,1.4349927420896598,0.11764705882352941,0.7663551401869159
Q0_QP_OBSERVE_ONLY->D2_QP_SYNCHRONOUS,20260824,Q0_QP_OBSERVE_ONLY,D2_QP_SYNCHRONOUS,0.0,0.004121093890950677,0.0,0.009717602869602058,0.05463050225114936,0.009717602869602058,0.09777454068609541,0.477124183006536,0.40441176470588236
