runId,phase,instance,seed,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
region_global-100_2_3_1-seed-20260823,REGION_GLOBAL,100_2_3_1,20260823,COMPLETED,500000,223,4715a7cb10804878123440f67db1e61581b342cc089dc1d907e1f669bd695469,447007304868
