cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,58,42,0,0,"{}",Infinity
1,PARENT,0,0,0,100,0,100,0,0,"{}",Infinity
1,CATA_TEST,95,37,21,16,12,4,95,0,"{}",953.552423693665
1,CATA_APPLY,81,46,2,44,24,20,81,0,"{}",943.0158007803504
1,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",1019.4746371866811
1,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",1018.9011671067941
1,O1_O9,1479,194,188,6,6,0,1479,0,"{}",822.6531355047626
2,GLOBAL_Q_FINAL,0,0,0,100,50,50,0,0,"{}",Infinity
2,PARENT,0,0,0,100,14,86,0,0,"{}",Infinity
2,CATA_TEST,85,29,18,11,6,5,85,0,"{}",847.0963531883424
2,CATA_APPLY,83,46,1,45,24,21,83,0,"{}",815.4380067830004
2,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",858.693862879865
2,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",835.9559790610708
2,O1_O9,1488,105,99,6,6,0,1488,0,"{}",760.3905621193804
3,GLOBAL_Q_FINAL,0,0,0,100,48,52,0,0,"{}",Infinity
3,PARENT,0,0,0,100,23,77,0,0,"{}",Infinity
3,CATA_TEST,95,28,13,15,11,4,95,0,"{}",794.7170032548039
3,CATA_APPLY,81,29,0,29,12,17,81,0,"{}",790.5662114419287
3,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",787.0426479608509
3,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",785.1403483505132
3,O1_O9,1483,85,79,6,6,0,1483,0,"{}",744.35225147589
4,GLOBAL_Q_FINAL,0,0,0,100,37,63,0,0,"{}",Infinity
4,PARENT,0,0,0,100,46,54,0,0,"{}",Infinity
4,CATA_TEST,103,21,10,11,3,8,103,0,"{}",785.8101471068787
