runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260819-A4,1,20260819,A4,COMPLETED,100000,148,fdc7eb3ba1c905f7b37eb07374cd125f655b04b37e0e8223a83398800d57422d,10339534500
