sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
3,1,5196,40,2,G4_BALANCED,BAL,SEQ,0.661256150183736,MAC,0.6339185472692208,0.027337602914515147,0.661256150183736,0.6339185472692208,0.4387910403506823,0.2520412051463292,0.11024181528419646,N1,true,316.8245488313988,10493.871780714137,18801.770306561742,0.0026543358866055046,true,false,false,0.0
3,1,5196,40,2,G4_BALANCED,BAL,SEQ,0.661256150183736,MAC,0.6339185472692208,0.027337602914515147,0.661256150183736,0.6339185472692208,0.4387910403506823,0.2520412051463292,0.11024181528419646,N2,true,316.79826026263163,10190.458969170337,18682.873878990194,0.023774808919037375,true,true,true,0.0
3,1,5196,40,2,G4_BALANCED,BAL,SEQ,0.661256150183736,MAC,0.6339185472692208,0.027337602914515147,0.661256150183736,0.6339185472692208,0.4387910403506823,0.2520412051463292,0.11024181528419646,N3,true,316.79826026263163,10650.66587258598,19321.63465112443,-0.08969310544632894,false,false,false,0.0
3,1,5196,40,2,G4_BALANCED,BAL,SEQ,0.661256150183736,MAC,0.6339185472692208,0.027337602914515147,0.661256150183736,0.6339185472692208,0.4387910403506823,0.2520412051463292,0.11024181528419646,N4,true,316.79826026263163,10966.902571561202,18769.781672955207,0.0019235979741455225,false,false,false,0.0
3,1,5196,40,2,G4_BALANCED,BAL,SEQ,0.661256150183736,MAC,0.6339185472692208,0.027337602914515147,0.661256150183736,0.6339185472692208,0.4387910403506823,0.2520412051463292,0.11024181528419646,N5,true,316.79826026263163,10431.383806413067,19004.529280304654,-0.03336327645455328,false,false,false,0.0
4,1,5250,60,1,G2_TEC,WOR,WOR,0.7608828921651385,SEQ,0.7116870461598268,0.04919584600531168,0.7116870461598268,0.6792988789511103,0.7608828921651385,0.17396089048661864,0.5229250578334801,N1,false,330.4118766746007,9969.068374690676,21246.11572336878,-0.007396039268624492,false,false,false,0.04653632176342134
4,1,5250,60,1,G2_TEC,WOR,WOR,0.7608828921651385,SEQ,0.7116870461598268,0.04919584600531168,0.7116870461598268,0.6792988789511103,0.7608828921651385,0.17396089048661864,0.5229250578334801,N2,true,332.0995607020621,10823.860334123241,22052.526381266598,-1.0,false,false,false,0.04653632176342134
4,1,5250,60,1,G2_TEC,WOR,WOR,0.7608828921651385,SEQ,0.7116870461598268,0.04919584600531168,0.7116870461598268,0.6792988789511103,0.7608828921651385,0.17396089048661864,0.5229250578334801,N3,false,331.072140564446,9924.899406660574,21222.300768095414,0.04653632176342134,true,true,false,0.04653632176342134
4,1,5250,60,1,G2_TEC,WOR,WOR,0.7608828921651385,SEQ,0.7116870461598268,0.04919584600531168,0.7116870461598268,0.6792988789511103,0.7608828921651385,0.17396089048661864,0.5229250578334801,N4,true,331.072140564446,9976.161949791109,21035.509306265343,-0.016057623869463057,false,false,false,0.04653632176342134
4,1,5250,60,1,G2_TEC,WOR,WOR,0.7608828921651385,SEQ,0.7116870461598268,0.04919584600531168,0.7116870461598268,0.6792988789511103,0.7608828921651385,0.17396089048661864,0.5229250578334801,N5,true,308.4258724376881,10351.429682180038,22458.842642174306,-0.4742769513639021,false,false,false,0.04653632176342134
5,1,5298,80,0,G3_TWC,BAL,MAC,0.6909533478469384,SEQ,0.6627296744023747,0.02822367344456367,0.6627296744023747,0.6909533478469384,0.6245629202430312,0.14997610495737718,0.5398773949962177,N1,true,357.58241653722104,11858.980151920485,17800.18675547957,0.0,false,false,false,0.0
5,1,5298,80,0,G3_TWC,BAL,MAC,0.6909533478469384,SEQ,0.6627296744023747,0.02822367344456367,0.6627296744023747,0.6909533478469384,0.6245629202430312,0.14997610495737718,0.5398773949962177,N2,true,382.7057975897092,11799.069905254895,16212.324286446004,0.34422115671748715,true,true,true,0.0
5,1,5298,80,0,G3_TWC,BAL,MAC,0.6909533478469384,SEQ,0.6627296744023747,0.02822367344456367,0.6627296744023747,0.6909533478469384,0.6245629202430312,0.14997610495737718,0.5398773949962177,N3,true,357.58241653722104,11766.237275040983,17165.170081027565,0.13766064660990537,true,false,false,0.0
5,1,5298,80,0,G3_TWC,BAL,MAC,0.6909533478469384,SEQ,0.6627296744023747,0.02822367344456367,0.6627296744023747,0.6909533478469384,0.6245629202430312,0.14997610495737718,0.5398773949962177,N4,true,357.58241653722104,11961.985148003867,17339.848722318893,0.0997933343383733,false,false,false,0.0
5,1,5298,80,0,G3_TWC,BAL,MAC,0.6909533478469384,SEQ,0.6627296744023747,0.02822367344456367,0.6627296744023747,0.6909533478469384,0.6245629202430312,0.14997610495737718,0.5398773949962177,N5,true,396.2092927418229,11920.773430366131,18583.031561171,-0.16970723208124586,false,false,false,0.0
