sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.7655500431991658,SEQ,0.7369743049968935,0.028575738202272216,0.7369743049968935,0.7210045336490749,0.7655500431991658,0.21297318917193142,0.4234603144805589,N1,true,303.2888197588121,11322.867574640613,21468.05284322432,0.03119561192958181,true,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.7655500431991658,SEQ,0.7369743049968935,0.028575738202272216,0.7369743049968935,0.7210045336490749,0.7655500431991658,0.21297318917193142,0.4234603144805589,N2,true,306.31732741330563,11628.443294919498,21030.627756944687,0.0,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.7655500431991658,SEQ,0.7369743049968935,0.028575738202272216,0.7369743049968935,0.7210045336490749,0.7655500431991658,0.21297318917193142,0.4234603144805589,N3,true,303.2888197588121,11322.867574640613,21468.05284322432,0.03119561192958181,true,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.7655500431991658,SEQ,0.7369743049968935,0.028575738202272216,0.7369743049968935,0.7210045336490749,0.7655500431991658,0.21297318917193142,0.4234603144805589,N4,true,301.95588192011303,11483.080832102127,21665.053390617333,0.0449257444853358,true,true,true,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.7655500431991658,SEQ,0.7369743049968935,0.028575738202272216,0.7369743049968935,0.7210045336490749,0.7655500431991658,0.21297318917193142,0.4234603144805589,N5,true,306.31732741330563,11538.593734193146,20401.980377641,0.0,false,false,false,0.0
2,1,5149,20,2,G4_BALANCED,MAC,MAC,0.8289171313960397,SEQ,0.7369689621100874,0.09194816928595229,0.7369689621100874,0.8289171313960397,0.5966293791644273,0.2361478539137523,0.1585435768853111,N1,false,246.2377138125873,11380.083437525354,18126.934453995258,0.0,false,false,false,0.0077660454020081265
2,1,5149,20,2,G4_BALANCED,MAC,MAC,0.8289171313960397,SEQ,0.7369689621100874,0.09194816928595229,0.7369689621100874,0.8289171313960397,0.5966293791644273,0.2361478539137523,0.1585435768853111,N2,true,261.279565934813,11661.141070063522,19083.468144005965,-0.12569426213001705,false,false,false,0.0077660454020081265
2,1,5149,20,2,G4_BALANCED,MAC,MAC,0.8289171313960397,SEQ,0.7369689621100874,0.09194816928595229,0.7369689621100874,0.8289171313960397,0.5966293791644273,0.2361478539137523,0.1585435768853111,N3,false,262.22774688912847,11362.718234867061,18104.45033164475,0.0077660454020081265,true,true,false,0.0077660454020081265
2,1,5149,20,2,G4_BALANCED,MAC,MAC,0.8289171313960397,SEQ,0.7369689621100874,0.09194816928595229,0.7369689621100874,0.8289171313960397,0.5966293791644273,0.2361478539137523,0.1585435768853111,N4,true,363.18904233340265,12229.188235173911,20644.933850201887,-0.3797356437100104,false,false,false,0.0077660454020081265
2,1,5149,20,2,G4_BALANCED,MAC,MAC,0.8289171313960397,SEQ,0.7369689621100874,0.09194816928595229,0.7369689621100874,0.8289171313960397,0.5966293791644273,0.2361478539137523,0.1585435768853111,N5,false,246.2377138125873,11519.502944541746,17921.416329158244,-0.06235102709255282,false,false,false,0.0077660454020081265
