algorithm,frontSize,HV,IGD,Spacing,C_against_other,other_C_against_self,minCmax,minTEC,minTWC,maxCmax,maxTEC,maxTWC
ZHANGBO-FULL,627,0.970936920272,0.000290606924720,0.0150796870110,0.970802919708,0.00159489633174,171.579497901,8365.77352650,12537.1968659,427.642291577,10990.1868641,18995.6760991
HMOPSO-QGS-F,137,0.700405660554,0.157901850802,0.0384577178695,0.00159489633174,0.970802919708,204.810832102,8862.63701112,12666.2675481,428.471419688,11824.9838730,20177.8959740
