outerGeneration,traceGeneration,lineage,current,pbest,gbest,globalChild,currentObjectives,pbestObjectives,gbestObjectives,globalChildObjectives
21,210,121,"{'JS': [8, 1, 6, 7, 2, 5, 9, 3, 4, 0], 'FA': [1, 1, 0, 1, 1, 0, 1, 1, 0, 0], 'MA': [1, 0, 0, 1, 0, 0, 0, 1, 0, 0], 'WA': [1, 1, 0, 0, 1, 1, 1, 0, 1, 0]}","{'JS': [8, 1, 6, 7, 2, 5, 9, 3, 4, 0], 'FA': [1, 1, 0, 1, 1, 0, 1, 1, 0, 0], 'MA': [1, 0, 0, 1, 0, 0, 0, 1, 0, 0], 'WA': [1, 1, 0, 0, 1, 1, 1, 0, 1, 0]}","{'JS': [0, 2, 8, 1, 6, 9, 7, 3, 5, 4], 'FA': [0, 0, 1, 0, 0, 1, 1, 0, 0, 0], 'MA': [2, 1, 0, 2, 1, 1, 0, 2, 1, 2], 'WA': [0, 0, 0, 1, 0, 1, 1, 1, 0, 1]}","{'JS': [0, 2, 1, 7, 6, 5, 9, 3, 4, 8], 'FA': [1, 1, 1, 1, 1, 0, 1, 1, 0, 0], 'MA': [1, 0, 0, 1, 0, 1, 0, 1, 0, 0], 'WA': [1, 1, 1, 0, 1, 0, 1, 0, 1, 0]}","[66.47213511147508, 1980.9690894673693, 3322.5834656665993]","[66.47213511147508, 1980.9690894673693, 3322.5834656665993]","[72.51289605442437, 2223.9593424893774, 2773.523574615847]","[66.47213511147508, 1980.9690894673693, 3322.5834656665993]"
