runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260823-MOPSODS_DE_F,2,20260823,MOPSODS_DE_F,COMPLETED,50000,211,822810ea710b7d58b3a51543ff345de7f7e24979c93939f13d7324797a7f8289,8214004344
