runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260821-A0,3,20260821,A0,COMPLETED,100000,139,850fcc9afb4629d76152a53b56f04fd1846e0398272d5e80816bc101ab8813dc,3269174400
