Cmax,TEC,TWC
793.6435185882899,127665.60721193733,345285.2288654061
782.1656855232751,129755.14176181947,333405.7233475682
767.9445942918469,131528.04115248224,344360.03049339476
830.0674078716686,126933.7734855788,324578.4142451779
785.9232331854473,128415.62473277823,339211.3899199
793.9998244890473,129413.2482308162,337471.11638717435
873.7098204155458,126350.90288316397,317408.5551627826
775.8694586073101,129094.40112492259,345717.48756812117
842.6986150528371,126879.45293076572,322891.29615813686
854.5838756275094,126165.9711639096,320971.9949147
854.5838756275094,126926.65365506348,320393.5596116894
785.4554458742023,128615.24653657024,350109.02547410066
858.4099066918374,126842.32907602571,320075.3376173555
866.4269757903025,124390.33032305403,324663.97724667547
873.6451705159255,124761.69575346536,319424.55709087424
867.4345923228916,124666.64319883665,319493.2977122279
831.7940281679739,126483.34871442008,325783.6349349387
828.5628022170031,126453.39370020785,331005.37269254716
843.5908800837974,126625.7123056547,322743.49845058576
910.1978510922756,123503.26154883712,314412.9391774554
794.7032426920587,128881.26336138218,334720.50776186114
871.5457147905647,124463.67140308542,321390.2561301777
1091.237894005426,118035.37474132702,337470.9285572249
875.8161869333762,124536.54906926223,320530.82795872784
864.7170210284635,125306.72124862378,318044.28589773335
844.1146289932797,124644.52202736813,343129.3130855146
872.2360277965663,125251.98819397512,317794.4485209065
875.9100977680141,124426.81238988182,320455.1626951792
854.5838756275094,124959.74958941687,326220.06039579853
879.9985371285908,124632.562531906,318970.86833980755
879.1976338795874,125256.06369676994,316758.51332437864
895.1995968076208,123950.82146372624,318196.5894070079
898.544970900403,123961.3126306202,317776.83109917206
910.1978510922756,122518.83252051238,321109.33323302487
854.3906738248221,125924.00805798406,321289.5995737613
853.6659273624763,125114.58418034445,324572.46116296033
849.2732869051389,125548.55681195654,324501.09698060807
865.9540205724288,124815.13336055377,322711.1595789624
887.1396434719087,123987.26718603837,317903.7285631982
868.1246887486426,124436.30251764927,323327.0852612264
849.8642105774746,126792.62024771629,322114.9919653707
892.2582488992404,123861.41354544215,318224.55784420064
882.0195155644014,124336.47457845329,316358.2527740952
883.1678141983059,124000.16382205187,317494.9230031854
853.6659273624763,125287.17777104382,321889.850336849
887.137823158264,124956.03590968519,313677.31844402466
888.5228610200126,123975.54310074431,317903.4763059871
889.1821844195665,124397.64445115105,316272.7800539471
896.6549609092494,124023.36737438074,314988.8494155948
816.1876359823668,126589.10424414375,337475.42083452136
849.8642105774746,125979.58359710072,322754.4939571307
857.395876354863,125448.89642303356,320487.4188275506
918.3234470046558,122202.148865222,332623.4411721267
855.7728423147536,125319.68039160977,321665.74964585295
1015.5795321411641,120298.53510686528,328089.31655436836
899.4120807156538,123780.82857822928,320535.0889264242
860.9330412689395,125011.9272733595,325805.63132767065
879.1976338795874,124964.54672623967,316940.6047416955
789.73352460265,128232.27582999584,348439.35467515956
768.8883300579416,130938.76107719672,349177.36706685397
873.6570958378228,124244.55679408953,323303.1827747646
863.2665634556488,124989.93651126313,321940.9585997637
884.234473268941,123339.7972360643,331798.5163170326
829.8209469985217,125962.88298750983,326268.94695839606
981.2195446579615,121487.98596450541,310748.9579882725
1003.7448018376381,121349.3681090241,312113.77347543265
