generation,FE,group,branchId,lineageId,source,action,mask,archiveSize,selectedPbestFingerprint,fallback
1,100,"G1_CMAX",100,0,"QP_ACTION","KEEP","[true, false, false, false]",1,"EB4DD5A5F65B0448DC6B47DDEBF92D65F1EC50BA2D0AD597192B7EA47ED14040",false
1,100,"G1_CMAX",101,1,"QP_ACTION","KEEP","[true, false, false, false]",1,"55200D809280683C0A5EC8AA8205FDE5E92F8A76E5F43842AC4A4592741DC7B7",false
1,100,"G1_CMAX",102,2,"QP_ACTION","KEEP","[true, false, false, false]",1,"3ACB67248CF97976EB210F1399AA4BE35BA22ED135C27BD3AEE8F9250DE44A87",false
1,100,"G1_CMAX",103,3,"QP_ACTION","KEEP","[true, false, false, false]",1,"DDB9277A21CCCA6CA0973B553E1BB801E921020F654B8C7CC457156FDAE7A9C7",false
1,100,"G1_CMAX",104,4,"QP_ACTION","KEEP","[true, false, false, false]",1,"0A0CB444770A3A741DB52553084CD8AAC8035B3C116D62AFE94C2EA3A4E321DF",false
1,100,"G1_CMAX",105,5,"QP_ACTION","KEEP","[true, false, false, false]",1,"E5E87BCF36B8979A1895FF33AF73F25D4F23929502C371DDC7AA8B9152ADB769",false
1,100,"G1_CMAX",106,6,"QP_ACTION","KEEP","[true, false, false, false]",1,"EB98A4951E7763AB5BA91925706732C9F7710396D42D3559E35BBB8DEB264405",false
1,100,"G1_CMAX",107,7,"QP_ACTION","KEEP","[true, false, false, false]",1,"21BB91F57E6574F9F118387E152985339BCBDE6BAD4A1DF358394B84D8FDC706",false
1,100,"G1_CMAX",108,8,"QP_ACTION","KEEP","[true, false, false, false]",1,"1ED610B6B34402BE9419720145EC1300E46B26517BC2DD5A2552D754FD1D8FB0",false
1,100,"G1_CMAX",109,9,"QP_ACTION","KEEP","[true, false, false, false]",1,"B14C83D2EF4F52ACF67BB89CC853CFE098BA8DCCC81EC2A6FA43E121563478E8",false
1,100,"G1_CMAX",110,10,"QP_ACTION","KEEP","[true, false, false, false]",1,"B71852F828FF457A945B322992345988C20A96F049CF5A46FBE1192A0630F33E",false
1,100,"G1_CMAX",111,11,"QP_ACTION","KEEP","[true, false, false, false]",1,"AF33B3EA98EAA57A45D7402F61EF315763980B8962F111F37E16BB7D585F71CC",false
1,100,"G1_CMAX",112,12,"QP_ACTION","KEEP","[true, false, false, false]",1,"A3954A0C299D25388C5C0052E53DBC905AB0F3D4786E7582E3C56E25A86F9F5E",false
