treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
11,25/25/25/25,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,61a5e1fca136ced2e760cf44591d59b4eb0f3be177651ee9e40c4b46dc619cd2
