sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.3,12.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,6.41025641025641,0.8333333333333334,7.243589743589743,1.0,6.41025641025641,0.8333333333333334,7.243589743589743,7.243589743589743,0.1771049151396589,86.9230769230769,86.9230769230769,false
1,5,0,0,1,0,0.0,0.0,7.243589743589743,7.243589743589743,0.0,0.1771049151396589,0.1771049151396589,8.0,2.0,1.2,10.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,5.555555555555555,1.6666666666666667,7.222222222222222,1.0705728739734333,5.947627077630185,1.7842881232890555,7.73191520091924,14.975504944508984,0.3316839404197207,77.31915200919241,92.78298241103089,false
2,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,9.0,1.0,10.0,1.0,9.0,1.0,10.0,10.0,0.17329761782382144,70.0,100.0,false
3,2,0,0,1,0,0.0,14.975504944508984,14.975504944508984,14.975504944508984,0.0,0.3316839404197207,0.3316839404197207,12.0,2.0,1.2,10.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,8.333333333333334,1.6666666666666667,10.0,1.1239755148814725,9.366462624012271,1.8732925248024543,11.239755148814726,26.21526009332371,0.5061178308433183,112.39755148814726,134.87706178577673,false
4,7,0,0,1,0,0.0,26.21526009332371,26.21526009332371,26.21526009332371,0.0,0.5061178308433183,0.5061178308433183,14.0,2.0,1.2,10.0,1.2,12.0,0.026910216099651475,0.03457450986628025,0.03457450986628025,0.3,16.083427597309207,9.722222222222223,1.6666666666666667,11.38888888888889,1.1772503930195704,11.445489932134713,1.9620839883659507,13.407573920500663,39.622834013824374,0.655705893386019,134.07573920500664,160.89088704600795,false
5,6,0,0,0,1,0.0,10.0,10.0,10.0,0.0,0.17329761782382144,0.17329761782382144,13.0,2.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,13.0,2.0,15.0,1.0691707038300895,13.899219149791163,2.138341407660179,16.037560557451343,26.037560557451343,0.39074731681465374,112.2629239021594,160.37560557451343,false
6,9,0,0,0,1,0.0,26.037560557451343,26.037560557451343,26.037560557451343,0.0,0.39074731681465374,0.39074731681465374,9.0,2.0,1.0,7.0,1.0,10.0,0.01903105251791181,0.042003943265363816,0.042003943265363816,0.3,22.742226782219984,9.0,2.0,11.0,1.1427580966556508,10.284822869900857,2.2855161933113015,12.57033906321216,38.6078996206635,0.5203741533997809,87.99237344248512,125.7033906321216,false
7,0,1,0,0,3,7.243589743589743,0.0,0.0,7.243589743589743,0.0,0.0,0.0,8.0,1.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,6.0606060606060606,0.9090909090909091,6.96969696969697,1.0,6.0606060606060606,0.9090909090909091,6.96969696969697,14.213286713286713,0.15707012297114312,62.72727272727273,76.66666666666667,false
8,3,1,0,1,2,10.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,3.0,1.1,8.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,14.14141414141414,3.333333333333333,17.474747474747474,1.0,14.14141414141414,3.333333333333333,17.474747474747474,27.474747474747474,0.199438537485711,139.7979797979798,157.27272727272725,false
9,5,1,0,0,3,14.975504944508984,14.213286713286713,14.213286713286713,14.975504944508984,0.7622182312222705,0.15707012297114312,0.15195968250482214,15.0,2.0,1.2,9.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,11.363636363636363,1.8181818181818181,13.181818181818182,1.061227067412136,12.059398493319726,1.9295037589311563,13.988902252250883,28.964407196759865,0.3981721736008227,126.6623385014802,162.2623253182047,false
10,6,1,0,1,3,26.037560557451343,27.474747474747474,28.964407196759865,28.964407196759865,0.0,0.3981721736008227,0.3981721736008227,18.0,1.0,1.1,8.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,14.876033057851238,0.9090909090909091,15.785123966942146,1.14506260836542,17.033989215353355,1.0409660076049272,18.07495522295828,47.039362419718145,0.6136129707927265,146.08930150567863,215.21076439467737,false
11,2,1,0,0,2,26.21526009332371,28.964407196759865,27.474747474747474,28.964407196759865,1.4896597220123908,0.199438537485711,0.18094032714883687,12.0,3.0,1.2,9.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,11.11111111111111,3.333333333333333,14.444444444444443,1.0719808201822145,11.910898002024606,3.5732694006073813,15.484167402631988,44.448574599391854,0.3274652793936443,139.3575066236879,139.3575066236879,false
12,9,1,0,0,2,38.6078996206635,44.448574599391854,44.448574599391854,44.448574599391854,0.0,0.3274652793936443,0.3274652793936443,9.0,1.0,1.2,9.0,0.9,9.0,0.012729338129720998,0.06534298538013117,0.06534298538013117,0.3,34.00086539111954,8.333333333333332,1.1111111111111112,9.444444444444443,1.1226022381050584,9.355018650875486,1.2473358201167317,10.602354470992218,55.05092907038407,0.41237277000533146,95.42119023892997,95.42119023892997,false
13,7,1,0,1,3,39.622834013824374,47.039362419718145,47.039362419718145,47.039362419718145,0.0,0.6136129707927265,0.6136129707927265,12.0,2.0,1.1,8.0,1.1,11.0,0.024516346668978548,0.04339585229398448,0.04339585229398448,0.3,17.653874702887027,9.917355371900825,1.8181818181818181,11.735537190082644,1.2070883758011928,11.971124388111,2.1947061378203503,14.165830525931352,61.2051929456495,0.7269799811975997,113.32664420745081,155.82413578524486,false
14,4,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,8.333333333333334,1.6666666666666667,10.0,1.0,8.333333333333334,1.6666666666666667,10.0,10.0,0.13071076712155566,70.0,120.0,false
15,8,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,13.223140495867767,2.727272727272727,15.950413223140494,1.0,13.223140495867767,2.727272727272727,15.950413223140494,15.950413223140494,0.18643526399471702,127.60330578512395,175.45454545454544,false
16,1,0,1,1,0,0.0,15.950413223140494,15.950413223140494,15.950413223140494,0.0,0.18643526399471702,0.18643526399471702,16.0,3.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,13.223140495867767,2.727272727272727,15.950413223140494,1.073990015276701,14.201520863162987,2.929063678027366,17.130584541190352,33.080997764330846,0.3481402842807724,137.04467632952282,188.43642995309386,false
17,4,1,1,0,2,10.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,3.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,13.333333333333334,2.5,15.833333333333334,1.0,13.333333333333334,2.5,15.833333333333334,25.833333333333336,0.3509986475232906,110.83333333333334,190.0,false
18,8,1,1,1,3,15.950413223140494,0.0,0.0,15.950413223140494,0.0,0.0,0.0,10.0,1.0,1.2,8.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,9.25925925925926,1.1111111111111112,10.37037037037037,1.0,9.25925925925926,1.1111111111111112,10.37037037037037,26.320783593510864,0.1313564505140875,82.96296296296296,93.33333333333333,false
19,1,1,1,2,2,33.080997764330846,0.0,25.833333333333336,33.080997764330846,7.24766443099751,0.3509986475232906,0.21397928724547466,11.0,2.0,0.9,6.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,10.185185185185185,1.6666666666666667,11.851851851851851,1.0839231420193078,11.03995792797443,1.8065385700321799,12.84649649800661,45.927494262337454,0.44652498747014135,77.07897898803967,154.15795797607933,false
