outerGeneration,traceGeneration,lineage,current,pbest,gbest,globalChild,currentObjectives,pbestObjectives,gbestObjectives,globalChildObjectives
11,110,75,"{'JS': [1, 4, 6, 3, 8, 2, 7, 5, 9, 0], 'FA': [1, 1, 1, 0, 1, 0, 0, 0, 0, 0], 'MA': [1, 0, 0, 0, 1, 1, 1, 0, 2, 2], 'WA': [0, 1, 1, 1, 0, 0, 0, 1, 1, 0]}","{'JS': [0, 5, 8, 1, 9, 2, 7, 3, 6, 4], 'FA': [0, 0, 1, 1, 0, 0, 1, 0, 1, 1], 'MA': [2, 1, 1, 1, 0, 1, 0, 0, 0, 1], 'WA': [0, 0, 1, 0, 1, 0, 1, 1, 0, 1]}","{'JS': [3, 1, 8, 4, 9, 2, 7, 0, 6, 5], 'FA': [0, 0, 1, 1, 0, 0, 1, 0, 1, 1], 'MA': [0, 1, 0, 1, 0, 1, 0, 0, 0, 1], 'WA': [1, 0, 1, 0, 1, 0, 1, 1, 0, 1]}","{'JS': [0, 5, 4, 3, 8, 2, 7, 6, 9, 1], 'FA': [0, 0, 1, 0, 1, 0, 0, 0, 0, 1], 'MA': [2, 1, 0, 0, 1, 1, 1, 0, 0, 1], 'WA': [0, 0, 1, 1, 0, 0, 0, 1, 1, 0]}","[51.127989399414034, 2101.554437192077, 2812.459426485111]","[65.51051347486148, 2045.711022958089, 3038.68438338541]","[59.93927140285376, 2044.2377549335429, 3379.44770968775]","[51.127989399414034, 2101.554437192077, 2812.459426485111]"
