cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,79,21,0,0,"{}",Infinity
1,PARENT,0,0,0,100,14,86,0,0,"{}",Infinity
1,CRITICAL_SWAP,7,3,3,0,0,0,7,0,"{}",259.79510887671455
1,CRITICAL_INSERT,7,6,6,0,0,0,7,0,"{}",243.8644811546715
1,O1_O9,1653,48,41,7,7,0,1653,0,"{}",204.85061728847194
2,GLOBAL_Q_FINAL,0,0,0,100,51,49,0,0,"{}",Infinity
2,PARENT,0,0,0,100,43,57,0,0,"{}",Infinity
2,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",238.77035344220607
2,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",200.26472833015634
2,O1_O9,1654,46,39,7,6,1,1654,0,"{}",192.27012260905678
3,GLOBAL_Q_FINAL,0,0,0,100,27,73,0,0,"{}",Infinity
3,PARENT,0,0,0,100,69,31,0,0,"{}",Infinity
3,CRITICAL_SWAP,7,4,4,0,0,0,7,0,"{}",184.31624079028103
3,CRITICAL_INSERT,7,4,4,0,0,0,7,0,"{}",197.96476208468474
3,O1_O9,1657,44,37,7,4,3,1657,0,"{}",179.0984810407346
4,GLOBAL_Q_FINAL,0,0,0,100,21,79,0,0,"{}",Infinity
4,PARENT,0,0,0,100,78,22,0,0,"{}",Infinity
4,CRITICAL_SWAP,7,0,0,0,0,0,7,0,"{}",216.75070839162754
4,CRITICAL_INSERT,7,2,2,0,0,0,7,0,"{}",198.70470359004167
4,O1_O9,1661,20,14,6,1,5,1661,0,"{}",182.56288765213105
5,GLOBAL_Q_FINAL,0,0,0,100,29,71,0,0,"{}",Infinity
5,PARENT,0,0,0,100,70,30,0,0,"{}",Infinity
5,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",202.01916567359146
5,CRITICAL_INSERT,7,4,3,1,0,1,7,0,"{}",196.53167776823227
5,O1_O9,1667,19,15,4,1,3,1667,0,"{}",193.54667998533168
6,GLOBAL_Q_FINAL,0,0,0,100,22,78,0,0,"{}",Infinity
6,PARENT,0,0,0,100,77,23,0,0,"{}",Infinity
6,CRITICAL_SWAP,7,2,2,0,0,0,7,0,"{}",245.61301799635262
6,CRITICAL_INSERT,7,6,6,0,0,0,7,0,"{}",197.3393387641982
6,O1_O9,1673,63,56,7,1,6,1673,0,"{}",194.44830142096285
7,GLOBAL_Q_FINAL,0,0,0,100,22,78,0,0,"{}",Infinity
7,PARENT,0,0,0,100,77,23,0,0,"{}",Infinity
7,CRITICAL_SWAP,8,4,4,0,0,0,8,0,"{}",227.312890045123
7,CRITICAL_INSERT,8,4,4,0,0,0,8,0,"{}",197.3351551958917
7,O1_O9,1679,43,35,8,1,7,1679,0,"{}",187.3938094505934
8,GLOBAL_Q_FINAL,0,0,0,100,15,85,0,0,"{}",Infinity
8,PARENT,0,0,0,100,83,17,0,0,"{}",Infinity
8,CRITICAL_SWAP,7,3,3,0,0,0,7,0,"{}",208.65096531266198
8,CRITICAL_INSERT,7,3,3,0,0,0,7,0,"{}",208.79521372925592
8,O1_O9,1691,51,44,7,2,5,1691,0,"{}",193.0283862272087
9,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
9,PARENT,0,0,0,100,86,14,0,0,"{}",Infinity
9,CRITICAL_SWAP,8,1,1,0,0,0,8,0,"{}",234.37425149003337
9,CRITICAL_INSERT,8,4,4,0,0,0,8,0,"{}",186.7153960994852
9,O1_O9,1699,55,47,8,1,7,1699,0,"{}",177.36309449569873
10,GLOBAL_Q_FINAL,0,0,0,100,15,85,0,0,"{}",Infinity
10,PARENT,0,0,0,100,84,16,0,0,"{}",Infinity
10,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",237.99489631116668
10,CRITICAL_INSERT,7,5,4,1,0,1,7,0,"{}",191.96479776981536
10,O1_O9,1713,25,19,6,1,5,1713,0,"{}",187.21624716318905
11,GLOBAL_Q_FINAL,0,0,0,100,19,81,0,0,"{}",Infinity
11,PARENT,0,0,0,100,79,21,0,0,"{}",Infinity
11,CRITICAL_SWAP,8,0,0,0,0,0,8,0,"{}",205.90132531327643
11,CRITICAL_INSERT,8,4,4,0,0,0,8,0,"{}",197.06658318996577
11,O1_O9,1725,52,44,8,2,6,1725,0,"{}",185.369826977039
12,GLOBAL_Q_FINAL,0,0,0,100,11,89,0,0,"{}",Infinity
12,PARENT,0,0,0,100,86,14,0,0,"{}",Infinity
12,CRITICAL_SWAP,8,0,0,0,0,0,8,0,"{}",200.95983372214562
12,CRITICAL_INSERT,8,2,1,1,0,1,8,0,"{}",197.95175947355727
12,O1_O9,1740,27,22,5,3,2,1740,0,"{}",187.21624716318905
13,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
13,PARENT,0,0,0,100,84,16,0,0,"{}",Infinity
13,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",200.90538958853224
13,CRITICAL_INSERT,8,0,0,0,0,0,8,0,"{}",204.24770884037332
13,O1_O9,1756,45,37,8,3,5,1756,0,"{}",186.64301573850713
14,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,0,"{}",Infinity
14,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
14,CRITICAL_SWAP,7,1,1,0,0,0,7,0,"{}",209.36172095079138
14,CRITICAL_INSERT,7,5,5,0,0,0,7,0,"{}",197.30211092904958
14,O1_O9,1775,20,14,6,1,5,1775,0,"{}",195.7322945088617
15,GLOBAL_Q_FINAL,0,0,0,100,3,97,0,0,"{}",Infinity
15,PARENT,0,0,0,100,97,3,0,0,"{}",Infinity
15,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",226.3869606989454
15,CRITICAL_INSERT,8,5,5,0,0,0,8,0,"{}",203.77859230005276
15,O1_O9,1793,40,33,7,0,7,1793,0,"{}",195.7322945088617
16,GLOBAL_Q_FINAL,0,0,0,100,8,92,0,0,"{}",Infinity
16,PARENT,0,0,0,100,91,9,0,0,"{}",Infinity
16,CRITICAL_SWAP,8,3,3,0,0,0,8,0,"{}",204.72781742231112
16,CRITICAL_INSERT,8,4,3,1,1,0,8,0,"{}",184.36383795589035
16,O1_O9,1813,25,19,6,0,6,1813,0,"{}",178.74536127975293
17,GLOBAL_Q_FINAL,0,0,0,100,11,89,0,0,"{}",Infinity
17,PARENT,0,0,0,100,88,12,0,0,"{}",Infinity
17,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",202.29635720478146
17,CRITICAL_INSERT,8,7,6,1,0,1,8,0,"{}",213.47676841695346
17,O1_O9,1836,37,30,7,1,6,1836,0,"{}",184.02504556482106
18,GLOBAL_Q_FINAL,0,0,0,100,13,87,0,0,"{}",Infinity
18,PARENT,0,0,0,100,87,13,0,0,"{}",Infinity
18,CRITICAL_SWAP,8,2,2,0,0,0,8,0,"{}",200.15641888427513
18,CRITICAL_INSERT,8,4,4,0,0,0,8,0,"{}",192.5464871165384
18,O1_O9,1860,36,29,7,0,7,1860,0,"{}",178.7398446386911
19,GLOBAL_Q_FINAL,0,0,0,100,11,89,0,0,"{}",Infinity
19,PARENT,0,0,0,100,86,14,0,0,"{}",Infinity
19,CRITICAL_SWAP,8,1,1,0,0,0,8,0,"{}",214.25951443824212
19,CRITICAL_INSERT,8,3,1,2,0,2,8,0,"{}",192.4118324179568
