actualFE,nominalFE,outerCycle,qRound,eventType,subjectFingerprint,relatedFingerprint,source,action,detail
153,25000,0,0,GENERATED,556f4a027ad3089548213f2b6c242cfcf7b24f4e59358d9b2ff212828f8e2661,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
154,25000,0,0,GENERATED,7902aef15f4616f630b5813164abdf78cf5cd3a2b6207c9068fc16772ac063b3,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
155,25000,0,0,GENERATED,c55d3f5ccfd28b6660cbf81a0b80e72bb0884967d128807f5d34111284794c32,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
156,25000,0,0,GENERATED,7f528f979c4df3d6f7ad0407425221bedcf8f86f954acd32005c63ea47870e90,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
157,25000,0,0,GENERATED,4bbc7db89114ae2ccbb43b377567b0bcbfd98b7c1bf04de220e67c07c833347e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
158,25000,0,0,GENERATED,35df616f54054c6f607f7ef8008539ae19dff15c770ea16c4195b77909e08245,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
159,25000,0,0,GENERATED,a3b4f129a118f3501ec3e3e9106426437dfea6c2683e9764aa296fd93119e373,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
160,25000,0,0,GENERATED,774845091399c6789185367cf5e2c0ed931a1e4bf5ec9b955f318a437891acd0,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
161,25000,0,0,GENERATED,c96fe5b08fae9bd6388b0cd48ae76a45090723055c73993d63c78609fc26f489,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
162,25000,0,0,GENERATED,f5c00ea365256aee401771cb600da8358b4306fe37d6ffa9f291dc21491d1381,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
163,25000,0,0,GENERATED,0fe1335f41bced6a4a0bab146260e218e4fc57cda3a880d70da5139ad1ba60ba,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
164,25000,0,0,GENERATED,2cff6d35ec038c4aa1f7f00cedff00c78519b9d0832a241fc9107a6d064fc2df,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
165,25000,0,0,GENERATED,ea08d835d525b01fae0fac11faf260ef211e0fc6701df7769bfab1063fc2597c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
166,25000,0,0,GENERATED,1d3407751a02f642d0bc65757b2368783df5e2dd8a270c9c5c25c09f5f1b02eb,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
167,25000,0,0,GENERATED,4e077c88ce24c8d436e2953d0295b532ebeb94db956d13b5f5f153ede3b687be,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
168,25000,0,0,GENERATED,b3e0113272e33ff52feb31d9a277918d1807018433c94f32b73150a5b61232ac,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
169,25000,0,0,GENERATED,9e982783cdc2e387a1bb4cb2f60465b28c2bb469eb2825944ad51ac4dc3318f6,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
170,25000,0,0,GENERATED,2b78f795b64c1d8ac1eb68cb72f9704eec3b42d3d7782869891df5781122d0ec,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
171,25000,0,0,GENERATED,98ce4c0f55c17556da7ef24e0c84d8d623953d1225a021fc5911e09dbd5f5b28,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
172,25000,0,0,GENERATED,4d7eb4d1b0df73f25919af3f45180f813d545304fe59da74da939b93927f9cc4,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
173,25000,0,0,GENERATED,32322b046b66faec68999cfee4952f08c431e5f7e9fd2dba50e58d63f4bcdb61,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
174,25000,0,0,GENERATED,a4eb7ac59f0b510993439e3f75ac37a0b386df95671568c93ab2b26cf32d605a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
175,25000,0,0,GENERATED,42060e82090a4895f12fac3991222ddc9f3ba6c39db559839b4403af76a78b3c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
176,25000,0,0,GENERATED,623057f31a44f7a9ce1ef11e0f476d711f7de9de397f35f61f08f36ebf513fb7,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
177,25000,0,0,GENERATED,0dc93f3b29f179930ce51c5f10382dd6b3b4d7cc501166dd5218a71fdef968f5,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
178,25000,0,0,GENERATED,3a00dc2f4c9e618a815533bbeb21dd46f4a306e66c0fad25bdd0631a41c1813c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
179,25000,0,0,GENERATED,0663fbfbeff96a25ffdd966254959f55f2ea5b5c78f785dc752bcd26ee1d513c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
180,25000,0,0,GENERATED,11ad05af06bc57cb3cc8a3c07bb82026526b87fbd785158b5df3c63282e7917f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
181,25000,0,0,GENERATED,4c66611904be16e4bf9236548dbf2fc1227d9f1da52d010f840f21a60aba5010,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
182,25000,0,0,GENERATED,21ef8c73271c965aa9bd3f6289247f153eab67f0e95a5e4450d431839887c3e0,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
183,25000,0,0,GENERATED,da3ea7327c4201b355158be92d2600db9fe24848c39b9a2946271c8a1ca01297,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
184,25000,0,0,GENERATED,74a1a51bfb8578fe732a23581aab9367ec9edd49ed00cb0e6617172816095b4c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
185,25000,0,0,GENERATED,4df43bbae3594db9a72352a4d3c4e7df0a2fe98077d59bbe346aad53657f69c6,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
186,25000,0,0,GENERATED,25da0ab826c5b7c29c3f523774100367ac17ad370b4fb65682d374035bb45397,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
187,25000,0,0,GENERATED,80e36a6c5bdf1a841637b1df0e0e645de1c9c2edfa9d2ceaf257dac89403c26e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
188,25000,0,0,GENERATED,a6ef53d4a3f083a2e237887e3cdeb71a683fad61aa726f78ef385a5e7c332c10,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
189,25000,0,0,GENERATED,fb96b15661dd913e68c9c7487f83a2a22b4d520275c310656b190fddeccc46ca,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
190,25000,0,0,GENERATED,058d764b5d3d67ffc57d77a6ecb09f270288aa41b2d663f7f6fb57030e9be73a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
191,25000,0,0,GENERATED,7ac17cf496bb3f786b2e62c48adb9d8e82bf1fc14d6ec8e1da08fe570b53005c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
192,25000,0,0,GENERATED,cee08f9bb4f663551b507dd2d10cfce0d7115550f5d6c7a9820b534e2afcecd9,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
193,25000,0,0,GENERATED,bb655e7846d813b17bbb196d0048077c2b3141aec8d8998434d3ac4c6978d1f2,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
194,25000,0,0,GENERATED,dea180a18a065eb36f43084af853463b9f2990736fae19136feb48a75240c63b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
195,25000,0,0,GENERATED,49a5216cafef097557407e8a2aa361a9b7dbc2a8fc1225880ac34d410aa44d84,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
196,25000,0,0,GENERATED,440eb392f0e2c1421188515084d717a6c0414a2c3c2f2c9816b08d2cbd460a82,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
197,25000,0,0,GENERATED,e43edcde70b6db5f53fcb7082eb73edabfe4ced6bbf7845d5d7f5f04ca73956d,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
198,25000,0,0,GENERATED,32795b3d7cabfcc58db1ec86be5a6b28be79cca13b7d6aa28a037f7dc473e447,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
199,25000,0,0,GENERATED,2dda1dd7d659091f924efddb2d277193d9a277ddf9514332a3b83f2b7cd1756d,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
200,25000,0,0,GENERATED,258bccf5072c7b4c3d14c9d5170a8943d795cf0125d5706ea87c8c2dd93f4a60,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
200,25000,0,1,QG_TEACHER,11cd7970b998fe2e150ab6468dd4589a7a7088034064e4d04d255b8aad2b7864,-1,NOT_APPLICABLE,0,G1_CMAX
200,25000,0,1,QG_TEACHER,21ef8c73271c965aa9bd3f6289247f153eab67f0e95a5e4450d431839887c3e0,-1,NOT_APPLICABLE,0,G4_BALANCED
200,25000,0,1,QG_TEACHER,21ef8c73271c965aa9bd3f6289247f153eab67f0e95a5e4450d431839887c3e0,-1,NOT_APPLICABLE,0,G2_TEC
200,25000,0,1,QG_TEACHER,0fe1335f41bced6a4a0bab146260e218e4fc57cda3a880d70da5139ad1ba60ba,-1,NOT_APPLICABLE,2,G3_TWC
201,25000,0,1,GENERATED,00f1284cf59a0b32709661abb6d257488d35b1721890b3da52f21147b424f8fd,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
202,25000,0,1,GENERATED,75efaa67165d70aa3413196f0ceb70a80a8b347f9050640ea1ca3087811b0f9a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
203,25000,0,1,GENERATED,9d81b4bbe2c8dfae7c97cb8a908b501836c221fa272628310fe4c20af1d85f89,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
204,25000,0,1,GENERATED,281abb97aeacd458f0604e296cb0b9bdfb5173d349a4e7b9b978ebbde220f8ca,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
205,25000,0,1,GENERATED,25f5ab953ed9bdd3668d66e0b9e59476c1966957a2b4b952b26b3e5a1b28b89f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
206,25000,0,1,GENERATED,1779ec621596f7ecee746717dad8e73a75aeac8636c8afe18098df47a1c4fbf7,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
207,25000,0,1,GENERATED,90417a28e62c60c358f232ac2d07d4a3b3ea3e358a2cd40c7482c859bd48d509,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
208,25000,0,1,GENERATED,c97102981b99dedc50ca9d46e762ad30f48f9ad4ee33b58a92bf9743e0d24ed7,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
209,25000,0,1,GENERATED,2383fcc7f8595b349e72df008de99cfb55d59c7323f42cec446697a56b10016d,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
210,25000,0,1,GENERATED,321cf4f8f88dbba2c1366eeacb39f52ac32184d91612013ad13b65acd58d0f2b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
211,25000,0,1,GENERATED,35a704f814d60e4ff173d2a355063c7beaac38fc36007aa10926a568ce24a3f3,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
212,25000,0,1,GENERATED,8786a1f295883d5ff4a2aa090c376c86d87b6ebe0bdf565f5a9b2f3c49b984e9,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
213,25000,0,1,GENERATED,af88b9964b97c315c7ef526c504781042ac8df671b5bb104ae079fb1839a8543,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
214,25000,0,1,GENERATED,bd3f5168cf117bb52ae4ce3da673717ad8ad47238b8a1491917a34525dbc19b4,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
215,25000,0,1,GENERATED,586d9dbad8e4038fa85259e4960cb31674d5778e378b7e1977ba89086abd8d8b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
216,25000,0,1,GENERATED,18b73f83c86f39ff5f641a30325d673b5249fa5a3331326de88e789831460f56,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
217,25000,0,1,GENERATED,54ae561ebbd5be37a67aee16dc94da758790346e71026b0c54951c5a849d0929,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
218,25000,0,1,GENERATED,ec269517687c25206d3030c92c316010fe2bf401b6672efa76e3335615cc930c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
219,25000,0,1,GENERATED,481386819e90e5969c9998d4f2e6e1bfe15509b53acc584c59099250040f982f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
220,25000,0,1,GENERATED,efe8e1376027a686d30cb5f5abe794e38dfffaaa5cfa5e59a2de511e17a5eef2,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
221,25000,0,1,GENERATED,bdfb0662f416a8ef99621a606013d85c702c160aab3710a9d603d3aee86efc66,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
222,25000,0,1,GENERATED,0dfc695f2e8d32fb12d058aa48492934b9696fbb259885fa9d5ca25169fb3f09,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
223,25000,0,1,GENERATED,c259596307c4ae717f2caf5f21314476f07184c69960ce078f2085697fec8ef3,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
224,25000,0,1,GENERATED,5b09e27493d850f440e10871e32b7d8c29fed327279fb3dab6e3e03ffc930c5c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
225,25000,0,1,GENERATED,d363529b3c55c120cef390ccec865575c606984e1b1e42153f5ba9fc57de8542,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
226,25000,0,1,GENERATED,3e7a57f527e372609daf0747c65bd9ac940853e7874a872d780064ecd466815b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
227,25000,0,1,GENERATED,ffc7f48935942d68362ee6b5a63552eca1583c0e2f97bf794634d39a99bbca09,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
228,25000,0,1,GENERATED,049797ab309fe0dea9d637160b219836fe13e7e7c4a3d27e3cf525cacbfa6cc1,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
229,25000,0,1,GENERATED,a46aa850378a47989ae0516db033922052006948a44986dd96dc52ab73a81297,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
230,25000,0,1,GENERATED,63224870954ad8feaab04a3241797d0a5c09e495c3f081d60434ae5fab7d61ba,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
231,25000,0,1,GENERATED,c27a1ad0aba601d562ce915bf90cb181666c06320a9a048472199f0f32f99c49,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
232,25000,0,1,GENERATED,ce35b701982af38c03e8fe9d6837d6664781a81190c8271ac1f204b12f244eb9,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
233,25000,0,1,GENERATED,1e3df2cd7a29fa3d5edb31ec923ad30e36d29106068a56b50aea37c1b3857a5a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
234,25000,0,1,GENERATED,760408c9e3f518f4dfc3041c714aac7015a5a719def6a0650afb5d1bf839163d,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
235,25000,0,1,GENERATED,55920240f278e13de1782eba7e709a2e59df4934739e3408bf550f690f3b2ae7,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
236,25000,0,1,GENERATED,91b7185a9a10947d495fa6a72ca4368fb18f44186cdf051afe30d8cf3ceb6737,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
237,25000,0,1,GENERATED,9e30b44cf97b130561c7cd86f8b45d15a6600dbae3b3272ddeef4c5b35fc1a8f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
238,25000,0,1,GENERATED,7cd117ffe299d3b0c899ea969e37f387f447eafabdbb175051cba8a232367f4b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
239,25000,0,1,GENERATED,b029324240b3f0539b461a4766c61d2c58054cad54579af7013804f6f94f3f65,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
240,25000,0,1,GENERATED,908c02cc076262bbe74e102a1b543edb9fb533d774914523b12f2d326f86fbf8,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
241,25000,0,1,GENERATED,93176662186c4b015915ed97125022a12fcd19dc0a1e133b09fa8e1eeca687a6,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
242,25000,0,1,GENERATED,f322e9e598f51753c4add51d72df55bb514d52dfc763c222c9f0fb9492ab38fc,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
243,25000,0,1,GENERATED,fa29914027afff82697459fb335fb5b423ff7461fabf3c0beb7b0de8fbe75c6f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
244,25000,0,1,GENERATED,792befc4bcb7190d0b3438eef3c4efd5c99d188b3975661e00911f895f8c22e8,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
245,25000,0,1,GENERATED,d63a200cbe1bcf1347a962ece02b93d49893c4fca733ddf149018ee0ca685d29,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
246,25000,0,1,GENERATED,c7111ec31e710f4a98d73fb10389c625dd8e43da0e944dc3815abf2d6a05567b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
247,25000,0,1,GENERATED,b26291f98a63d6bcf1c7e516e6fcf464539d477458847fc08158249035055466,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
248,25000,0,1,GENERATED,1f470231df1ec1f1ddbc8eb3699b10195a25832c90b1b566c9a37d00f30daf9f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
249,25000,0,1,GENERATED,fa4675d4f30449586f3445020dd8a7c1cc37b178a54ed08f91b647bc0dab817c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
250,25000,0,1,GENERATED,c91ad163a97005c5b957120b674d8c0d093a245adc453543a5026b204644d0a7,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
251,25000,0,1,GENERATED,010b0d21b8bb42447c93f66f61482577ea1af53f1bfeb9aa5c74825696447da2,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
252,25000,0,1,GENERATED,364fe6ac1757eda08a11d3549fe350ca14a5f0cf1925eda989674548d2e2c388,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
253,25000,0,1,GENERATED,632c101ea94d7d072949e11b8bb56b13dc1956e12835126ada99bd464a61f1b5,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
254,25000,0,1,GENERATED,63c25e516a1b730f231ad9553c1c22725983e35ddb352a124bedd58f290a75b8,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
255,25000,0,1,GENERATED,ef61c806b531f32bf6c6ddc73b90a611195ef3ec3b24d0f3687ddd936bf3318e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
256,25000,0,1,GENERATED,84cc174823ed8928c6c829d168abdc408842c223f64e70c89cbce6a8502764f0,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
257,25000,0,1,GENERATED,52191c93ec113a35f7a360e036db0b2c01ba34d8b50cd81649b7b85bdd30f216,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
258,25000,0,1,GENERATED,4b3086b5aade8aa915e74c1077fd020afcdbe9e5a28ca587f990ba63734eac8e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
259,25000,0,1,GENERATED,ed5c57d54a55017b48125ff1135e8ba1c9a862a4c6eba030cbf28b6ebf9f0272,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
260,25000,0,1,GENERATED,6dadfb0c3027b11aec553fe5e1d4b76c4e0f2705a3397f920654782125b93b23,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
261,25000,0,1,GENERATED,ee534362bfe53975d9855984d63640bf3c5f9b9466656542890fc0845393328f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
262,25000,0,1,GENERATED,7cda3bcfd8318cc6e27499a8373c216afa04582d047b88146d6182cac515a694,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
263,25000,0,1,GENERATED,e2836fef9bf1525cd51a39719b20256c39a89cc1a9acbac5b0b786089f45a21c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
264,25000,0,1,GENERATED,877f2b704ecd027f80a46fcc1217a897cb49063be81777f1e9d3175e74153895,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
265,25000,0,1,GENERATED,b95055fe49141dc2cc2407792a183489d8063e54b5a9f3bc6ad57944fc0da61f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
266,25000,0,1,GENERATED,1672dbcdd3a0183874743f5acd4686fe4abc89a58f420b337f893b4d0a3c1bf8,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
267,25000,0,1,GENERATED,28c9a6dae1ece1516745f66562e52869cd8a2c5f637e8e8bb3ab2ae81b31190d,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
268,25000,0,1,GENERATED,4e4b94fe973589e6fc7bce5f0194f003f3f912696d8760546f52964f91d6b369,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
269,25000,0,1,GENERATED,541cae5c4585aaaaeba5a484f5d6f0706cfee6634d7212efb9126c7a3962f99e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
270,25000,0,1,GENERATED,bfe6de5a523c486683c6f2412434359efa5b54c7a8c260c7c4cc8402c637f709,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
271,25000,0,1,GENERATED,dc7a655f3e55886975c84e7e7991fd309e0c6d0b5d040f3c3545706b00b7f48e,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
272,25000,0,1,GENERATED,5a13f5a68ed23c17fa09f902b79cdd964b9fe911be052e06c3920158f1b99239,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
273,25000,0,1,GENERATED,c7569d7d8301201215397d70968c6321e55f8483b78b059375d308e7fe70ddf8,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
274,25000,0,1,GENERATED,e8bffc58906bb1234a47cd2b1f72fa4e1c30143f18b194260d0a92170d7177be,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
275,25000,0,1,GENERATED,1698728dc6b19f0eed57337bba047e4b91bb879b0c4c7996fa509e886732a2b5,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
276,25000,0,1,GENERATED,3cc0d76f012664c7205e1f1bbfd1a917282797fe56e63c46c8f091c6dfbe6d06,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
277,25000,0,1,GENERATED,1df2fac146899bcad177578cd1178afb943fa4e29f0d17c395450ddd89755b0c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
278,25000,0,1,GENERATED,9b1a9cd92686ad97340d063bfb260c97e068a752aa31e0972692286b7a65fc17,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
279,25000,0,1,GENERATED,566d256a20606ac2755f64d03e91fc2e6eab4077e1309bb305939013ec156036,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
280,25000,0,1,GENERATED,70e9003e7c80a1aa9736d6f1d2d0cfa9472481beb088f364db1fe6a4b9c15ff3,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
281,25000,0,1,GENERATED,237e0c26732bf42020cc34fe59cda9987f2d4bc13ba1ba6bbceb1f985aeb2c1b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
282,25000,0,1,GENERATED,7b873d66db0e6327280e75c4a29c5a6cc2ec107b75d35a5050030ed478e9e93f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
283,25000,0,1,GENERATED,0ac4c95e35671ce709913710bc1b4ff27a92c1b644d2ada08319ee9884ea1e1c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
284,25000,0,1,GENERATED,7d6477a42bca1a61e44baa4228654af43fedce1b8c5a558f23dbdd3d6227663c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
285,25000,0,1,GENERATED,f86bdf21bac25336674aa85f2e1b3949df01241bb023875f5a7982241b365437,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
286,25000,0,1,GENERATED,778709f906a24d0f35b718852559937ddc6e015c6d2b2fadd25959ec06b776d3,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
287,25000,0,1,GENERATED,02c7de0960d4a009db3682c7c599c251d16ab786ec02e31f4d81a3df945dec3a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
288,25000,0,1,GENERATED,9dc4223eb5dfff0ecc60ac7729e758fd45f179685c6acaee1dbc9106e0ebf62f,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
289,25000,0,1,GENERATED,de3fa71ca9298e7c5f6c404f5ab7574c8390d089fc094ccd6cc64dc45f4c1659,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
290,25000,0,1,GENERATED,12c7420c571eb5116e00b2c5d1daaa59e1ca980fc698a36edb128dac3e888a36,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
291,25000,0,1,GENERATED,492a5beb9006462bb52508f9c67b759c54d151b0cfd9a888db978e045684ab25,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
292,25000,0,1,GENERATED,b107453dc7ffbd06327890ae9d311a71a1a1b59120518bfce65341554b00e2c1,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
293,25000,0,1,GENERATED,066dcaa8493692d395521230e5e2845928b0c983f506541a3bcefeb1f00e469b,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
294,25000,0,1,GENERATED,bc85b434997dec9c17249703ddbdc513954cab57682ee180a931f6c31c42bf72,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
295,25000,0,1,GENERATED,b2e795876bbbd4c221061ffbc227306e17e56ad6e76a2354f48dd0c216c7fe34,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
296,25000,0,1,GENERATED,c96cb550dbc2de4aafbb6576b8e2722050acd162627336ec3e8a2da3800ae879,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
297,25000,0,1,GENERATED,d9d22b36aa1cce41ee996ee8480d69f5601b02d6ea8c0db048874b6b1988e87c,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
298,25000,0,1,GENERATED,109a46225fc83e7d5743f49499e6e5bf5f7774406f23496017b86e129ea21b25,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
299,25000,0,1,GENERATED,70fd92b42689b0e5a3d234b7a4e33f8959114b672eb7854db62fc65bf77c4da5,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
300,25000,0,1,GENERATED,15031109bddea2fedd026c5e5fc30a34a03fe7d2ce3efec7b17704c22a503e40,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
300,25000,0,2,QG_TEACHER,11cd7970b998fe2e150ab6468dd4589a7a7088034064e4d04d255b8aad2b7864,-1,NOT_APPLICABLE,1,G1_CMAX
300,25000,0,2,QG_TEACHER,010b0d21b8bb42447c93f66f61482577ea1af53f1bfeb9aa5c74825696447da2,-1,NOT_APPLICABLE,1,G4_BALANCED
300,25000,0,2,QG_TEACHER,010b0d21b8bb42447c93f66f61482577ea1af53f1bfeb9aa5c74825696447da2,-1,NOT_APPLICABLE,1,G2_TEC
300,25000,0,2,QG_TEACHER,f86bdf21bac25336674aa85f2e1b3949df01241bb023875f5a7982241b365437,-1,NOT_APPLICABLE,0,G3_TWC
301,25000,0,2,GENERATED,c1a1d27c05c07265429fc39a82d22f0926b462476d18cdbdf2837c91799e2da6,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
302,25000,0,2,GENERATED,ed2da7c0976f1d4b519bbfb21824b5b968163415e38bc5653b975647f2df853a,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
303,25000,0,2,GENERATED,4696ab01fc7684c5293114cd9e2c98859f12dd7bca18545e01e6b2c2437644b0,-1,GLOBAL_CFVF,NA,GLOBAL_CFVF
