outerCycle,fe,poolIndex,selectorSource,candidateFingerprint,enteredMergePool,selectedByPddr,selectedRank,pddrScore
1,7006,28,GLOBAL_OFFSPRING,3721453d76c94e10bd23ba90e55468ea19d98afe763d1c02c5feb897423cc5c8,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,29,GLOBAL_OFFSPRING,b53ad9182054c1c06bbb8100425ec50c710599fd4fdc0df63c243f8701b39707,true,true,41.0,4.008771929824562
1,7006,30,GLOBAL_OFFSPRING,fdebe2cb2b94fb7c9b7d6ebfa1e2f8c5ef314e12f617dcad604b78ef5ceea191,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,31,GLOBAL_OFFSPRING,9cd9160e55b2db6370b721203c7778f686e194b585babb99734f358909fdbad2,true,true,73.0,11.015151515151516
1,7006,32,GLOBAL_OFFSPRING,8fe2b6038e8b7fb12420424e584c068c86314c233fc390f679b27a0998bd0541,true,true,46.0,6.0078740157480315
1,7006,33,GLOBAL_OFFSPRING,3a494bdfc0f3d0b034f2ba93bea46ad3239f96f45863a4864972e3e6ad49ce32,true,true,99.0,18.045454545454547
1,7006,34,GLOBAL_OFFSPRING,785d414bb60d2586b86161b7b2f9c86fc35092318bfc2c0d8cfe32175de06202,true,true,49.0,6.013698630136986
1,7006,35,GLOBAL_OFFSPRING,c4b12b8e973d029512b9ae0aa501c89f2e71a1d92b25bf9802a99574000aa032,true,true,44.0,5.008064516129032
1,7006,36,GLOBAL_OFFSPRING,5431732c8165436429d532142567acbdc31af90a0841086576e1e7bdec0927f0,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,37,GLOBAL_OFFSPRING,44b4d95b4f245e89e669a4decbd86e8d1a41ad964524df160ea8f04034068f6a,true,true,96.0,18.009615384615383
1,7006,38,GLOBAL_OFFSPRING,6a3afd040b4d3293f8d0650dd6cdaa31bb09b8350277a02927002331ac3be669,true,true,85.0,14.0625
1,7006,39,GLOBAL_OFFSPRING,05c4b58b962358605ea689b8c9666864ccd7ba915e8f39c2956ca590cfec9117,true,true,42.0,4.017241379310345
1,7006,40,GLOBAL_OFFSPRING,05ff16a162beca3aacb6eb5893f0623c61288ef54655288639655b0662a20d70,true,true,68.0,10.02127659574468
1,7006,41,GLOBAL_OFFSPRING,356ca135e2c370285f1815922f54395a1f0b59637b570d7395aa0a1866d2ef82,true,true,58.0,8.011627906976743
1,7006,42,GLOBAL_OFFSPRING,a52e3b678a9e4b30f0146d4af8879730d03d13e9ab7b0dd0fd49188a34b0f477,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,43,GLOBAL_OFFSPRING,4d5bca9fbcc28bf3a8693b40b2615e567d80db1022bd1402a75a838ec9df44af,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,44,GLOBAL_OFFSPRING,5b4dae0309a73ad1442cba11ee64390eb8c52b309395b2c489d083442835f061,true,true,13.0,0.012987012987012988
1,7006,45,GLOBAL_OFFSPRING,3d044f40c6135404000f0473b215e16504b08a69c511156c76fcc7a57cf8ddd5,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,46,GLOBAL_OFFSPRING,0f082ee2cf284f392ab6a4215299486e12b2424a9dede9c9888410c769858726,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,47,GLOBAL_OFFSPRING,d5e37b12de0b61e1a37caf7920cf86bcd9db2a09c209139eb082e72b9ceaef6a,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,48,GLOBAL_OFFSPRING,ef28eeb9b155152618a792992db30a3a3f44ad05aa5b3d685dc9f268f0e0a4b7,true,true,56.0,8.007246376811594
1,7006,49,GLOBAL_OFFSPRING,e8e95f68af1734bc1bcc803d6584adb3dc10e5143532081365f88ec1d8be2dcd,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,50,GLOBAL_OFFSPRING,d84278d4cab9a8a2ba031348ed0648a2ccee8cc17ec2d0217064070aac085def,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,51,GLOBAL_OFFSPRING,f4b5b8fda3c51036b7cb73b48c0f480f1e0d4ff26cfd7fed980135b3557e009d,true,true,74.0,11.015625
1,7006,52,GLOBAL_OFFSPRING,9a84ca21aaafcce1fc9503004c75041785a28eec4ca93884f0abfe010e0731d7,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,53,GLOBAL_OFFSPRING,a93e8d1c3f9fd4a00e09ebffec61b9140ddf6d58b1e87e9a0ce0773eac2655fd,true,true,90.0,15.25
1,7006,54,GLOBAL_OFFSPRING,87aec621b2124d4cb006a6c1d139ccea76151541990ed7fb0772f916cf8f3dbf,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,55,GLOBAL_OFFSPRING,a7f4f695314a634bca711237e2d3d41f22196d75d2e150045d845dfd9cfb2bbe,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,56,GLOBAL_OFFSPRING,d084391f33a532ee171ddb4bdcd68aaac02470cbc99505952ca930a6c29558b3,true,true,66.0,10.014705882352942
1,7006,57,GLOBAL_OFFSPRING,939401396d9cff0840297cda7c833dcf255c90dfa88a0d3dec9b0c2c8c17e333,true,true,54.0,7.026315789473684
1,7006,58,GLOBAL_OFFSPRING,2ef45111bcc792c454f3f837aabdb644a4dba03749e2485bc4d101a9d5317ba4,true,true,43.0,4.041666666666667
1,7006,59,GLOBAL_OFFSPRING,0a33ee4bf20117c8f04852d6828005f994050fd366558e7d0d700afd18e48e6c,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,60,GLOBAL_OFFSPRING,08ed4748a83217de4e8f032b7629869d4dc41775791a09afbfcde27573d77195,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,61,GLOBAL_OFFSPRING,824598d4db41ba34d331296b64a51b35d946d05ca92848913eb4fd009e26672e,true,true,31.0,2.0238095238095237
1,7006,62,GLOBAL_OFFSPRING,21184ddd748436a925424279e5b8014aa21798f6cef634989ffa72bcef886003,true,true,62.0,9.038461538461538
1,7006,63,GLOBAL_OFFSPRING,41bbc4b3947c958798980d3ad31a97dd509e2b87a4e603831cbefda23b96e176,true,true,15.0,0.02564102564102564
1,7006,64,GLOBAL_OFFSPRING,5a2ce9554ed0698bb1cf6e76b94ce9caf41c9c7d2c0b6c7f32cde9a3a3ca062c,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,65,GLOBAL_OFFSPRING,960a6c089f568a4c1404e9bf62548d242e752cdffca09eee76a3933b07c914da,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,66,GLOBAL_OFFSPRING,a9700dd6e900784fd54b52cb114db4309c5d600e49f11019d61a493803950347,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,67,GLOBAL_OFFSPRING,491b24b38e57d7486630f0d325f11ddafbf48ddb6a103c4336f48c7365c85c49,true,true,55.0,7.033333333333333
1,7006,68,GLOBAL_OFFSPRING,7afb01bb79be063d34989a8f4c85141d303157b4ce5c46206c369afe701af9fa,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,69,GLOBAL_OFFSPRING,2f6d7e95cab51d6c71fe459c54e55ee937a921ecb034dc38892bfe63daf32a1b,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,70,GLOBAL_OFFSPRING,defbcfbdaf6d439bb784e00b7a2c28e828f7259166f0a6b16648fd9f175da701,true,true,53.0,7.0256410256410255
1,7006,71,GLOBAL_OFFSPRING,6b1dfbfae80658ce1733599c66359ef1b4b9794071ceca132a90cad441baa329,true,true,11.0,0.012345679012345678
1,7006,72,GLOBAL_OFFSPRING,892346ca009d22af452a6f16ddc6888335880a49f58ec65adff79685cf092cf8,true,true,78.0,13.03225806451613
1,7006,73,GLOBAL_OFFSPRING,40aa02f5b4b39fc92dc6f8c62cc3f8429cc700f35057bceb42e3a91a8662f518,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,74,GLOBAL_OFFSPRING,06e1f5275558e413aca3556a39f5221edc6dae7ed8763375375fe276f0c018a1,true,true,75.0,11.076923076923077
1,7006,75,GLOBAL_OFFSPRING,084198dfc76364ec5b8a352eb7f998afc40dedf9218d01c3572051f8429bd220,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,76,GLOBAL_OFFSPRING,0918da296d44e56564f90d0fce6eb4dcb806fc7087c3edb04266c943bfd356cc,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,77,GLOBAL_OFFSPRING,73eae69533859e445763b5f7a2cc99923c0f3c9af25caee725db4176f9e9d88b,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,78,GLOBAL_OFFSPRING,02d5e791abe347cec3cd8cb6918f35c6c3a49c25848cb5ec0a731d64cabc02ae,true,true,35.0,3.015151515151515
1,7006,79,GLOBAL_OFFSPRING,2485523c6f0068e2356f8dafda00abec6f26fb432f76db95261459a945e3f60c,true,true,60.0,8.015873015873016
1,7006,80,GLOBAL_OFFSPRING,621894dde28d2c40b8f7e337e8256470c722dd0b4ecaed8e62128de99638f70f,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,81,GLOBAL_OFFSPRING,1ccc0b4589852d8e0091b8eefb3597915e9cd0f986876e46b60ad7cb183fbd95,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,82,GLOBAL_OFFSPRING,62aa1c9e93689dd2fc08356651ce4db6e59d364232bab6e6b104149914a664c9,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,83,GLOBAL_OFFSPRING,95d177919a81e6211e34aeef377c0abd00b013cdf2f395fc3b8d8e673eee202c,true,true,28.0,2.010869565217391
1,7006,84,GLOBAL_OFFSPRING,24c56aef54575e4442f007450ada8a73cae05c4092ed579c19abb28ddff43912,true,true,59.0,8.015625
1,7006,85,GLOBAL_OFFSPRING,edc45ba2cb87f569e6e01fce5bcc77bc3223f2d878f7bae51fc8bfd41adf2efc,true,true,63.0,10.008474576271187
1,7006,86,GLOBAL_OFFSPRING,dbab120c763251305ff735f730e214ac6b9e07a5a407f195a574de2ea591050e,true,true,51.0,7.008771929824562
1,7006,87,GLOBAL_OFFSPRING,aba77575f22770a957d601d0cb9e0bbcf03d536ce7d48940de88347cc5008fc9,true,true,16.0,0.0625
1,7006,88,GLOBAL_OFFSPRING,498601b5d67588de61f1766705105c959394c6bc77a62df1b462baf1648c5ef1,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,89,GLOBAL_OFFSPRING,2b56126b3250e9a51887e9ad0afa6e8d6a4ad50d510d18d6ab1d87c35f7f8de6,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,90,GLOBAL_OFFSPRING,753afc343c3cdec96f8d2a9ba02e3e53ca90345ccefd6fd704e893a7e11658b2,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,91,GLOBAL_OFFSPRING,d5d499f3f16eff39cbe6e7c0b5337cb4653ef568ba0087fc5297710052a1132b,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,92,GLOBAL_OFFSPRING,a099249f5a8130e46af33e11ba085c923a2ae4268d7785d79d830386fe888b63,true,true,36.0,3.019607843137255
1,7006,93,GLOBAL_OFFSPRING,3916bee11cc635335c42b85a78b562f12aff85c6da6e0b612392413d1a5fdca1,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,94,GLOBAL_OFFSPRING,4deeda57cd9c896002e08989db19049da22c14f2741bd47fc13128fa15d4652d,true,true,67.0,10.015873015873016
1,7006,95,GLOBAL_OFFSPRING,442c0da4b221cbfac17de581b796904eb09cd2c6df8734f08abdc4dca71d27d5,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,96,GLOBAL_OFFSPRING,d03027f6627c61f025a51887dc9c464e383d9447649a63705f5ae0e4a8568ba0,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,97,GLOBAL_OFFSPRING,d65c4faeccc0546ecbbc6ac50f02e9a876d4a8ec3c169d948c13e68802e9877b,true,true,47.0,6.0131578947368425
1,7006,98,GLOBAL_OFFSPRING,79d8d2620c775b07284ab3c0edfd39ccc969549ecbb5d51c37fffb7ccabb0c2f,true,true,91.0,16.008849557522122
1,7006,99,GLOBAL_OFFSPRING,13529a08228d15c61677f07f9f26b1ddfda95e8e1db0e6c0406ba028e034786b,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,100,GLOBAL_OFFSPRING,0087559aaa2ea7ee7d7210d29bfb2463fa6133b7c67b171de805de178f9e3d92,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,101,CATA_APPLY,927a04d8513ef7ca1d1b859f488daa402c0846998777da42723b04c0add4237e,true,true,64.0,10.010204081632653
1,7006,102,CATA_TEST,6ffaa92e1f0c47c4b782d4869a095ce1c9b00db8bd9a520ea7eef7551a483b1d,true,true,94.0,17.00952380952381
1,7006,103,CATA_TEST,68f26c380c5207f2986de5ca1b7173e632807f88e3e4161442ad2e4b5392fde9,true,true,3.0,0.0056179775280898875
1,7006,104,CATA_APPLY,8939cfb1a8bd67cc7854d2b27c2b6a1353a5e8463b46c15b50590f46ad5cc665,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,105,CATA_APPLY,8dbe09b515c7be53e22a4c47868c421bca61e3fda6e91eb90a19fb44301194fe,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,106,CATA_TEST,0212dc5552355f5cd4871947b862b29b497d91338d8fbfd2fefb2708cdff5b61,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,107,CATA_TEST,2e58a32a22b8ec6a9c0f528e1d1ea2e5dacaef52b98138bc2408346b8daef7ed,true,true,17.0,1.0060975609756098
1,7006,108,CATA_APPLY,f33912044cc28583a8702e8cabdc72ccac33c4b46cb62b62749dbb57526f14f5,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,109,CATA_APPLY,34dc363649f035ebe442b9f028ebb583587d5110857148d3428fde54d07ce488,true,true,40.0,4.007692307692308
1,7006,110,CATA_APPLY,25ab34223dc223b75029ec4efae267e29a48e88fe4ef8b634cf2453f3ceafe1f,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,111,CATA_TEST,5a220aa5975afa77044b7ee3acb512e261a0a5dab36760f8c8ffa81dfea87383,true,true,65.0,10.01388888888889
1,7006,112,CATA_APPLY,198ef034221ac9069907da1d662e3a5f248dc209bf86e43229560d89b4f65adc,true,true,33.0,3.0064935064935066
1,7006,113,CATA_APPLY,92774336c43e056f96147e86533d255ea373ab2ee7b7feb5e0505269a12e5298,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,114,CATA_APPLY,2a3861fd647c6c0f4d2fc8378b53644f1ce97af2eeadb959658ed0e27683c82c,true,true,34.0,3.0128205128205128
1,7006,115,CATA_APPLY,9855d2352a85553cbe73d64c745ca0202f34645ac182be9f7efb8a860072faa7,true,true,21.0,1.0072463768115942
1,7006,116,CATA_TEST,fd94d1434b196bb7b4b658ce16fb32f928f4ebec4795c685854317d3da6b844c,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,117,CATA_TEST,2a9fb560a1ebb3f1b2b23de1a2ebd04896ba4c8eacd7446f03ecd89e625e9f1f,true,true,95.0,18.009345794392523
1,7006,118,CATA_APPLY,d804ed9deaaa38b7bd2122d16e380ace09ef1fc57151a3716aea548a0196fa11,true,true,70.0,10.0625
1,7006,119,CATA_APPLY,f9538caa2c05d16526a2121cc98510442ccee6e3a854059a02e158397bb3e977,true,true,12.0,0.012345679012345678
1,7006,120,CATA_APPLY,1b148ac51f4c81c8ad5fdb822ffb76143ac4a305df2220765ba905dcda8a29c0,true,true,69.0,10.02127659574468
1,7006,121,CATA_TEST,2e5e8c4b82e140472918da6591460d644c5dd9136e3d15c9a08d767278ecb001,true,true,52.0,7.009615384615385
1,7006,122,CATA_APPLY,18bd8262a0ede147386abc0e6a697bfdb0aa8a0d6c9dfc92608026a477672f2e,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,123,CATA_TEST,75cbe1117f02c4d1a352c5f47755422d0e46fc1eb91bad91f454a60824a2e324,true,true,84.0,14.035714285714286
1,7006,124,CATA_APPLY,dfb71e453969c450933bc8fac420c070d9db477dc6190603c5f23d7f84f07562,true,true,10.0,0.012195121951219513
1,7006,125,CATA_APPLY,5c864d10bebfece7febeee90f972cc80dc7b099da3f69e6b8beeb389f428e912,true,true,100.0,18.05263157894737
1,7006,126,CATA_APPLY,5aecd0119e7e4407f2772ba32205111cb6238b1727d8e54a846e6680a067715a,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,127,CATA_APPLY,2a999928961d35b562c51cc11d950bdf012491b13a0f4e0b25b3d94c8dd191a9,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,128,CATA_APPLY,7d1023588d975e066812cc2c5cc8ca410a95ef52c8d936eb86bd3e9a880294ae,true,true,25.0,2.006289308176101
1,7006,129,CATA_TEST,5d46d6a7d399b3d88220b2818a89b4ddcd97c78e6c6e0bdff9b2057a1580855d,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,130,CATA_APPLY,214874a6826c280fb2e7ac2a816fb1f47ae5b6464b1406bd5a3d3884193190da,true,true,76.0,12.11111111111111
1,7006,131,CATA_APPLY,7d174b241723a6e2ac64f8a60b01657a52e37b5bdecd2c35b3d6ee71b7c835ad,true,true,93.0,16.076923076923077
1,7006,132,CATA_TEST,b90611931d0e7f0eff160802b650c4bac427fcff0425b29ae13b9e1e98c581ad,true,true,98.0,18.025641025641026
1,7006,133,CATA_APPLY,021f94ed72d9e658357cb23fbae2ff3ba7fba43c0ff25dedb5d949b3c90fdda2,true,true,14.0,0.015873015873015872
1,7006,134,CATA_TEST,8333de6cd1399c84bffb068b70e121169620025472dc5646e061d672596a9e01,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,135,CATA_TEST,dcb436c7493e999232bc4933313a212a8a868a113b79ab22a680fca02f1dcc4b,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,136,CATA_TEST,e13151c2e776f7c384c02407a0fc8ad76437b9895f9fd7adadb9ff6bf949c5fb,true,true,29.0,2.021276595744681
1,7006,137,CATA_APPLY,f3bd1145bf9f6258947192bc7b46610a41297aa3ff83cb4138b5b3cd757db6a6,true,true,30.0,2.0232558139534884
1,7006,138,CATA_APPLY,4cd11d2d59f1f5cdb13b350dd0f77ed0ef48a7378fb59cfe8f148cdcdb442f67,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,139,CATA_TEST,1237c2af11715e1d75abc7afe6e66e427ada60f6d1cbbcc8a922bcaf04e33df8,true,true,32.0,2.027027027027027
1,7006,140,CATA_TEST,aa35fa722f743c46f86398c35c0029339f6dbf323c54aaad848469912e0580ae,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,141,CATA_TEST,5618fc1c6b627dbe6221927e0253934c69170725a5084c7b89212f41fe101bb6,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,142,CATA_APPLY,15dba613039265944b99f67b32bd7b016e0435a1d417547380006124e4c0bdd5,true,true,79.0,13.03448275862069
1,7006,143,CATA_TEST,21833fd6bb519ac9339555b2ae11a673d504b8a99d030a4f7ca854f319805a5a,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,144,CATA_APPLY,4b546fedaab7ea2700391bfea2bb0265b4e0a16c2212d3cca486d0d1f2708a45,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,145,CATA_TEST,e56d4a0a41fed5e48933a8a5a9ec8038cca4aab644437c8ff3c9dfa21ad1f93a,true,true,50.0,6.020408163265306
1,7006,146,CATA_APPLY,024979911c77e3817710dc5aeffa1bd3d5b20c4967743ac4d17a870eabb7c336,true,true,57.0,8.007751937984496
1,7006,147,CATA_TEST,2a1f4d0f706a4c010148bcbdcb92b559c0c1801e9c140c0bfcae839f3d308a78,true,true,61.0,9.008771929824562
1,7006,148,CATA_TEST,a3043a07a33ce9e0a07b0071c8ddbae0cb389b17b220b88a1d76c12d4f409064,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,149,CATA_APPLY,3a549c61443c1b60f8c0b86ded96b86b9add0ef85db9717e83cbcadb45414d3f,true,true,37.0,3.020408163265306
1,7006,150,CATA_APPLY,621034104eedc6d19edd1893eb0729e8814c9bd7d43eeb8dc20a4a230f386f21,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,151,CATA_APPLY,f45550d300975cf0c783e722e70a9bc75ae8becd5a366a793ac42934ccc56a88,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,152,CATA_TEST,b58b1ebdee915e8d01ac48ea47bcbe72f51cf519afdd21b4435f07c6e6e5b748,true,true,24.0,1.0113636363636365
1,7006,153,CATA_TEST,74ea6242af95344e8e3b0c035173933747440e36f0227e68710a42235b64883b,true,true,77.0,13.007936507936508
1,7006,154,CATA_TEST,7a4fa656db5026faeef350579e0a10e1b37f83bee41bdfe689d3dca3c08258a1,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,155,CATA_APPLY,d7ce7448fcaab202ac1ca567ee0e896d2d5b41dad6e361ba67d4dbfedef0a3b9,true,false,-1.0,NOT_EXPORTED_AT_POOL_LEVEL
1,7006,156,O1_O9,34e65b0fa47ee9b60d7bb71fbb1656ac3e8933ac76aa7762994329e03ef01438,true,true,6.0,0.006097560975609756
1,7006,157,O1_O9,0c88b0099ace3b077983296dc1a82e0c3d5c921f8c42c9c85cff91c42f9e6557,true,true,20.0,1.0070921985815602
1,7006,158,O1_O9,2c9eb4f2d274dfd9e339d8dbe61d98de5559ba3bba2693606ed0224025ba26ed,true,true,26.0,2.006289308176101
1,7006,159,O1_O9,3c1204f8645976212ea95b5196d8b6114c9160e8e5236a03b769256113c6b727,true,true,1.0,0.005128205128205128
1,7006,160,O1_O9,e68e5a3cfd0ec06c7291996d5ce4e8d6b6fae65341d56953c85bad510436da26,true,true,2.0,0.005291005291005291
1,7006,161,O1_O9,edb1c2602d37b5597eb4ee2ef2932112ea01a3d969bd6d739fd1ad3fd33ab686,true,true,8.0,0.006578947368421052
1,7006,162,O1_O9,fc659489d42f9d0588c64c8592af8c06357f2b8bf5aa8f75f85a28a9efd0799e,true,true,45.0,5.012195121951219
