outerGeneration,lineage,contextEvent,resultEvent,parentObjectives,localObjectives
21,121,"generation=21,slot=2,lineage=121,context=G4_BALANCED|EARLY|s=0|SEQ,factory=1,factoryMode=NEED_WEIGHTED,decision=APPLY_BEST,test=false,exploratory=false,contextEpoch=9,callOrdinal=2,remainingApplyCalls=1,neighborhoods=[O3_JS_SWAP]","generation=21,slot=2,lineage=121,id=O3_JS_SWAP,accepted=true,recoveryGain=true,qGain=-0.04500736681143755,parentFingerprint=[0, 2, 1, 7, 6, 5, 9, 3, 4, 8]|[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]|[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]|[1, 1, 1, 0, 1, 0, 1, 0, 1, 0],parentObjectives=[75.01332622688071,1989.7141522355478,3520.631023618229],localFingerprint=[0, 3, 1, 7, 6, 5, 9, 2, 4, 8]|[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]|[1, 1, 0, 1, 0, 1, 0, 0, 0, 0]|[1, 0, 1, 0, 1, 0, 1, 1, 1, 0],localObjectives=[77.62136662399263,1984.0933323175861,3554.4734701076322],fe=1","[75.01332622688071, 1989.7141522355478, 3520.631023618229]","[77.62136662399263, 1984.0933323175861, 3554.4734701076322]"
