observedFE,source,candidateFingerprint,Cmax,TEC,TWC,parentLineageId
1,INITIAL_POPULATION,f9364a568a5f1a8ca86dc61d946b0b828c520615d5b010fee2e87869010ec9aa,1100.254872134805,138742.82464449032,454099.50001297996,-1
2,INITIAL_POPULATION,8a1f74afe42e1902435a8620fa576913fce95f10d4fb65e710e8bfc5e8aa2352,973.4572654493412,135310.78996497675,440381.21065261296,-1
3,INITIAL_POPULATION,b072f424af237461f20f463d3394e30686231645a39d40f81b61c6753a9fff94,1092.7438264070693,135716.80135830698,453365.3262869074,-1
4,INITIAL_POPULATION,9987550e79142323b17e85f315a63ee7bb51302540c83e7b7bfae0e35557f725,1046.0951014085172,134000.65765711205,441134.5805103808,-1
5,INITIAL_POPULATION,e1f1611b9e11d831e3ef78ca3371257c0ed5edf144acf8165fc6e3364f51ec9a,1299.0178762721675,137135.91195785496,469914.72248880425,-1
6,INITIAL_POPULATION,467b1204e03ab110bb1793c38f3408494a9b716b065fddee40a6a7517c1c102e,1084.8949926251298,133552.25541972354,466887.4189385009,-1
7,INITIAL_POPULATION,de8b3378390e7328ab66c3953dd86ad9ba48697da0b401b627a604f7425ecb84,1070.2489137612145,135859.52136507194,440017.75956964045,-1
8,INITIAL_POPULATION,3533613799d6d9bb4382f7c8a57c903511110da5fe970cf1c8cdcb6b8f802cc5,1215.5309708987008,134384.4421754173,483190.3523033396,-1
9,INITIAL_POPULATION,86b5a8ef807cedc5ad7f9078cb55ec5221ef2d1589d8203c802ccf8a14ad4724,990.9262723384389,130379.3163780107,411856.67261026445,-1
10,INITIAL_POPULATION,7d0be2772630ce2e6493e27001a06d69a590cbacd06e8fd93bf85b50cb38df4d,1185.4684814444036,135980.30228277808,471813.44588215975,-1
11,INITIAL_POPULATION,88b99a67b1e4d1bd441d6ccbc96a08b5659890996aea50674626392795740666,1115.264426708856,136871.87170462555,470186.7865979447,-1
12,INITIAL_POPULATION,7a3c142d44b4ad1a8c11947aeede71c744b1573fda17f42acfac0fdff91ff4ac,1150.2950496345557,133707.20493790187,434948.1762343416,-1
13,INITIAL_POPULATION,96c36931ddf8f98b4bc7e8516d9186b7864a2c4225df426c8352b5bb83b6c262,1001.7162088723383,134747.09479889367,450396.94925474713,-1
14,INITIAL_POPULATION,e358ccf5a2a84393ce4b7ca63d5ff1db083b6906f5a7ea3abff388b3911b867c,1108.194316013098,133077.10445754993,459459.2508217406,-1
