candidateFingerprint,Cmax,TEC,TWC
69894c00ecf3ba04c68f4561c747aaaf38ecb9ebc66d84de3de61da4979d59f2,630.9111326904556,21667.083358698823,36260.317753729505
74b952068cb3f6f7a244a3b698733a7cc8e743aba27e7f4f4dd16c25328f9df0,560.1312715927426,21744.762716358407,36080.57844304413
1caa9d07e3cf0de6bef95757e7162e31fb7c9cf7e2dd6c8eb0b1c561fb9444d7,559.2505010372012,21788.01170693476,35567.29987477543
b4f99c857a2348b7b5a10b6a99327c391db9de86a57e6c44cc5d1acd63dd4620,537.137764392818,21847.10273587861,36172.6432197033
210b7ec01b2e02662dc68db944fa7c7b071e00f9f16d1d3011a779a3cb72bb45,503.5910835874976,22163.12658711439,35657.505974932064
24e6c5b4d586a8a66f3cca76e1dc85cb4594c00d2ff5213a2aa6b8decd8841bc,672.814843601828,21721.30410717905,36229.00517180472
e00a8f6120416a50e78b0548b19606a0255b7724d7721e4081135bf79204d734,487.1500105034546,22943.10402126537,35920.87605791417
c3627aa6924ee75207d54e7018cbc936c1f266fcd65b23d46b184af81015fb6f,341.78233841889914,22347.63912115885,40508.53108440712
1bf6c6ab1b0db75587896cf18fd8a72cef827cd660b34dc515b5826fbfa50173,503.54292807727984,22270.477668576696,35871.95333883295
868259984a6b9e4a1f7c71163977a2637e9d7d23de4ce141e83f0e7fa38bd3b9,334.4285401705296,22418.409083209794,39626.17077396333
f1749fd551fe3646d61c9d341082b8850c950dd7f17b4a602fe64e5bcfc3a7c2,541.4948634021757,22077.379158162305,35628.94439725838
6c82891022f95e3e11be4920adf14caea06500cca7af512bb068ac5d03d016e5,334.33440005338963,22516.14112892093,39170.707757916265
16447165f00fe99f57dcf4251cd48b5a157aa7db6a7b628dc3934061b10444bd,343.0080824524966,22447.208930886627,39419.560578639896
16447165f00fe99f57dcf4251cd48b5a157aa7db6a7b628dc3934061b10444bd,343.0080824524966,22447.208930886627,39419.560578639896
ecf0d50549ff718f24f186069320ddafdbfc22ee90a019d6eaf260bec2594a3d,388.9935236506916,21309.426037565347,42126.74364442915
533150ccc99633b64799519ee736ff531cd0aac265e37c29fc215c92e3ceb569,328.1635629542552,22683.724700216848,38162.07003129278
3d7232e7b3f45eb95a04eb6ffa07243e74ac8f84dd129e69b20fbd23670f0124,337.44738454895287,22636.40989883745,38234.586534356604
190cc998d3310b077ea8af0017dd138b27c0c5855f8246c5d3193e6d6baa256a,345.0992745340893,22567.66417185099,38112.67849131292
