instance,scale,pairs,referenceSize,medianDeltaCmax,medianDeltaTEC,medianDeltaTWC,medianDeltaHV,medianDeltaIGD,medianCA4A2,medianCA2A4
100_2_4_1,100,5,785,0.03211757590218985,-0.03559886765191975,0.008087275594613084,0.13285148254184678,0.3554998101477061,0.4873417721518987,0.12740384615384615
100_5_3_1,100,5,757,0.021375230361438916,-0.025334174361848035,-0.006953220259949346,-0.1296373342330454,-0.7631458265976503,0.060810810810810814,0.6097560975609756
20_2_4_1,20,5,873,0.013383890142745212,0.0046942329729870134,0.014796914284371626,0.06976554282082614,0.362084212503017,0.7010309278350515,0.09978308026030369
20_5_3_1,20,5,470,0.008561551082201663,-0.0026507411388778136,0.014082561594706354,0.06194233099365452,0.12091831718254335,0.4826254826254826,0.1798780487804878
50_2_4_1,50,5,2775,0.07866988889976406,-0.02962610987972572,0.015164110888303148,-0.04089342132061373,-0.10390347311097829,0.21705426356589147,0.14614773629864972
50_5_3_1,50,5,857,0.008573905486714708,0.006792033525548743,0.029916279725591827,0.026199843884490537,0.18545847156838208,0.20948616600790515,0.3422330097087379
