metric,value
Cmax,31.360506753953242
TEC,539.81801936714328
TWC,921.03172416572772
Fmax,0.33753992241299968
Favg,0.20548958248305244
FE,0
VarFw,0.0069069294419637044
highFatigueRatio,0
longestContinuousWork,19.609284913500886
totalNaturalRecovery,4.9966366921570113
safeEvents,0
