runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260819-A0,1,20260819,A0,COMPLETED,100000,106,fdc7eb3ba1c905f7b37eb07374cd125f655b04b37e0e8223a83398800d57422d,3495083300
