runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260823-MOPSO_F,20260823,MOPSO_F,PAPER_AUTHOR_SOURCE,COMPLETED,50000,9,822810ea710b7d58b3a51543ff345de7f7e24979c93939f13d7324797a7f8289,3332322200,10570
