arm,runs,referenceContribution,hvMedian,hvMean,hvStd,igdMedian,igdMean,igdStd,minCmaxMedian,minCmaxMean,minCmaxStd,minTECMedian,minTECMean,minTECStd,minTWCMedian,minTWCMean,minTWCStd,rawNMedian,rawNMean,rawNStd,actualFEMedian,actualFEMean,actualFEStd,utilizationMedian,utilizationMean,utilizationStd
A0,12,136,0.4951777564882723,0.48726574005870155,0.09309046937768564,0.2694061555239613,0.26521414593073217,0.06528113934261379,740.9909382683984,740.1677681374277,34.272074161429664,49655.13884693997,50057.76063224182,1371.6113390866274,88378.53205504396,88739.83360538137,2204.1682655440313,201.5,209.66666666666666,54.322828506712504,500000.0,500000.0,0.0,1.0,1.0,0.0
A1,12,250,0.48513358729431516,0.48890769671758844,0.09471813856480583,0.2580111190835356,0.256585800368007,0.05840666345091364,713.512761210422,725.4877996559541,33.611763057449885,50241.19156479684,50307.617943736775,1752.4340257577337,87923.1808533067,87908.1027878956,2715.379301386229,238.5,281.5,86.88707404650957,500000.0,500000.0,0.0,1.0,1.0,0.0
A2,12,487,0.6222902178982703,0.606022477854614,0.12947077545601324,0.19905164254886265,0.23359954974572006,0.08432791972201659,731.2783900340512,739.7430592706168,25.699885003034524,46809.267341619954,46840.84003082127,924.8854868160008,90526.72266816453,90271.61816278112,3245.342913606165,195.0,202.75,74.51311660006273,500000.0,499967.25,113.44932789576146,1.0,0.9999345000000001,0.00022689865579150948
A3,12,38,0.5035190116526729,0.5100700439410966,0.09904534551365697,0.28303409349866326,0.28980737682437824,0.06896009509005868,726.3177628454966,730.8022107682887,29.69725166164045,46243.451705035775,46661.28169610394,1078.0757601572595,90843.55466198183,92058.71952287196,3451.77170121901,206.0,214.25,48.58567877284604,500000.0,499195.25,1759.5850298501425,1.0,0.9983905000000001,0.0035191700597002984
A4,12,1068,0.6250255853579466,0.6405124342976617,0.09809966987418363,0.1879060734281841,0.19356191884532226,0.04749205529609062,716.4594691402656,714.5553876315299,15.32804066020596,47059.7381186893,47131.67031839999,925.7078378947253,88566.16405542362,88747.59608194552,3070.6518559348983,445.5,474.0,209.87961917598037,500000.0,500000.0,0.0,1.0,1.0,0.0
