instance,seed,arm,checkpointTargetFE,checkpointObservedFE,frontType,decisionFrontSize,observedFullFrontSize,exactDedupSize,strictNdSize,observedNdSize,observedOnlyNdCount,decisionOnlyNdCount,observedOnlyRatio,C_observed_vs_decision,C_decision_vs_observed,normalizedNearestNeighborDistance,minCmax,minTEC,minTWC,HV_decision,HV_observed,IGD_decision,IGD_observed
100_5_3_1,20260916,C0,250000,250000,terminal-observed-full-front,343,960,361,361,520,182,5,0.35,1.0,0.9362880886426593,0.018442216869573196,766.0549540085175,113129.50817674771,306133.49532927806,0.6302100147618727,0.6304288952459901,0.12840780572056942,0.12851318312615975
100_5_3_1,20260916,C2,50000,50000,checkpoint-decision-front,166,252,179,179,189,26,3,0.13756613756613756,1.0,0.9106145251396648,0.015456519926882174,776.6231494081535,116277.22439768384,317171.1653985516,0.3990283849240672,0.3992474037136096,0.2843614206043709,0.2843529188175624
100_5_3_1,20260916,C2,50000,50000,checkpoint-observed-full-front,166,252,179,179,189,26,3,0.13756613756613756,1.0,0.9106145251396648,0.015456519926882174,776.6231494081535,116277.22439768384,317171.1653985516,0.3990283849240672,0.3992474037136096,0.2843614206043709,0.2843529188175624
100_5_3_1,20260916,C2,100000,100000,checkpoint-decision-front,245,373,261,261,280,44,9,0.15714285714285714,1.0,0.9042145593869731,0.029136464759067456,776.6231494081535,114184.72981799922,313246.861616598,0.5181425228330533,0.5212041502709196,0.17171493522979406,0.16845322349353664
100_5_3_1,20260916,C2,100000,100000,checkpoint-observed-full-front,245,373,261,261,280,44,9,0.15714285714285714,1.0,0.9042145593869731,0.029136464759067456,776.6231494081535,114184.72981799922,313246.861616598,0.5181425228330533,0.5212041502709196,0.17171493522979406,0.16845322349353664
100_5_3_1,20260916,C2,150000,150000,checkpoint-decision-front,332,424,342,342,370,44,6,0.11891891891891893,1.0,0.9532163742690059,0.030945222227053,776.6231494081535,112788.13875398564,303849.06173771457,0.6333100033615991,0.6336945351265818,0.09012958541346072,0.09005331618518066
100_5_3_1,20260916,C2,150000,150000,checkpoint-observed-full-front,332,424,342,342,370,44,6,0.11891891891891893,1.0,0.9532163742690059,0.030945222227053,776.6231494081535,112788.13875398564,303849.06173771457,0.6333100033615991,0.6336945351265818,0.09012958541346072,0.09005331618518066
100_5_3_1,20260916,C2,200000,200000,checkpoint-decision-front,368,466,380,380,408,49,9,0.12009803921568628,1.0,0.9447368421052632,0.03538993536055842,776.6231494081535,110709.24116905447,295389.3449172095,0.7371894825685736,0.737583536762734,0.06225116013797792,0.06231923708691833
100_5_3_1,20260916,C2,200000,200000,checkpoint-observed-full-front,368,466,380,380,408,49,9,0.12009803921568628,1.0,0.9447368421052632,0.03538993536055842,776.6231494081535,110709.24116905447,295389.3449172095,0.7371894825685736,0.737583536762734,0.06225116013797792,0.06231923708691833
100_5_3_1,20260916,C2,250000,250000,terminal-decision-front,353,485,369,369,402,57,8,0.1417910447761194,1.0,0.9349593495934959,0.0360259674233815,764.8685691556349,110128.32793448458,291078.7284302233,0.7772994411471226,0.7776882382642418,0.053674762791916006,0.05378643720135181
100_5_3_1,20260916,C2,250000,250000,terminal-observed-full-front,353,485,369,369,402,57,8,0.1417910447761194,1.0,0.9349593495934959,0.0360259674233815,764.8685691556349,110128.32793448458,291078.7284302233,0.7772994411471226,0.7776882382642418,0.053674762791916006,0.05378643720135181
100_5_3_1,20260916,C3,50000,50000,checkpoint-decision-front,167,252,179,179,189,25,3,0.13227513227513227,1.0,0.9162011173184358,0.013674814318764333,776.6231494081535,116277.22439768384,317171.1653985516,0.39920315887846136,0.3992474037136096,0.2843614206043709,0.2843529188175624
100_5_3_1,20260916,C3,50000,50000,checkpoint-observed-full-front,167,252,179,179,189,25,3,0.13227513227513227,1.0,0.9162011173184358,0.013674814318764333,776.6231494081535,116277.22439768384,317171.1653985516,0.39920315887846136,0.3992474037136096,0.2843614206043709,0.2843529188175624
100_5_3_1,20260916,C3,100000,100000,checkpoint-decision-front,260,348,282,282,300,46,6,0.15333333333333332,1.0,0.900709219858156,0.02928012399566454,768.8947923180799,114647.29522583105,312375.09228227555,0.49413183587207016,0.49476122141902057,0.21312104458837927,0.2131240022336584
100_5_3_1,20260916,C3,100000,100000,checkpoint-observed-full-front,260,348,282,282,300,46,6,0.15333333333333332,1.0,0.900709219858156,0.02928012399566454,768.8947923180799,114647.29522583105,312375.09228227555,0.49413183587207016,0.49476122141902057,0.21312104458837927,0.2131240022336584
100_5_3_1,20260916,C3,150000,150000,checkpoint-decision-front,259,318,282,282,291,36,4,0.12371134020618557,1.0,0.9042553191489362,0.0262991045865143,768.8947923180799,114647.29522583105,310945.39786437334,0.5338117066835921,0.534287523243816,0.1605987870688558,0.16055961282554965
100_5_3_1,20260916,C3,150000,150000,checkpoint-observed-full-front,259,318,282,282,291,36,4,0.12371134020618557,1.0,0.9042553191489362,0.0262991045865143,768.8947923180799,114647.29522583105,310945.39786437334,0.5338117066835921,0.534287523243816,0.1605987870688558,0.16055961282554965
100_5_3_1,20260916,C3,200000,200000,checkpoint-decision-front,346,486,379,379,413,71,4,0.17191283292978207,1.0,0.9023746701846965,0.025023209193031547,768.8947923180799,114043.1996281387,308958.0799081018,0.5822612319076788,0.5826142281495563,0.12978634498544667,0.12976289856088757
100_5_3_1,20260916,C3,200000,200000,checkpoint-observed-full-front,346,486,379,379,413,71,4,0.17191283292978207,1.0,0.9023746701846965,0.025023209193031547,768.8947923180799,114043.1996281387,308958.0799081018,0.5822612319076788,0.5826142281495563,0.12978634498544667,0.12976289856088757
100_5_3_1,20260916,C3,250000,250000,terminal-decision-front,354,622,378,378,420,72,6,0.17142857142857143,1.0,0.9232804232804233,0.023279196937331444,768.8947923180799,113682.28511975141,306599.1218020362,0.621173552670298,0.6214868558493019,0.11266427784491638,0.1126692427437028
100_5_3_1,20260916,C3,250000,250000,terminal-observed-full-front,354,622,378,378,420,72,6,0.17142857142857143,1.0,0.9232804232804233,0.023279196937331444,768.8947923180799,113682.28511975141,306599.1218020362,0.621173552670298,0.6214868558493019,0.11266427784491638,0.1126692427437028
100_5_3_1,20260917,C0,50000,50000,checkpoint-decision-front,200,262,221,221,231,34,3,0.1471861471861472,1.0,0.8914027149321267,0.025961333188533973,787.5552864127941,115377.8637620947,309915.4927225806,0.46894442430729627,0.46944946703078794,0.1953519402699562,0.19518407430757964
100_5_3_1,20260917,C0,50000,50000,checkpoint-observed-full-front,200,262,221,221,231,34,3,0.1471861471861472,1.0,0.8914027149321267,0.025961333188533973,787.5552864127941,115377.8637620947,309915.4927225806,0.46894442430729627,0.46944946703078794,0.1953519402699562,0.19518407430757964
100_5_3_1,20260917,C0,100000,100000,checkpoint-decision-front,302,377,328,328,342,47,7,0.13742690058479531,1.0,0.899390243902439,0.02687545692044033,770.9509784890686,114039.14582788134,298822.38547512144,0.5862542255310489,0.586759725846774,0.11930847516445692,0.11898472975541972
100_5_3_1,20260917,C0,100000,100000,checkpoint-observed-full-front,302,377,328,328,342,47,7,0.13742690058479531,1.0,0.899390243902439,0.02687545692044033,770.9509784890686,114039.14582788134,298822.38547512144,0.5862542255310489,0.586759725846774,0.11930847516445692,0.11898472975541972
100_5_3_1,20260917,C0,150000,150000,checkpoint-decision-front,342,379,353,353,369,45,18,0.12195121951219512,1.0,0.9178470254957507,0.03065709454467263,769.4014566124894,113817.72829739106,298354.00212075154,0.6177705011574836,0.6186594037181016,0.10157098904573379,0.10120209210715342
100_5_3_1,20260917,C0,150000,150000,checkpoint-observed-full-front,342,379,353,353,369,45,18,0.12195121951219512,1.0,0.9178470254957507,0.03065709454467263,767.647487981021,113817.72829739106,298354.00212075154,0.6177705011574836,0.6186594037181016,0.10157098904573379,0.10120209210715342
100_5_3_1,20260917,C0,200000,200000,checkpoint-decision-front,373,526,398,398,426,65,12,0.15258215962441316,1.0,0.907035175879397,0.024291346359950575,767.6686825844785,113544.42912053943,294789.7378452943,0.6609529903103282,0.6614170714332454,0.08937590056985807,0.08921328115701645
100_5_3_1,20260917,C0,200000,200000,checkpoint-observed-full-front,373,526,398,398,426,65,12,0.15258215962441316,1.0,0.907035175879397,0.024291346359950575,767.647487981021,113544.42912053943,294789.7378452943,0.6609529903103282,0.6614170714332454,0.08937590056985807,0.08921328115701645
100_5_3_1,20260917,C0,250000,250000,terminal-decision-front,381,510,397,397,426,57,12,0.13380281690140844,1.0,0.929471032745592,0.021848746083472124,767.6686825844785,113126.03924302539,294478.51540204446,0.6773595751124728,0.677782430794613,0.08526772621186446,0.0851085440194035
100_5_3_1,20260917,C0,250000,250000,terminal-observed-full-front,381,510,397,397,426,57,12,0.13380281690140844,1.0,0.929471032745592,0.021848746083472124,767.647487981021,113126.03924302539,294478.51540204446,0.6773595751124728,0.677782430794613,0.08526772621186446,0.0851085440194035
100_5_3_1,20260917,C2,50000,50000,checkpoint-decision-front,185,253,209,209,221,38,2,0.17194570135746606,1.0,0.8755980861244019,0.02346144144836964,787.8554821866366,115593.47407163549,309915.4927225806,0.4737199028578042,0.47440700461599905,0.18687369528327247,0.1867932027313868
100_5_3_1,20260917,C2,50000,50000,checkpoint-observed-full-front,185,253,209,209,221,38,2,0.17194570135746606,1.0,0.8755980861244019,0.02346144144836964,787.8554821866366,115593.47407163549,309915.4927225806,0.4737199028578042,0.47440700461599905,0.18687369528327247,0.1867932027313868
100_5_3_1,20260917,C2,100000,100000,checkpoint-decision-front,283,368,296,296,323,64,24,0.19814241486068113,1.0,0.875,0.017154757985421622,782.2590619204798,114287.27886425497,305862.9763325523,0.547665355535552,0.5482062282021742,0.13938471539337105,0.13971233379463532
100_5_3_1,20260917,C2,100000,100000,checkpoint-observed-full-front,283,368,296,296,323,64,24,0.19814241486068113,1.0,0.875,0.017154757985421622,782.2590619204798,114287.27886425497,305862.9763325523,0.547665355535552,0.5482062282021742,0.13938471539337105,0.13971233379463532
100_5_3_1,20260917,C2,150000,150000,checkpoint-decision-front,284,393,313,313,334,62,12,0.18562874251497005,1.0,0.8690095846645367,0.023846651206297365,776.3645821733652,113702.09265156425,304418.3886401864,0.5777223668511018,0.5783300389913343,0.12478021841304837,0.12475319986785152
100_5_3_1,20260917,C2,150000,150000,checkpoint-observed-full-front,284,393,313,313,334,62,12,0.18562874251497005,1.0,0.8690095846645367,0.023846651206297365,776.3645821733652,113702.09265156425,304418.3886401864,0.5777223668511018,0.5783300389913343,0.12478021841304837,0.12475319986785152
100_5_3_1,20260917,C2,200000,200000,checkpoint-decision-front,279,431,295,295,322,59,16,0.18322981366459629,1.0,0.8915254237288136,0.02913821047319149,776.3645821733652,113403.30845845398,302366.16489491385,0.6042996912604941,0.6049452472230439,0.1154187854458495,0.1153965050564443
100_5_3_1,20260917,C2,200000,200000,checkpoint-observed-full-front,279,431,295,295,322,59,16,0.18322981366459629,1.0,0.8915254237288136,0.02913821047319149,776.3645821733652,113403.30845845398,302366.16489491385,0.6042996912604941,0.6049452472230439,0.1154187854458495,0.1153965050564443
100_5_3_1,20260917,C2,250000,250000,terminal-decision-front,274,459,307,307,350,89,13,0.2542857142857143,1.0,0.8501628664495114,0.030628994995574907,772.7976866278588,113403.30845845398,300168.51388727577,0.6265253223082843,0.6271158254510811,0.10401503393076007,0.10398984591654407
100_5_3_1,20260917,C2,250000,250000,terminal-observed-full-front,274,459,307,307,350,89,13,0.2542857142857143,1.0,0.8501628664495114,0.030628994995574907,772.7976866278588,113403.30845845398,300168.51388727577,0.6265253223082843,0.6271158254510811,0.10401503393076007,0.10398984591654407
100_5_3_1,20260917,C3,50000,50000,checkpoint-decision-front,188,255,211,211,223,37,2,0.16591928251121077,1.0,0.8815165876777251,0.025929778125134435,787.8554821866366,115593.47407163549,309915.4927225806,0.4737865678668397,0.47448702625002037,0.18687087418212128,0.18676363898616524
100_5_3_1,20260917,C3,50000,50000,checkpoint-observed-full-front,188,255,211,211,223,37,2,0.16591928251121077,1.0,0.8815165876777251,0.025929778125134435,787.8554821866366,115593.47407163549,309915.4927225806,0.4737865678668397,0.47448702625002037,0.18687087418212128,0.18676363898616524
100_5_3_1,20260917,C3,100000,100000,checkpoint-decision-front,242,341,258,258,278,37,1,0.13309352517985612,1.0,0.9341085271317829,0.021216546543223958,777.4933747940527,113081.11565841487,298230.18471958494,0.6423433833765908,0.6424104653935987,0.0991470095491329,0.09909895858236571
100_5_3_1,20260917,C3,100000,100000,checkpoint-observed-full-front,242,341,258,258,278,37,1,0.13309352517985612,1.0,0.9341085271317829,0.021216546543223958,777.4933747940527,113081.11565841487,298230.18471958494,0.6423433833765908,0.6424104653935987,0.0991470095491329,0.09909895858236571
100_5_3_1,20260917,C3,150000,150000,checkpoint-decision-front,321,440,340,340,380,61,2,0.16052631578947368,1.0,0.9382352941176471,0.02341307478555803,759.1546023570241,112793.48046997044,295666.9948461059,0.6701643781384843,0.6702650179868284,0.08687867526819029,0.08681051283690727
100_5_3_1,20260917,C3,150000,150000,checkpoint-observed-full-front,321,440,340,340,380,61,2,0.16052631578947368,1.0,0.9382352941176471,0.02341307478555803,759.1546023570241,112793.48046997044,295666.9948461059,0.6701643781384843,0.6702650179868284,0.08687867526819029,0.08681051283690727
100_5_3_1,20260917,C3,200000,200000,checkpoint-decision-front,373,555,384,384,449,79,3,0.1759465478841871,1.0,0.9635416666666666,0.023394311420584287,759.1546023570241,112441.64222799272,292362.31830529927,0.6962488728685976,0.6965545963945953,0.0810249761575522,0.080959673942992
100_5_3_1,20260917,C3,200000,200000,checkpoint-observed-full-front,373,555,384,384,449,79,3,0.1759465478841871,1.0,0.9635416666666666,0.023394311420584287,759.1546023570241,112441.64222799272,292362.31830529927,0.6962488728685976,0.6965545963945953,0.0810249761575522,0.080959673942992
100_5_3_1,20260917,C3,250000,250000,terminal-decision-front,350,989,359,359,442,100,8,0.22624434389140272,1.0,0.9526462395543176,0.016788361584038423,759.1546023570241,111985.80416768414,290434.13007179834,0.7223577174567603,0.7224619246895003,0.07466379646211785,0.07489988593241372
100_5_3_1,20260917,C3,250000,250000,terminal-observed-full-front,350,989,359,359,442,100,8,0.22624434389140272,1.0,0.9526462395543176,0.016788361584038423,759.1546023570241,111985.80416768414,290434.13007179834,0.7223577174567603,0.7224619246895003,0.07466379646211785,0.07489988593241372
100_5_3_1,20260918,C0,50000,50000,checkpoint-decision-front,151,186,165,165,173,24,2,0.13872832369942195,1.0,0.9030303030303031,0.04130436276739171,772.1253203135598,118611.53468717364,306792.7515478089,0.4110312474726291,0.4111633885513573,0.251086460245649,0.25099973310724355
100_5_3_1,20260918,C0,50000,50000,checkpoint-observed-full-front,151,186,165,165,173,24,2,0.13872832369942195,1.0,0.9030303030303031,0.04130436276739171,772.1253203135598,118611.53468717364,306792.7515478089,0.4110312474726291,0.4111633885513573,0.251086460245649,0.25099973310724355
100_5_3_1,20260918,C0,100000,100000,checkpoint-decision-front,266,385,295,295,332,73,7,0.21987951807228914,1.0,0.8779661016949153,0.025836393131747758,768.9069476723255,116466.36696531714,300747.55748978304,0.5163760709840264,0.5166802574187346,0.1612538292653513,0.16111953038213025
100_5_3_1,20260918,C0,100000,100000,checkpoint-observed-full-front,266,385,295,295,332,73,7,0.21987951807228914,1.0,0.8779661016949153,0.025836393131747758,768.9069476723255,116466.36696531714,300747.55748978304,0.5163760709840264,0.5166802574187346,0.1612538292653513,0.16111953038213025
100_5_3_1,20260918,C0,150000,150000,checkpoint-decision-front,318,444,347,347,385,77,10,0.2,1.0,0.8876080691642652,0.024121769600019882,767.8722026444482,114460.7140637986,296019.224646196,0.6098370670243582,0.6101759511929278,0.10621645400864665,0.10618886018308019
100_5_3_1,20260918,C0,150000,150000,checkpoint-observed-full-front,318,444,347,347,385,77,10,0.2,1.0,0.8876080691642652,0.024121769600019882,767.8722026444482,114460.7140637986,296019.224646196,0.6098370670243582,0.6101759511929278,0.10621645400864665,0.10618886018308019
100_5_3_1,20260918,C0,200000,200000,checkpoint-decision-front,356,477,383,383,424,77,9,0.18160377358490565,1.0,0.9060052219321149,0.02390440275705039,767.8722026444482,113881.3178313587,295614.3296539285,0.6299414782472395,0.6302393933729654,0.09649102915462694,0.09647629674506956
100_5_3_1,20260918,C0,200000,200000,checkpoint-observed-full-front,356,477,383,383,424,77,9,0.18160377358490565,1.0,0.9060052219321149,0.02390440275705039,767.8722026444482,113881.3178313587,295614.3296539285,0.6299414782472395,0.6302393933729654,0.09649102915462694,0.09647629674506956
100_5_3_1,20260918,C0,250000,250000,terminal-decision-front,369,482,395,395,435,77,11,0.17701149425287357,1.0,0.9063291139240506,0.021786660407774487,767.8722026444482,113535.21543391276,291782.7834695397,0.6561497749272351,0.6564461791008243,0.09039331337750235,0.09037063587125035
100_5_3_1,20260918,C0,250000,250000,terminal-observed-full-front,369,482,395,395,435,77,11,0.17701149425287357,1.0,0.9063291139240506,0.021786660407774487,767.8722026444482,113535.21543391276,291782.7834695397,0.6561497749272351,0.6564461791008243,0.09039331337750235,0.09037063587125035
100_5_3_1,20260918,C2,50000,50000,checkpoint-decision-front,208,330,225,225,241,47,14,0.1950207468879668,1.0,0.8622222222222222,0.01565922029610034,775.0179016105723,118807.23427483332,309388.88584087323,0.3810031134076488,0.38123233899143727,0.24974579669117195,0.24973800100514046
100_5_3_1,20260918,C2,50000,50000,checkpoint-observed-full-front,208,330,225,225,241,47,14,0.1950207468879668,1.0,0.8622222222222222,0.01565922029610034,775.0179016105723,118807.23427483332,309388.88584087323,0.3810031134076488,0.38123233899143727,0.24974579669117195,0.24973800100514046
100_5_3_1,20260918,C2,100000,100000,checkpoint-decision-front,288,467,315,315,351,69,6,0.19658119658119658,1.0,0.8952380952380953,0.016268588439591145,775.0179016105723,117299.15510556631,301963.3450821152,0.4747056328075543,0.4748182694148499,0.18930227276141467,0.18930227276141467
100_5_3_1,20260918,C2,100000,100000,checkpoint-observed-full-front,288,467,315,315,351,69,6,0.19658119658119658,1.0,0.8952380952380953,0.016268588439591145,775.0179016105723,117299.15510556631,301963.3450821152,0.4747056328075543,0.4748182694148499,0.18930227276141467,0.18930227276141467
100_5_3_1,20260918,C2,150000,150000,checkpoint-decision-front,340,475,363,363,382,55,13,0.14397905759162305,1.0,0.9008264462809917,0.022511883896096777,763.4916650214194,115716.9549376819,294846.47765416524,0.5585634466666869,0.5587392619046865,0.13977956216331355,0.13979856437520677
100_5_3_1,20260918,C2,150000,150000,checkpoint-observed-full-front,340,475,363,363,382,55,13,0.14397905759162305,1.0,0.9008264462809917,0.022511883896096777,763.4916650214194,115716.9549376819,294846.47765416524,0.5585634466666869,0.5587392619046865,0.13977956216331355,0.13979856437520677
100_5_3_1,20260918,C2,200000,200000,checkpoint-decision-front,320,448,339,339,359,40,1,0.11142061281337047,1.0,0.9410029498525073,0.024219913203920987,763.4916650214194,115127.5394518039,293287.34174557996,0.592558276127721,0.5929984801421148,0.12440641216400838,0.12436353893722572
100_5_3_1,20260918,C2,200000,200000,checkpoint-observed-full-front,320,448,339,339,359,40,1,0.11142061281337047,1.0,0.9410029498525073,0.024219913203920987,763.4916650214194,115127.5394518039,293287.34174557996,0.592558276127721,0.5929984801421148,0.12440641216400838,0.12436353893722572
100_5_3_1,20260918,C2,250000,250000,terminal-decision-front,338,489,380,380,407,73,4,0.17936117936117937,1.0,0.8789473684210526,0.014920067024765981,761.9363365879146,115127.5394518039,290272.52826011233,0.613932599106167,0.6143563271316868,0.11990506558937275,0.11994431202517714
100_5_3_1,20260918,C2,250000,250000,terminal-observed-full-front,338,489,380,380,407,73,4,0.17936117936117937,1.0,0.8789473684210526,0.014920067024765981,761.9363365879146,115127.5394518039,290272.52826011233,0.613932599106167,0.6143563271316868,0.11990506558937275,0.11994431202517714
100_5_3_1,20260918,C3,50000,50000,checkpoint-decision-front,188,237,185,185,202,27,13,0.13366336633663367,1.0,0.9459459459459459,0.018420903573907,777.0245812440687,118248.78849216108,309849.38417334587,0.39299380109276216,0.39318424329346535,0.24714040605536497,0.24713220061968855
100_5_3_1,20260918,C3,50000,50000,checkpoint-observed-full-front,188,237,185,185,202,27,13,0.13366336633663367,1.0,0.9459459459459459,0.018420903573907,777.0245812440687,118248.78849216108,309849.38417334587,0.39299380109276216,0.39318424329346535,0.24714040605536497,0.24713220061968855
100_5_3_1,20260918,C3,100000,100000,checkpoint-decision-front,181,213,193,193,206,28,3,0.13592233009708737,1.0,0.9222797927461139,0.022552108056333627,772.4938947025785,117753.98289149182,304797.708601531,0.462517457469445,0.46260347302171306,0.2038344757028411,0.2038344757028411
100_5_3_1,20260918,C3,100000,100000,checkpoint-observed-full-front,181,213,193,193,206,28,3,0.13592233009708737,1.0,0.9222797927461139,0.022552108056333627,772.4938947025785,117753.98289149182,304797.708601531,0.462517457469445,0.46260347302171306,0.2038344757028411,0.2038344757028411
100_5_3_1,20260918,C3,150000,150000,checkpoint-decision-front,302,472,327,327,368,80,14,0.21739130434782608,1.0,0.8807339449541285,0.01853544988112018,765.3907523918698,117161.15804992933,303489.0231206571,0.4953950212011058,0.49561112434162824,0.18290643064614562,0.1828439328282674
100_5_3_1,20260918,C3,150000,150000,checkpoint-observed-full-front,302,472,327,327,368,80,14,0.21739130434782608,1.0,0.8807339449541285,0.01853544988112018,763.5005690300541,117161.15804992933,303489.0231206571,0.4953950212011058,0.49561112434162824,0.18290643064614562,0.1828439328282674
100_5_3_1,20260918,C3,200000,200000,checkpoint-decision-front,405,642,426,426,501,111,15,0.2215568862275449,1.0,0.9154929577464789,0.016581697166310694,765.3907523918698,116478.49305451754,303019.0543307296,0.5198126323382575,0.5200149374732068,0.15683606846392836,0.15679152926730514
100_5_3_1,20260918,C3,200000,200000,checkpoint-observed-full-front,405,642,426,426,501,111,15,0.2215568862275449,1.0,0.9154929577464789,0.016581697166310694,763.5005690300541,116478.49305451754,303019.0543307296,0.5198126323382575,0.5200149374732068,0.15683606846392836,0.15679152926730514
100_5_3_1,20260918,C3,250000,250000,terminal-decision-front,444,683,468,468,541,116,19,0.2144177449168207,1.0,0.9081196581196581,0.01502477288688981,763.7794421763869,115154.87930536612,300634.83061296144,0.5691740873121014,0.5693109830806881,0.12400450746560705,0.12398798204437557
100_5_3_1,20260918,C3,250000,250000,terminal-observed-full-front,444,683,468,468,541,116,19,0.2144177449168207,1.0,0.9081196581196581,0.01502477288688981,763.5005690300541,115154.87930536612,300634.83061296144,0.5691740873121014,0.5693109830806881,0.12400450746560705,0.12398798204437557
