instance,competitor,gapHV_s20260827,gapHV_s20260906,medianGapHV,gapIGD_s20260827,gapIGD_s20260906,medianGapIGD,band
50_2_3_1,A0(HMOPSO-QGS-F),-0.6304573075716188,-0.3788543960729658,-0.5046558518222923,-0.8412342426097948,-0.8027700163776903,-0.8220021294937425,GAP_WITHIN_5
50_2_3_1,SPEA2-F,0.005737176937871133,0.07430579006899665,0.040021483503433895,-0.457226892056234,-0.31218282831058103,-0.38470486018340755,GAP_WITHIN_5
50_2_3_1,NSGA-II-F,-0.21511628528955049,-0.10445213662770671,-0.1597842109586286,-0.750490365090978,-0.6009049214369407,-0.6756976432639594,GAP_WITHIN_5
100_5_3_1,A0(HMOPSO-QGS-F),-1.3088916438244358,0.44069231320232666,-0.4340996653110546,-0.27563760823688765,0.5462780572761943,0.1353202245196533,GAP_5_TO_15
100_5_3_1,SPEA2-F,0.5669511672569435,0.7036869477279784,0.635319057492461,2.5066777924022525,2.7065251937159704,2.6066014930591113,GAP_GT_15
100_5_3_1,NSGA-II-F,0.6482870687263541,0.7070892200223557,0.677688144374355,3.861057914010663,2.3645505599482832,3.112804236979473,GAP_GT_15
