runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260811-A0,3,20260811,A0,COMPLETED,500000,184,dd81c8723da31abb0f6a52971c5a3e2d0cb599d509c5fed965fc207c8c8a91c1,37773422537
