seed,cycle,fe,Nmerge,Nunique,Nnd,Roverflow
20260902,1,6803,270,214,14,0.14
20260902,2,13673,268,218,27,0.27
20260902,3,20875,272,234,34,0.34
20260902,4,28652,256,217,43,0.43
20260902,5,37442,260,219,43,0.43
20260902,6,48269,281,239,52,0.52
