runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260810-A5,2,20260810,A5,COMPLETED,500000,371,bd358176d9e5ec8ae89aa4bb51483e40751162eafe9c0513a6919bc5ff518f62,290569439467
