seed,cycle,fe,Nmerge,Nunique,Nnd,Roverflow
20260901,1,6803,260,204,10,0.1
20260901,2,13673,259,206,30,0.3
20260901,3,20875,248,203,47,0.47
20260901,4,28652,256,216,52,0.52
20260901,5,37442,258,215,69,0.69
20260901,6,48269,272,236,77,0.77
