arm,status,requestedFE,actualFE,decoderCalls,illegal,duplicate,qgSelections,pddrEvents,teacherUses,cfvfOffspring,qpActions,archiveInsertions,dualQP,dualQG,caTaLiteTest,caTaLiteApply,formalLocalFE,cfvfRepairs,directionalPoolRequests,remainingFE,qPhaseFE,utilizationRate,terminationKind,wallNanos,failures
A4,PASS,50000,48269,48269,0,0,1200,6,1200,30000,25100,600,126,125,1040,373,16756,0,0,1731,5000,0.965380000000,PHASE_CONSISTENT_TAIL_STOP,10431706100,NONE
