generation,FE,group,branchId,lineageId,source,action,mask,archiveSize,selectedPbestFingerprint,fallback
1,100,"G1_CMAX",100,0,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"EB4DD5A5F65B0448DC6B47DDEBF92D65F1EC50BA2D0AD597192B7EA47ED14040",false
1,100,"G1_CMAX",101,1,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"55200D809280683C0A5EC8AA8205FDE5E92F8A76E5F43842AC4A4592741DC7B7",false
1,100,"G1_CMAX",102,2,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3ACB67248CF97976EB210F1399AA4BE35BA22ED135C27BD3AEE8F9250DE44A87",false
1,100,"G1_CMAX",103,3,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"DDB9277A21CCCA6CA0973B553E1BB801E921020F654B8C7CC457156FDAE7A9C7",false
1,100,"G1_CMAX",104,4,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"0A0CB444770A3A741DB52553084CD8AAC8035B3C116D62AFE94C2EA3A4E321DF",false
1,100,"G1_CMAX",105,5,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E5E87BCF36B8979A1895FF33AF73F25D4F23929502C371DDC7AA8B9152ADB769",false
1,100,"G1_CMAX",106,6,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"EB98A4951E7763AB5BA91925706732C9F7710396D42D3559E35BBB8DEB264405",false
1,100,"G1_CMAX",107,7,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"21BB91F57E6574F9F118387E152985339BCBDE6BAD4A1DF358394B84D8FDC706",false
1,100,"G1_CMAX",108,8,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1ED610B6B34402BE9419720145EC1300E46B26517BC2DD5A2552D754FD1D8FB0",false
1,100,"G1_CMAX",109,9,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"B14C83D2EF4F52ACF67BB89CC853CFE098BA8DCCC81EC2A6FA43E121563478E8",false
1,100,"G1_CMAX",110,10,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"B71852F828FF457A945B322992345988C20A96F049CF5A46FBE1192A0630F33E",false
1,100,"G1_CMAX",111,11,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"AF33B3EA98EAA57A45D7402F61EF315763980B8962F111F37E16BB7D585F71CC",false
1,100,"G1_CMAX",112,12,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"A3954A0C299D25388C5C0052E53DBC905AB0F3D4786E7582E3C56E25A86F9F5E",false
1,100,"G1_CMAX",113,13,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"9EBCD268B78FF37A46CBE1AE9455A064CBE3003FDA0A9378436F257511C2C80C",false
1,100,"G1_CMAX",114,14,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1CAD965218D4F89791D7ACC0A780AC9F91CC6478833F79F8C7492FA4C52B7B18",false
1,100,"G1_CMAX",115,15,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E8F405F771E917F97A422B416B191527536C64626ED0B6E6BD58DF6CB05836AF",false
1,100,"G1_CMAX",116,16,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1329F2CE9D9697E4608ABC50534ACAE6012133C4451E7CD9B64B69C5D5BB00D9",false
1,100,"G1_CMAX",117,17,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3EA2BC37428357A3EF468E019F517FD25424D55E17BD10883DEDD15CDE59B843",false
1,100,"G1_CMAX",118,18,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E740008C2BA7E7F46D290A06CD444D859C2FBAD8AA71D7465FD38B02A9EFF955",false
1,100,"G1_CMAX",119,19,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1E31B87B3185CBA74BF86601519BEA909B8079E2A5158ED225F83B000EB31924",false
1,100,"G4_BALANCED",120,20,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"EB98A4951E7763AB5BA91925706732C9F7710396D42D3559E35BBB8DEB264405",false
1,100,"G4_BALANCED",121,21,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"EB4DD5A5F65B0448DC6B47DDEBF92D65F1EC50BA2D0AD597192B7EA47ED14040",false
1,100,"G4_BALANCED",122,22,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"55200D809280683C0A5EC8AA8205FDE5E92F8A76E5F43842AC4A4592741DC7B7",false
1,100,"G4_BALANCED",123,23,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"92E25BDD4875B8FCCDBEE633D6EEA9B530B81A6ACBA7ABD92FBD6DB007362D20",false
1,100,"G4_BALANCED",124,24,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"7B16ED59A4FBDD507B08B5B7A3D7A2F553908DF45AC346C862AAB4921CA508A0",false
1,100,"G4_BALANCED",125,25,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"AF33B3EA98EAA57A45D7402F61EF315763980B8962F111F37E16BB7D585F71CC",false
1,100,"G4_BALANCED",126,26,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"210BC67ABA1F562A5D13981295D050590D4CDEEBF471CECE815690D4C4C533AD",false
1,100,"G4_BALANCED",127,27,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"5F4203D2915EEEA529F037D6C0E02C61A0C39C0EB2C34B26D4A8D97A27AACBC7",false
1,100,"G4_BALANCED",128,28,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"48C34F8E7BF1352B7931A0149BBC3DF21D4FE8241FAC9A44EAE7BEC51601ADCC",false
1,100,"G4_BALANCED",129,29,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"5B03AE4A5D8F60408C5915F1318773EF8BEF93A90D1FE78FF42DE38865B6850F",false
1,100,"G4_BALANCED",130,30,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"A51FDBEB529CB8F8E69CF170DC89970F45E70EE0FF7EE478DDF2B1347F445F57",false
1,100,"G4_BALANCED",131,31,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"B14C83D2EF4F52ACF67BB89CC853CFE098BA8DCCC81EC2A6FA43E121563478E8",false
1,100,"G4_BALANCED",132,32,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E8F405F771E917F97A422B416B191527536C64626ED0B6E6BD58DF6CB05836AF",false
1,100,"G4_BALANCED",133,33,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"A0556105CA1997FD6AE20B760E67C1CB4050C008C03C13CD6C0A2C92F281E69A",false
1,100,"G4_BALANCED",134,34,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"DDB9277A21CCCA6CA0973B553E1BB801E921020F654B8C7CC457156FDAE7A9C7",false
1,100,"G4_BALANCED",135,35,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E5E87BCF36B8979A1895FF33AF73F25D4F23929502C371DDC7AA8B9152ADB769",false
1,100,"G4_BALANCED",136,36,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3ACB67248CF97976EB210F1399AA4BE35BA22ED135C27BD3AEE8F9250DE44A87",false
1,100,"G4_BALANCED",137,37,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"9EBCD268B78FF37A46CBE1AE9455A064CBE3003FDA0A9378436F257511C2C80C",false
1,100,"G4_BALANCED",138,38,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"21BB91F57E6574F9F118387E152985339BCBDE6BAD4A1DF358394B84D8FDC706",false
1,100,"G4_BALANCED",139,39,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"8FAFB62198B2135C468C59441A4FCFA68F82550E9266F7FA791EB2C953755693",false
1,100,"G4_BALANCED",140,40,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1ED610B6B34402BE9419720145EC1300E46B26517BC2DD5A2552D754FD1D8FB0",false
1,100,"G4_BALANCED",141,41,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1FC2466AC14EC57C5AB14E358E4B4171624E1DA9D41574D6F6FEC82AD808C02D",false
1,100,"G4_BALANCED",142,42,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3322813B5A2D3D20273A9C6302F220055DE98CF7EC59037819100BDD321741C1",false
1,100,"G4_BALANCED",143,43,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"A5A0E32B22F7B75ED3E683368559F2A3C9DABFEE3A5FB7B01E7DCCAF857E4AE0",false
1,100,"G4_BALANCED",144,44,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"0A0CB444770A3A741DB52553084CD8AAC8035B3C116D62AFE94C2EA3A4E321DF",false
1,100,"G4_BALANCED",145,45,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"E740008C2BA7E7F46D290A06CD444D859C2FBAD8AA71D7465FD38B02A9EFF955",false
1,100,"G4_BALANCED",146,46,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3DCCFD14A3DE549BEB44E989DE3B1B8AC7787D39797D86478374283AB44E2EBC",false
1,100,"G4_BALANCED",147,47,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1329F2CE9D9697E4608ABC50534ACAE6012133C4451E7CD9B64B69C5D5BB00D9",false
1,100,"G4_BALANCED",148,48,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"0D57D097A034B3890B27B066D6971D67831B49CBF9991E0C44BDCB4DDB51E863",false
1,100,"G4_BALANCED",149,49,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"1E31B87B3185CBA74BF86601519BEA909B8079E2A5158ED225F83B000EB31924",false
1,100,"G4_BALANCED",150,50,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"3EA2BC37428357A3EF468E019F517FD25424D55E17BD10883DEDD15CDE59B843",false
1,100,"G4_BALANCED",151,51,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"03C2401D13C22AF5AE612B2823983A146189579F02A43A7601F3BA940135E41C",false
1,100,"G4_BALANCED",152,52,"ARCHIVE_DIRECTIONAL","DIRECTIONAL","",1,"105DDAE74A05B6EED415DD9E069112ED32CC8361E178E4763B574BCE319245A3",false
